Gene	Length(codons)	Average reads (per codon)	Sum of reads
YBR025C	395	263.810126582	104205
YBR026C	381	16.9291338583	6450
YBR028C	526	4.24714828897	2234
YBR029C	458	11.884279476	5443
YBR030W	553	2.81193490054	1555
YBR034C	349	32.1690544413	11227
YBR035C	229	49.3013100437	11290
YBR036C	411	17.7883211679	7311
YBR037C	296	4.97635135135	1473
YBR038W	964	8.64522821577	8334
YBR039W	312	53.1025641026	16568
YBR041W	670	4.98208955224	3338
YBR042C	398	6.09547738693	2426
YBR044C	573	1.4572425829	835
YBR046C	335	12.5582089552	4207
YBR047W	176	5.15909090909	908
YBR049C	811	15.6547472256	12696
YBR052C	211	34.018957346	7178
YBR053C	359	11.3454038997	4073
YBR055C	900	2.45444444444	2209
YBR056W	502	8.27689243028	4155
YBR056W-A	67	3.41791044776	229
YBR057C	367	6.82016348774	2503
YBR058C	782	8.54092071611	6679
YBR058C-A	81	59.7407407407	4839
YBR059C	1109	5.34535617674	5928
YBR060C	621	4.52012882448	2807
YBR061C	311	17.463022508	5431
YBR065C	365	4.17260273973	1523
YBR066C	221	10.0452488688	2220
YBR067C	211	144.530805687	30496
YBR068C	610	26.0819672131	15910
YBR069C	620	24.6935483871	15310
YBR070C	238	5.10504201681	1215
YBR071W	212	15.0896226415	3199
YBR072W	215	7.18604651163	1545
YBR073W	959	6.27945776851	6022
YBR074W	977	5.17297850563	5054
YBR077C	163	16.6073619632	2707
YBR079C	965	38.7056994819	37351
YBR080C	759	22.3162055336	16938
YBR081C	1333	2.48912228057	3318
YBR083W	487	8.36550308008	4074
YBR084W	976	23.4928278689	22929
YBR085C-A	86	51.5697674419	4435
YBR086C	947	10.3294614572	9782
YBR087W	355	12.4450704225	4418
YBR088C	259	54.5637065637	14132
YBR091C	110	14.5181818182	1597
YBR094W	754	5.51856763926	4161
YBR095C	431	4.77958236659	2060
YBR096W	231	23.9004329004	5521
YBR098W	692	1.0838150289	750
YBR101C	291	38.5910652921	11230
YBR102C	754	4.59681697613	3466
YBR103W	536	3.48320895522	1867
YBR104W	330	10.9757575758	3622
YBR105C	363	3.35812672176	1219
YBR106W	189	276.444444444	52248
YBR107C	246	1.18292682927	291
YBR109C	148	218.486486486	32336
YBR110W	450	5.28666666667	2379
YBR111C	232	45.1939655172	10485
YBR114W	791	1.19342604298	944
YBR115C	1393	16.8966259871	23537
YBR120C	163	6.49693251534	1059
YBR122C	178	14.3707865169	2558
YBR123C	650	3.66769230769	2384
YBR125C	394	4.82994923858	1903
YBR126C	496	31.1129032258	15432
YBR127C	518	168.293436293	87176
YBR129C	329	4.07902735562	1342
YBR130C	426	9.15727699531	3901
YBR131W	705	1.09503546099	772
YBR132C	597	1.82412060302	1089
YBR133C	828	2.84420289855	2355
YBR137W	180	16.2833333333	2931
YBR138C	525	2.18857142857	1149
YBR139W	509	8.05893909627	4102
YBR141C	338	3.95562130178	1337
YBR142W	774	10.5801033592	8189
YBR143C	438	91.3607305936	40016
YBR146W	279	10.1720430108	2838
YBR149W	345	38.8173913043	13392
YBR151W	317	10.8832807571	3450
YBR152W	292	2.55136986301	745
YBR153W	245	2.43673469388	597
YBR154C	216	74.587962963	16111
YBR155W	386	17.6606217617	6817
YBR156C	699	1.86838340486	1306
YBR157C	256	4.015625	1028
YBR158W	550	10.6236363636	5843
YBR159W	348	28.3879310345	9879
YBR160W	299	16.110367893	4817
YBR161W	377	2.59946949602	980
YBR162C	456	95.4868421053	43542
YBR162W-A	66	87.2575757576	5759
YBR164C	184	37.6847826087	6934
YBR165W	278	4.70863309353	1309
YBR166C	453	8.44150110375	3824
YBR167C	141	6.98581560284	985
YBR170C	581	8.77452667814	5098
YBR171W	207	22.4347826087	4644
YBR172C	741	7.94331983806	5886
YBR173C	149	63.2953020134	9431
YBR175W	316	3.95886075949	1251
YBR176W	313	7.39297124601	2314
YBR177C	452	11.7389380531	5306
YBR179C	856	2.65070093458	2269
YBR183W	317	1.14195583596	362
YBR185C	279	4.79569892473	1338
YBR187W	281	26.0142348754	7310
YBR188C	141	9.28368794326	1309
YBR191W-A	25	3.28	82
YBR192W	378	4.57142857143	1728
YBR193C	224	6.92410714286	1551
YBR194W	124	4.56451612903	566
YBR195C	423	3.57210401891	1511
YBR196C	555	585.502702703	324954
YBR197C	218	5.33944954128	1164
YBR198C	799	7.45556946183	5957
YBR199W	465	10.111827957	4702
YBR200W	552	5.23369565217	2889
YBR201C-A	68	1.60294117647	109
YBR201W	212	3.09433962264	656
YBR204C	376	2.9414893617	1106
YBR207W	466	7.33690987124	3419
YBR210W	143	7.60839160839	1088
YBR211C	325	3.70769230769	1205
YBR213W	275	3.44727272727	948
YBR214W	528	3.78409090909	1998
YBR216C	675	3.32444444444	2244
YBR217W	187	1.75935828877	329
YBR221C	367	92.2452316076	33854
YBR222C	544	15.3125	8330
YBR227C	521	5.07485604607	2644
YBR228W	305	1.15409836066	352
YBR229C	955	5.15183246073	4920
YBR230W-A	67	10.3582089552	694
YBR231C	304	4.03947368421	1228
YBR233W	414	4.99275362319	2067
YBR233W-A	95	11.8947368421	1130
YBR234C	385	35.1480519481	13532
YBR235W	1121	1.09901873327	1232
YBR236C	437	7.77345537757	3397
YBR237W	850	1.04470588235	888
YBR238C	732	3.79918032787	2781
YBR239C	530	1.24150943396	658
YBR241C	489	1.69529652352	829
YBR242W	239	11.0418410042	2639
YBR243C	449	5.20267260579	2336
YBR244W	163	36.5644171779	5960
YBR245C	1130	9.19026548673	10385
YBR246W	388	5.67525773196	2202
YBR247C	484	21.4256198347	10370
YBR248C	553	16.8065099458	9294
YBR249C	371	135.118598383	50129
YBR251W	308	7.23051948052	2227
YBR252W	148	56.5	8362
YBR253W	122	8.11475409836	990
YBR254C	176	9.81818181818	1728
YBR255W	695	1.01726618705	707
YBR256C	239	12.4811715481	2983
YBR257W	280	5.45714285714	1528
YBR258C	143	4.05594405594	580
YBR260C	667	4.11694152924	2746
YBR261C	233	27.9012875536	6501
YBR262C	107	9.96261682243	1066
YBR263W	491	58.4358452138	28692
YBR264C	200	7.565	1513
YBR265W	321	11.6697819315	3746
YBR267W	394	16.8730964467	6648
YBR268W	106	18.6886792453	1981
YBR269C	139	20.4820143885	2847
YBR271W	420	5.11428571429	2148
YBR272C	481	4.31185031185	2074
YBR273C	437	9.56064073227	4178
YBR274W	528	2.02840909091	1071
YBR275C	1917	1.16223265519	2228
YBR278W	202	5.19306930693	1049
YBR279W	446	11.3968609865	5083
YBR280C	638	1.27115987461	811
YBR281C	879	4.03412969283	3546
YBR282W	147	14.4761904762	2128
YBR283C	491	43.9755600815	21592
YBR286W	538	125.925650558	67748
YBR287W	428	7.93925233645	3398
YBR288C	484	7.47314049587	3617
YBR290W	322	7.81677018634	2517
YBR291C	300	3.62	1086
YBR296C	575	3.88173913043	2232
YCL001W	189	30.2698412698	5721
YCL005W	257	2.37743190661	611
YCL008C	386	4.10621761658	1585
YCL009C	310	96.3483870968	29868
YCL010C	260	5.75384615385	1496
YCL011C	428	22.5186915888	9638
YCL014W	1637	2.06963958461	3388
YCL016C	381	2.5249343832	962
YCL017C	498	21.7128514056	10813
YCL024W	1038	1.08670520231	1128
YCL026C-B	194	7.51546391753	1458
YCL027W	513	0.953216374269	489
YCL029C	441	4.75736961451	2098
YCL030C	800	29.96625	23973
YCL031C	298	17.5570469799	5232
YCL032W	347	3.2507204611	1128
YCL033C	169	15.6982248521	2653
YCL034W	355	14.2422535211	5056
YCL035C	111	79.3873873874	8812
YCL036W	567	2.35097001764	1333
YCL037C	435	117.163218391	50966
YCL038C	529	1.93950850662	1026
YCL039W	746	1.81903485255	1357
YCL044C	418	5.46650717703	2285
YCL045C	761	18.3574244415	13970
YCL047C	259	5.67953667954	1471
YCL049C	313	2.37380191693	743
YCL050C	322	110.130434783	35462
YCL051W	584	2.20547945205	1288
YCL052C	417	3.26858513189	1363
YCL054W	842	10.6935866983	9004
YCL054W-A	29	6.79310344828	197
YCL055W	336	6.5119047619	2188
YCL056C	145	1.86896551724	271
YCL057C-A	98	65.3571428571	6405
YCL057W	713	17.7840112202	12680
YCL058W-A	114	15.6666666667	1786
YCL059C	317	36.7917981073	11663
YCL061C	1097	2.4612579763	2700
YCL063W	424	3.77358490566	1600
YCL064C	361	116.975069252	42228
YCR002C	323	25.9659442724	8387
YCR003W	184	9.1847826087	1690
YCR004C	248	61.9758064516	15370
YCR005C	461	27.3383947939	12603
YCR008W	604	5.19205298013	3136
YCR009C	266	34.5112781955	9180
YCR011C	1050	7.32	7686
YCR012W	417	2628.09592326	1095916
YCR015C	318	2.0786163522	661
YCR016W	291	17.2130584192	5009
YCR017C	954	5.64570230608	5386
YCR018C	222	5.17567567568	1149
YCR019W	364	1.57142857143	572
YCR020C-A	89	17.2359550562	1534
YCR020W-B	79	14.7974683544	1169
YCR023C	612	1.27124183007	778
YCR026C	743	2.61911170929	1946
YCR027C	210	3.70952380952	779
YCR028C	513	2.77777777778	1425
YCR030C	871	5.78185993111	5036
YCR033W	1227	2.23960880196	2748
YCR034W	348	43.4137931034	15108
YCR035C	395	10.3265822785	4079
YCR036W	334	9.0	3006
YCR042C	1408	2.77414772727	3906
YCR043C	128	31.109375	3982
YCR044C	358	5.7374301676	2054
YCR046C	170	16.0294117647	2725
YCR047C	276	14.1376811594	3902
YCR048W	611	7.98036006547	4876
YCR051W	223	32.5201793722	7252
YCR052W	484	11.576446281	5603
YCR053W	515	128.104854369	65974
YCR054C	564	3.1914893617	1800
YCR057C	924	10.5	9702
YCR059C	259	9.12741312741	2364
YCR060W	112	15.7767857143	1767
YCR061W	632	6.09810126582	3854
YCR063W	158	4.22151898734	667
YCR065W	565	6.22831858407	3519
YCR066W	488	1.23975409836	605
YCR068W	521	1.56429942418	815
YCR069W	319	14.1222570533	4505
YCR071C	147	10.2244897959	1503
YCR072C	516	14.6647286822	7567
YCR073W-A	316	12.9683544304	4098
YCR075C	261	2.77777777778	725
YCR075W-A	76	15.5263157895	1180
YCR076C	251	5.32270916335	1336
YCR077C	797	15.8996235885	12672
YCR082W	129	28.5658914729	3685
YCR083W	128	16.828125	2154
YCR084C	714	16.1848739496	11556
YCR086W	191	7.1832460733	1372
YCR088W	593	73.2293423272	43425
YCR090C	183	17.7704918033	3252
YCR092C	1019	1.64180569185	1673
YCR093W	2109	5.38643907065	11360
YCR094W	392	7.25255102041	2843
YCR095C	363	2.69421487603	978
YDL001W	431	3.49419953596	1506
YDL002C	204	10.5931372549	2161
YDL003W	567	5.53791887125	3140
YDL004W	161	60.0931677019	9675
YDL006W	282	5.5390070922	1562
YDL007W	438	42.0365296804	18412
YDL008W	166	8.72289156627	1448
YDL010W	232	8.13793103448	1888
YDL013W	620	2.24516129032	1392
YDL015C	311	48.7106109325	15149
YDL017W	508	1.86417322835	947
YDL018C	226	8.47345132743	1915
YDL019C	1284	3.4953271028	4488
YDL020C	532	9.57706766917	5095
YDL021W	312	1.86858974359	583
YDL022W	392	51.375	20139
YDL025C	621	1.7037037037	1058
YDL027C	421	1.59619952494	672
YDL028C	765	2.05098039216	1569
YDL030W	531	2.46139359699	1307
YDL031W	996	13.1475903614	13095
YDL036C	463	3.16846652268	1467
YDL040C	855	18.9964912281	16242
YDL042C	563	4.37122557726	2461
YDL043C	267	7.45692883895	1991
YDL044C	441	2.41723356009	1066
YDL045C	307	3.4657980456	1064
YDL045W-A	96	20.6979166667	1987
YDL046W	174	37.8448275862	6585
YDL047W	312	14.4391025641	4505
YDL051W	276	70.1702898551	19367
YDL052C	304	19.3256578947	5875
YDL053C	186	20.9139784946	3890
YDL054C	487	2.86447638604	1395
YDL055C	362	426.124309392	154257
YDL056W	834	2.67386091127	2230
YDL057W	329	2.1094224924	694
YDL058W	1791	3.53042992741	6323
YDL059C	239	1.60251046025	383
YDL060W	789	11.9543726236	9432
YDL063C	621	9.91948470209	6160
YDL065C	343	12.3586005831	4239
YDL066W	429	70.4522144522	30224
YDL067C	60	61.6333333333	3698
YDL069C	230	1.19130434783	274
YDL070W	639	10.2488262911	6549
YDL072C	204	31.5196078431	6430
YDL074C	701	6.48644793153	4547
YDL076C	295	5.3593220339	1581
YDL077C	1050	1.20571428571	1266
YDL078C	344	29.7587209302	10237
YDL084W	447	159.093959732	71115
YDL085C-A	69	34.3043478261	2367
YDL086W	274	18.9416058394	5190
YDL087C	262	3.22900763359	846
YDL088C	529	6.25330812854	3308
YDL089W	485	1.82268041237	884
YDL090C	432	3.3287037037	1438
YDL091C	456	1.35526315789	618
YDL092W	147	32.2585034014	4742
YDL093W	744	3.10215053763	2308
YDL095W	818	26.4731051345	21655
YDL097C	435	42.4367816092	18460
YDL098C	195	4.73333333333	923
YDL099W	342	15.4883040936	5297
YDL100C	355	89.0169014085	31601
YDL101C	514	3.953307393	2032
YDL102W	1098	4.70947176685	5171
YDL103C	478	20.5481171548	9822
YDL105W	403	1.69727047146	684
YDL107W	352	1.48863636364	524
YDL110C	151	8.07284768212	1219
YDL111C	266	14.1766917293	3771
YDL112W	1437	4.77105080028	6856
YDL113C	641	2.28549141966	1465
YDL116W	727	5.82943603851	4238
YDL117W	886	2.98532731377	2645
YDL119C	308	2.01948051948	622
YDL120W	175	19.3542857143	3387
YDL121C	150	25.5933333333	3839
YDL122W	810	6.21481481481	5034
YDL123W	141	6.94326241135	979
YDL124W	313	38.552715655	12067
YDL126C	836	118.01076555	98657
YDL127W	309	3.98381877023	1231
YDL128W	412	14.2645631068	5877
YDL129W	292	2.40753424658	703
YDL130W-A	87	18.0804597701	1573
YDL132W	816	7.56740196078	6175
YDL133W	438	2.21232876712	969
YDL135C	203	37.2709359606	7566
YDL139C	224	2.5	560
YDL140C	1734	16.1141868512	27942
YDL141W	691	5.51519536903	3811
YDL142C	284	2.92253521127	830
YDL143W	529	45.415879017	24025
YDL144C	357	6.73389355742	2404
YDL145C	1202	18.853577371	22662
YDL146W	492	1.19105691057	586
YDL147W	446	41.5739910314	18542
YDL148C	811	14.6337854501	11868
YDL150W	423	10.5839243499	4477
YDL153C	611	18.1096563011	11065
YDL155W	428	4.76401869159	2039
YDL156W	523	1.92543021033	1007
YDL157C	119	49.0084033613	5832
YDL159W	516	2.90697674419	1500
YDL160C	507	51.6114398422	26167
YDL160C-A	81	12.0617283951	977
YDL164C	756	4.56216931217	3449
YDL165W	192	18.1822916667	3491
YDL166C	198	21.5303030303	4263
YDL167C	720	6.68888888889	4816
YDL168W	387	34.0697674419	13185
YDL170W	529	1.57844990548	835
YDL171C	2146	7.76234855545	16658
YDL174C	588	3.6887755102	2169
YDL175C	345	5.23768115942	1807
YDL177C	171	2.53801169591	434
YDL178W	531	7.10734463277	3774
YDL179W	305	5.0393442623	1537
YDL180W	548	1.36313868613	747
YDL181W	86	8.05813953488	693
YDL183C	321	0.965732087227	310
YDL185W	1072	147.094216418	157685
YDL189W	458	6.38864628821	2926
YDL190C	962	6.03534303534	5806
YDL193W	376	10.545212766	3965
YDL195W	1274	24.4301412873	31124
YDL197C	526	0.998098859316	525
YDL198C	301	12.9734219269	3905
YDL200C	189	3.67724867725	695
YDL201W	287	24.5226480836	7038
YDL202W	250	7.14	1785
YDL203C	624	2.88301282051	1799
YDL205C	328	10.2469512195	3361
YDL207W	539	3.75139146568	2022
YDL208W	157	125.031847134	19630
YDL209C	340	2.47647058824	842
YDL212W	211	42.9620853081	9065
YDL213C	226	31.3097345133	7076
YDL215C	1093	2.33302836231	2550
YDL217C	208	9.875	2054
YDL224C	650	4.70461538462	3058
YDL225W	552	12.9945652174	7173
YDL226C	353	40.3739376771	14252
YDL227C	587	13.0255536627	7646
YDL230W	336	3.26785714286	1098
YDL232W	37	72.2972972973	2675
YDL233W	459	2.56209150327	1176
YDL234C	747	1.92904953146	1441
YDL235C	168	23.505952381	3949
YDL236W	313	31.1916932907	9763
YDL237W	391	9.21227621483	3602
YDL240W	1018	1.19548133595	1217
YDL241W	124	9.53225806452	1182
YDR002W	202	241.504950495	48784
YDR003W	211	4.22748815166	892
YDR006C	902	3.53658536585	3190
YDR007W	225	7.52	1692
YDR011W	1502	7.32889480692	11008
YDR013W	209	5.31578947368	1111
YDR014W	648	1.12345679012	728
YDR016C	95	11.9157894737	1132
YDR017C	1051	3.71836346337	3908
YDR019C	401	12.8653366584	5159
YDR020C	233	4.96995708155	1158
YDR021W	400	4.1175	1647
YDR022C	197	2.7461928934	541
YDR023W	463	171.492440605	79401
YDR027C	890	1.93483146067	1722
YDR028C	1015	7.45517241379	7567
YDR031W	122	6.73770491803	822
YDR032C	199	76.3417085427	15192
YDR034C	791	2.98356510746	2360
YDR035W	371	32.5687331536	12083
YDR036C	501	7.68662674651	3851
YDR037W	592	177.393581081	105017
YDR041W	204	9.44607843137	1927
YDR043C	232	3.45689655172	802
YDR044W	329	20.8510638298	6860
YDR045C	111	25.2072072072	2798
YDR046C	605	10.0082644628	6055
YDR047W	363	9.91460055096	3599
YDR049W	633	3.94786729858	2499
YDR050C	249	1969.78313253	490476
YDR051C	335	7.97910447761	2673
YDR052C	705	3.21276595745	2265
YDR054C	296	20.0371621622	5931
YDR055W	445	23.5820224719	10494
YDR056C	206	20.9368932039	4313
YDR057W	543	3.10313075506	1685
YDR058C	327	1.26605504587	414
YDR060W	1026	17.2105263158	17658
YDR061W	540	3.03518518519	1639
YDR062W	562	15.9537366548	8966
YDR063W	150	20.1933333333	3029
YDR065W	366	0.928961748634	340
YDR066C	197	1.86294416244	367
YDR067C	225	3.12444444444	703
YDR068W	311	9.94855305466	3094
YDR069C	927	1.37432578209	1274
YDR071C	192	75.4010416667	14477
YDR072C	528	5.3125	2805
YDR074W	897	6.10033444816	5472
YDR075W	309	5.04854368932	1560
YDR078C	224	1.20089285714	269
YDR079C-A	73	12.904109589	942
YDR079W	112	8.78571428571	984
YDR081C	926	2.02051835853	1871
YDR083W	393	14.4860050891	5693
YDR084C	200	12.765	2553
YDR086C	81	201.975308642	16360
YDR087C	279	27.6344086022	7710
YDR088C	383	3.53263707572	1353
YDR089W	870	3.24482758621	2823
YDR090C	311	3.33440514469	1037
YDR091C	609	33.039408867	20121
YDR096W	895	1.74525139665	1562
YDR097C	1243	4.86967015286	6053
YDR098C	251	54.0916334661	13577
YDR100W	144	22.5486111111	3247
YDR101C	594	22.3888888889	13299
YDR103W	918	2.73965141612	2515
YDR105C	474	4.31434599156	2045
YDR107C	673	2.34175334324	1576
YDR108W	699	1.45493562232	1017
YDR109C	716	1.29329608939	926
YDR110W	567	3.70899470899	2103
YDR111C	508	2.86220472441	1454
YDR113C	374	6.73262032086	2518
YDR115W	106	18.6981132075	1982
YDR116C	286	7.13286713287	2040
YDR117C	566	7.7296819788	4375
YDR119W	769	11.4980494148	8842
YDR120C	571	16.2942206655	9304
YDR121W	197	15.6852791878	3090
YDR122W	1065	2.93427230047	3125
YDR123C	305	2.45901639344	750
YDR127W	1589	17.5789804909	27933
YDR128W	1149	1.23063533507	1414
YDR130C	292	4.11301369863	1201
YDR132C	496	1.05443548387	523
YDR135C	1516	4.58905013193	6957
YDR137W	664	1.89457831325	1258
YDR138W	753	2.48605577689	1872
YDR140W	222	7.42792792793	1649
YDR141C	1699	2.56268393172	4354
YDR142C	376	1.40425531915	528
YDR143C	611	5.90343698854	3607
YDR144C	597	10.8760469012	6493
YDR146C	710	6.40985915493	4551
YDR147W	535	3.43551401869	1838
YDR148C	464	22.0646551724	10238
YDR151C	326	10.5	3423
YDR152W	266	23.484962406	6247
YDR153C	412	14.4902912621	5970
YDR158W	366	143.639344262	52572
YDR159W	1302	1.13440860215	1477
YDR161W	388	20.9175257732	8116
YDR162C	237	7.57805907173	1796
YDR163W	176	6.42613636364	1131
YDR164C	725	2.8124137931	2039
YDR165W	445	20.197752809	8988
YDR166C	972	3.00823045267	2924
YDR167W	207	16.7971014493	3477
YDR168W	507	30.9191321499	15676
YDR169C	514	4.17315175097	2145
YDR171W	376	4.63829787234	1744
YDR172W	686	78.2551020408	53683
YDR175C	320	7.515625	2405
YDR176W	703	3.9146514936	2752
YDR177W	216	43.7037037037	9440
YDR178W	182	12.8131868132	2332
YDR179C	163	3.67484662577	599
YDR179W-A	464	1.33836206897	621
YDR180W	1494	1.47590361446	2205
YDR181C	482	1.80497925311	870
YDR182W	492	6.94918699187	3419
YDR183W	231	5.4329004329	1255
YDR185C	180	1.1	198
YDR188W	547	47.4332723949	25946
YDR189W	667	11.3268365817	7555
YDR190C	464	36.525862069	16948
YDR191W	371	1.93261455526	717
YDR192C	431	6.74245939675	2906
YDR194C	665	8.53984962406	5679
YDR195W	534	4.73970037453	2531
YDR196C	242	7.02066115702	1699
YDR197W	390	1.65641025641	646
YDR198C	480	2.3	1104
YDR200C	605	1.99338842975	1206
YDR201W	166	8.0843373494	1342
YDR202C	352	3.57386363636	1258
YDR204W	336	5.53869047619	1861
YDR205W	725	1.86482758621	1352
YDR206W	885	2.07457627119	1836
YDR207C	837	3.10394265233	2598
YDR208W	780	5.25641025641	4100
YDR211W	713	15.8821879383	11324
YDR212W	560	46.3357142857	25948
YDR213W	914	2.60503282276	2381
YDR214W	351	49.5754985755	17401
YDR216W	1324	1.19864048338	1587
YDR217C	1310	2.01221374046	2636
YDR219C	466	2.75107296137	1282
YDR221W	703	4.00711237553	2817
YDR222W	416	4.02403846154	1674
YDR226W	223	388.107623318	86548
YDR227W	1359	1.744665195	2371
YDR229W	454	4.41189427313	2003
YDR231C	206	5.3932038835	1111
YDR232W	549	21.9763205829	12065
YDR233C	296	114.672297297	33943
YDR234W	694	7.79250720461	5408
YDR235W	545	2.14495412844	1169
YDR236C	219	5.03652968037	1103
YDR237W	293	7.50170648464	2198
YDR238C	974	24.2700205339	23639
YDR239C	788	2.84771573604	2244
YDR240C	493	2.50304259635	1234
YDR243C	589	2.70458404075	1593
YDR244W	613	4.56769983687	2800
YDR245W	394	10.7969543147	4254
YDR246W	220	6.72272727273	1479
YDR248C	194	6.46907216495	1255
YDR251W	831	2.94825511432	2450
YDR254W	459	1.14161220044	524
YDR255C	422	1.29620853081	547
YDR257C	495	5.10707070707	2528
YDR258C	812	9.0197044335	7324
YDR260C	171	6.12865497076	1048
YDR261C	563	7.1918294849	4049
YDR262W	273	6.79853479853	1856
YDR264C	765	14.1908496732	10856
YDR265W	338	1.2426035503	420
YDR266C	640	8.9828125	5749
YDR267C	331	5.71299093656	1891
YDR268W	380	2.77368421053	1054
YDR270W	1005	2.73930348259	2753
YDR276C	56	334.5	18732
YDR279W	351	4.30484330484	1511
YDR280W	306	12.0424836601	3685
YDR281C	105	13.9333333333	1463
YDR282C	415	1.24096385542	515
YDR283C	1660	1.45120481928	2409
YDR284C	290	8.88620689655	2577
YDR286C	115	6.33043478261	728
YDR287W	293	4.795221843	1405
YDR288W	304	2.59210526316	788
YDR292C	622	10.421221865	6482
YDR293C	1251	7.6554756195	9577
YDR294C	590	7.65423728814	4516
YDR295C	675	2.46814814815	1666
YDR296W	227	9.79735682819	2224
YDR297W	350	17.68	6188
YDR298C	213	38.20657277	8138
