Gene	Length(codons)	Average reads (per codon)	Sum of reads
YBL080C	542	1.36715867159	741
YBL085W	981	7.45769622834	7316
YBL086C	467	4.21413276231	1968
YBL089W	460	3.3847826087	1557
YBL090W	178	19.3539325843	3445
YBL091C	422	60.7914691943	25654
YBL092W	131	3241.88549618	424687
YBL093C	221	26.1990950226	5790
YBL095W	271	2.27306273063	616
YBL097W	755	2.96291390728	2237
YBL098W	461	7.9305856833	3656
YBL099W	546	139.65018315	76249
YBL101C	1118	3.6252236136	4053
YBL102W	216	26.087962963	5635
YBL103C	487	6.90349075975	3362
YBL104C	1039	2.79980750722	2909
YBL105C	1152	5.42274305556	6247
YBL106C	1011	1.42631058358	1442
YBL107C	197	10.7715736041	2122
YBR002C	287	11.4285714286	3280
YBR003W	474	6.10337552743	2893
YBR004C	434	5.49769585253	2386
YBR005W	214	4.52803738318	969
YBR006W	498	3.56626506024	1776
YBR007C	737	3.30664857531	2437
YBR011C	288	895.256944444	257834
YBR012C	140	4.14285714286	580
YBR013C	130	6.12307692308	796
YBR014C	204	27.7254901961	5656
YBR015C	598	21.0468227425	12586
YBR017C	919	23.1817192601	21304
YBR021W	634	2.80757097792	1780
YBR022W	178	11.2584269663	2004
YBR023C	1166	7.01114922813	8175
YBR024W	302	5.37086092715	1622
YBR025C	395	379.66835443	149969
YBR026C	381	25.1364829396	9577
YBR028C	526	6.1825095057	3252
YBR029C	458	18.2663755459	8366
YBR030W	553	4.14647377939	2293
YBR034C	349	48.100286533	16787
YBR035C	229	71.9781659389	16483
YBR036C	411	26.501216545	10892
YBR037C	296	7.55405405405	2236
YBR038W	964	12.7634854772	12304
YBR039W	312	74.5544871795	23261
YBR041W	670	8.04925373134	5393
YBR042C	398	9.67336683417	3850
YBR043C	690	1.18985507246	821
YBR044C	573	2.27748691099	1305
YBR046C	335	19.176119403	6424
YBR047W	176	6.96590909091	1226
YBR049C	811	27.1122071517	21988
YBR052C	211	49.8056872038	10509
YBR053C	359	17.8189415042	6397
YBR055C	900	3.79444444444	3415
YBR056W	502	12.812749004	6432
YBR056W-A	67	4.64179104478	311
YBR057C	367	10.5613079019	3876
YBR058C	782	13.3132992327	10411
YBR058C-A	81	88.1975308642	7144
YBR059C	1109	9.02795311091	10012
YBR060C	621	6.79710144928	4221
YBR061C	311	25.2250803859	7845
YBR065C	365	6.33150684932	2311
YBR066C	221	14.2714932127	3154
YBR067C	211	218.308056872	46063
YBR068C	610	39.6245901639	24171
YBR069C	620	37.0838709677	22992
YBR070C	238	7.48739495798	1782
YBR071W	212	22.0047169811	4665
YBR072W	215	11.1069767442	2388
YBR073W	959	9.18873826903	8812
YBR074W	977	7.91402251791	7732
YBR077C	163	23.3987730061	3814
YBR079C	965	64.1637305699	61918
YBR080C	759	33.8102766798	25662
YBR081C	1333	4.12453113278	5498
YBR083W	487	13.340862423	6497
YBR084W	976	32.7274590164	31942
YBR085C-A	86	79.1046511628	6803
YBR086C	947	16.2386483633	15378
YBR087W	355	18.9661971831	6733
YBR088C	259	78.9111969112	20438
YBR091C	110	21.9	2409
YBR094W	754	8.72811671088	6581
YBR095C	431	7.31554524362	3153
YBR096W	231	36.4935064935	8430
YBR097W	1455	1.26941580756	1847
YBR098W	692	1.78179190751	1233
YBR101C	291	57.147766323	16630
YBR102C	754	7.31830238727	5518
YBR103W	536	5.59888059701	3001
YBR104W	330	17.2666666667	5698
YBR105C	363	5.65840220386	2054
YBR106W	189	407.037037037	76930
YBR107C	246	1.58536585366	390
YBR109C	148	313.385135135	46381
YBR110W	450	8.44666666667	3801
YBR111C	232	66.0172413793	15316
YBR114W	791	1.89001264223	1495
YBR115C	1393	26.7968413496	37328
YBR120C	163	11.5398773006	1881
YBR122C	178	25.6966292135	4574
YBR123C	650	6.38307692308	4149
YBR125C	394	8.37817258883	3301
YBR126C	496	51.4153225806	25502
YBR127C	518	273.696911197	141775
YBR129C	329	6.57750759878	2164
YBR130C	426	17.6596244131	7523
YBR131W	705	1.97872340426	1395
YBR132C	597	3.24623115578	1938
YBR133C	828	4.59057971014	3801
YBR137W	180	28.9277777778	5207
YBR138C	525	3.79238095238	1991
YBR139W	509	13.6444007859	6945
YBR140C	3093	1.55771096023	4818
YBR141C	338	6.60355029586	2232
YBR141W-A	32	1.78125	57
YBR142W	774	18.2015503876	14088
YBR143C	438	150.00456621	65702
YBR146W	279	17.4910394265	4880
YBR149W	345	61.7739130435	21312
YBR151W	317	18.2776025237	5794
YBR152W	292	4.51712328767	1319
YBR153W	245	4.42040816327	1083
YBR154C	216	124.263888889	26841
YBR155W	386	29.0647668394	11219
YBR156C	699	3.01144492132	2105
YBR157C	256	6.59375	1688
YBR158W	550	17.4563636364	9601
YBR159W	348	46.3764367816	16139
YBR160W	299	24.6655518395	7375
YBR161W	377	4.21220159151	1588
YBR162C	456	152.179824561	69394
YBR162W-A	66	150.090909091	9906
YBR163W	586	1.27133105802	745
YBR164C	184	60.375	11109
YBR165W	278	7.71582733813	2145
YBR166C	453	14.4988962472	6568
YBR167C	141	10.3617021277	1461
YBR168W	414	1.42270531401	589
YBR170C	581	15.0361445783	8736
YBR171W	207	39.7391304348	8226
YBR172C	741	15.1470985155	11224
YBR173C	149	100.469798658	14970
YBR175W	316	6.43987341772	2035
YBR176W	313	11.2044728435	3507
YBR177C	452	19.8672566372	8980
YBR179C	856	4.58528037383	3925
YBR183W	317	2.05993690852	653
YBR185C	279	8.01433691756	2236
YBR187W	281	43.1637010676	12129
YBR188C	141	14.8865248227	2099
YBR191W-A	25	6.76	169
YBR192W	378	8.2671957672	3125
YBR193C	224	11.4196428571	2558
YBR194W	124	7.6935483871	954
YBR195C	423	6.76359338061	2861
YBR196C	555	978.85045045	543262
YBR197C	218	8.61467889908	1878
YBR198C	799	14.3078848561	11432
YBR199W	465	16.9870967742	7899
YBR200W	552	8.94927536232	4940
YBR201C-A	68	2.73529411765	186
YBR201W	212	5.53301886792	1173
YBR204C	376	5.02127659574	1888
YBR207W	466	12.3991416309	5778
YBR210W	143	13.9370629371	1993
YBR211C	325	6.67076923077	2168
YBR213W	275	6.12727272727	1685
YBR214W	528	7.23484848485	3820
YBR216C	675	5.70222222222	3849
YBR217W	187	2.64705882353	495
YBR221C	367	155.419618529	57039
YBR222C	544	25.6047794118	13929
YBR223C	545	1.34495412844	733
YBR227C	521	8.66986564299	4517
YBR228W	305	2.2262295082	679
YBR229C	955	8.56963350785	8184
YBR230W-A	67	16.9850746269	1138
YBR231C	304	6.91776315789	2103
YBR233W	414	9.42512077295	3902
YBR233W-A	95	17.8736842105	1698
YBR234C	385	57.5090909091	22141
YBR235W	1121	1.99732381802	2239
YBR236C	437	12.823798627	5604
YBR237W	850	1.83529411765	1560
YBR238C	732	6.10109289617	4466
YBR239C	530	2.06981132075	1097
YBR241C	489	2.70756646217	1324
YBR242W	239	18.8535564854	4506
YBR243C	449	8.96213808463	4024
YBR244W	163	62.5153374233	10190
YBR245C	1130	16.2654867257	18380
YBR246W	388	9.67783505155	3755
YBR247C	484	35.8574380165	17355
YBR248C	553	28.7522603978	15900
YBR249C	371	221.749326146	82269
YBR251W	308	13.0324675325	4014
YBR252W	148	89.3851351351	13229
YBR253W	122	13.106557377	1599
YBR254C	176	16.1022727273	2834
YBR255W	695	1.83309352518	1274
YBR256C	239	20.9372384937	5004
YBR257W	280	8.92142857143	2498
YBR258C	143	6.0979020979	872
YBR260C	667	7.07646176912	4720
YBR261C	233	46.8154506438	10908
YBR262C	107	16.8411214953	1802
YBR263W	491	94.6761710794	46486
YBR264C	200	12.975	2595
YBR265W	321	19.4579439252	6246
YBR267W	394	26.4390862944	10417
YBR268W	106	32.8490566038	3482
YBR269C	139	35.0791366906	4876
YBR271W	420	8.75714285714	3678
YBR272C	481	7.08108108108	3406
YBR273C	437	15.9107551487	6953
YBR274W	528	3.55113636364	1875
YBR275C	1917	1.96922274387	3775
YBR276C	808	1.76732673267	1428
YBR278W	202	8.79207920792	1776
YBR279W	446	20.66367713	9216
YBR280C	638	1.91536050157	1222
YBR281C	879	7.32878270762	6442
YBR282W	147	26.9863945578	3967
YBR283C	491	76.5621181263	37592
YBR286W	538	207.092936803	111416
YBR287W	428	13.8785046729	5940
YBR288C	484	12.8636363636	6226
YBR290W	322	12.7422360248	4103
YBR291C	300	5.90666666667	1772
YBR296C	575	7.18782608696	4133
YCL001W	189	54.1904761905	10242
YCL004W	522	1.00191570881	523
YCL005W	257	4.25291828794	1093
YCL008C	386	7.11658031088	2747
YCL009C	310	160.248387097	49677
YCL010C	260	10.7461538462	2794
YCL011C	428	37.5677570093	16079
YCL014W	1637	4.09773976787	6708
YCL016C	381	4.32283464567	1647
YCL017C	498	36.234939759	18045
YCL024W	1038	2.11657032755	2197
YCL026C-B	194	12.675257732	2459
YCL027W	513	1.68226120858	863
YCL029C	441	7.98412698413	3521
YCL030C	800	50.11	40088
YCL031C	298	30.0536912752	8956
YCL032W	347	5.46109510086	1895
YCL033C	169	25.6213017751	4330
YCL034W	355	23.8422535211	8464
YCL035C	111	137.468468468	15259
YCL036W	567	4.02645502646	2283
YCL037C	435	201.471264368	87640
YCL038C	529	3.3629489603	1779
YCL039W	746	3.19436997319	2383
YCL044C	418	9.94258373206	4156
YCL045C	761	31.4599211564	23941
YCL047C	259	9.90347490347	2565
YCL049C	313	4.27795527157	1339
YCL050C	322	186.49068323	60050
YCL051W	584	3.61301369863	2110
YCL052C	417	5.6690647482	2364
YCL054W	842	20.6722090261	17406
YCL054W-A	29	10.5862068966	307
YCL055W	336	10.8511904762	3646
YCL056C	145	3.04137931034	441
YCL057C-A	98	111.602040816	10937
YCL057W	713	31.4908835905	22453
YCL058W-A	114	27.1140350877	3091
YCL059C	317	63.1261829653	20011
YCL061C	1097	5.36280765725	5883
YCL063W	424	6.5070754717	2759
YCL064C	361	194.099722992	70070
YCR002C	323	46.3591331269	14974
YCR003W	184	15.5923913043	2869
YCR004C	248	107.120967742	26566
YCR005C	461	47.9175704989	22090
YCR008W	604	9.45695364238	5712
YCR009C	266	60.2819548872	16035
YCR011C	1050	12.9942857143	13644
YCR012W	417	4445.66666667	1853843
YCR015C	318	3.72641509434	1185
YCR016W	291	31.2714776632	9100
YCR017C	954	9.80503144654	9354
YCR018C	222	9.06756756757	2013
YCR019W	364	2.92307692308	1064
YCR020C-A	89	29.0337078652	2584
YCR020W-B	79	24.6582278481	1948
YCR023C	612	2.45588235294	1503
YCR024C	493	1.82352941176	899
YCR026C	743	4.65006729475	3455
YCR027C	210	6.59523809524	1385
YCR028C	513	5.18713450292	2661
YCR030C	871	11.1814006889	9739
YCR033W	1227	4.17033414833	5117
YCR034W	348	75.8850574713	26408
YCR035C	395	18.6759493671	7377
YCR036W	334	16.1497005988	5394
YCR042C	1408	4.88494318182	6878
YCR043C	128	52.9765625	6781
YCR044C	358	9.59776536313	3436
YCR046C	170	28.6235294118	4866
YCR047C	276	25.884057971	7144
YCR048W	611	13.6186579378	8321
YCR051W	223	55.8878923767	12463
YCR052W	484	21.7272727273	10516
YCR053W	515	227.390291262	117106
YCR054C	564	5.83865248227	3293
YCR057C	924	18.5367965368	17128
YCR059C	259	15.4826254826	4010
YCR060W	112	26.4910714286	2967
YCR061W	632	11.3053797468	7145
YCR063W	158	6.95569620253	1099
YCR065W	565	11.2672566372	6366
YCR066W	488	2.02868852459	990
YCR068W	521	2.68330134357	1398
YCR069W	319	24.9467084639	7958
YCR071C	147	18.4149659864	2707
YCR072C	516	25.6511627907	13236
YCR073W-A	316	22.6360759494	7153
YCR075C	261	4.64367816092	1212
YCR075W-A	76	29.9342105263	2275
YCR076C	251	9.56573705179	2401
YCR077C	797	30.4341279799	24256
YCR079W	443	1.18510158014	525
YCR081W	1428	1.75140056022	2501
YCR082W	129	50.6046511628	6528
YCR083W	128	29.4765625	3773
YCR084C	714	30.8781512605	22047
YCR086W	191	11.832460733	2260
YCR087C-A	154	64.1168831169	9874
YCR088W	593	146.768971332	87034
YCR090C	183	31.1803278689	5706
YCR092C	1019	3.25024533857	3312
YCR093W	2109	10.759601707	22692
YCR094W	392	12.1607142857	4767
YCR095C	363	5.1955922865	1886
YDL001W	431	6.48259860789	2794
YDL002C	204	18.8284313725	3841
YDL003W	567	10.126984127	5742
YDL004W	161	101.285714286	16307
YDL005C	432	10.8564814815	4690
YDL006W	282	10.3865248227	2929
YDL007W	438	76.5570776256	33532
YDL008W	166	15.921686747	2643
YDL010W	232	14.3103448276	3320
YDL013W	620	3.87096774194	2400
YDL015C	311	86.1028938907	26778
YDL017W	508	3.32874015748	1691
YDL018C	226	13.9159292035	3145
YDL019C	1284	6.55996884735	8423
YDL020C	532	17.5394736842	9331
YDL021W	312	3.66987179487	1145
YDL022W	392	91.8928571429	36022
YDL025C	621	3.33816425121	2073
YDL027C	421	2.79334916865	1176
YDL028C	765	3.82745098039	2928
YDL030W	531	4.68926553672	2490
YDL031W	996	23.0522088353	22960
YDL033C	418	1.61722488038	676
YDL036C	463	5.5313174946	2561
YDL040C	855	33.9368421053	29016
YDL042C	563	8.07637655417	4547
YDL043C	267	13.6629213483	3648
YDL044C	441	4.15419501134	1832
YDL045C	307	6.35504885993	1951
YDL045W-A	96	37.71875	3621
YDL046W	174	67.8218390805	11801
YDL047W	312	24.4807692308	7638
YDL051W	276	120.018115942	33125
YDL052C	304	34.2105263158	10400
YDL053C	186	38.7311827957	7204
YDL054C	487	5.36550308008	2613
YDL055C	362	722.930939227	261701
YDL056W	834	4.91007194245	4095
YDL057W	329	3.59270516717	1182
YDL058W	1791	7.18592964824	12870
YDL059C	239	3.05439330544	730
YDL060W	789	21.5348542459	16991
YDL063C	621	17.9935587762	11174
YDL065C	343	23.7463556851	8145
YDL066W	429	117.214452214	50285
YDL067C	60	115.433333333	6926
YDL069C	230	2.30869565217	531
YDL070W	639	18.661971831	11925
YDL072C	204	56.2892156863	11483
YDL073W	985	1.95329949239	1924
YDL074C	701	12.9186875892	9056
YDL076C	295	10.1288135593	2988
YDL077C	1050	2.3580952381	2476
YDL078C	344	52.2122093023	17961
YDL080C	610	1.56721311475	956
YDL084W	447	274.143176734	122542
YDL085C-A	69	57.652173913	3978
YDL086W	274	34.6131386861	9484
YDL087C	262	5.7786259542	1514
YDL088C	529	11.1115311909	5878
YDL089W	485	3.22886597938	1566
YDL090C	432	5.75462962963	2486
YDL091C	456	2.72368421053	1242
YDL092W	147	57.0068027211	8380
YDL093W	744	5.66801075269	4217
YDL095W	818	47.4926650367	38849
YDL097C	435	72.9931034483	31752
YDL098C	195	8.30769230769	1620
YDL099W	342	29.9064327485	10228
YDL100C	355	157.236619718	55819
YDL101C	514	6.86964980545	3531
YDL102W	1098	8.61930783242	9464
YDL103C	478	35.2133891213	16832
YDL105W	403	3.20595533499	1292
YDL106C	560	7.82857142857	4384
YDL107W	352	2.49715909091	879
YDL110C	151	14.9006622517	2250
YDL111C	266	24.6390977444	6554
YDL112W	1437	8.82811412665	12686
YDL113C	641	4.27301092044	2739
YDL116W	727	10.5708390646	7685
YDL117W	886	5.53273137698	4902
YDL119C	308	3.68506493506	1135
YDL120W	175	32.9714285714	5770
YDL121C	150	39.94	5991
YDL122W	810	11.3604938272	9202
YDL123W	141	11.5957446809	1635
YDL124W	313	71.338658147	22329
YDL126C	836	213.651913876	178613
YDL127W	309	7.44012944984	2299
YDL128W	412	26.1868932039	10789
YDL129W	292	4.5102739726	1317
YDL130W-A	87	33.5172413793	2916
YDL132W	816	13.9154411765	11355
YDL133W	438	3.97716894977	1742
YDL135C	203	63.4630541872	12883
YDL139C	224	4.41071428571	988
YDL140C	1734	30.1176470588	52224
YDL141W	691	10.011577424	6918
YDL142C	284	5.3838028169	1529
YDL143W	529	78.8657844991	41720
YDL144C	357	12.0644257703	4307
YDL145C	1202	35.5515806988	42733
YDL146W	492	2.36788617886	1165
YDL147W	446	73.7421524664	32889
YDL148C	811	26.1072749692	21173
YDL150W	423	18.6501182033	7889
YDL153C	611	35.7757774141	21859
YDL155W	428	8.85046728972	3788
YDL156W	523	3.66347992352	1916
YDL157C	119	84.5546218487	10062
YDL159W	516	5.21511627907	2691
YDL160C	507	93.8264299803	47570
YDL160C-A	81	22.0740740741	1788
YDL164C	756	8.27645502646	6257
YDL165W	192	32.5885416667	6257
YDL166C	198	38.1111111111	7546
YDL167C	720	11.7611111111	8468
YDL168W	387	57.3436692506	22192
YDL170W	529	2.89603024575	1532
YDL171C	2146	15.3322460391	32903
YDL174C	588	6.45238095238	3794
YDL175C	345	8.94202898551	3085
YDL176W	709	1.37235543018	973
YDL177C	171	4.3567251462	745
YDL178W	531	12.6214689266	6702
YDL179W	305	9.46885245902	2888
YDL180W	548	2.42700729927	1330
YDL181W	86	12.6395348837	1087
YDL183C	321	1.7476635514	561
YDL185W	1072	268.646455224	287989
YDL189W	458	11.231441048	5144
YDL190C	962	11.2318087318	10805
YDL193W	376	19.3138297872	7262
YDL195W	1274	48.1067503925	61288
YDL197C	526	1.63117870722	858
YDL198C	301	24.2956810631	7313
YDL200C	189	6.91005291005	1306
YDL201W	287	42.756097561	12271
YDL202W	250	13.52	3380
YDL203C	624	5.73878205128	3581
YDL205C	328	18.512195122	6072
YDL207W	539	7.16697588126	3863
YDL208W	157	215.662420382	33859
YDL209C	340	4.82058823529	1639
YDL211C	373	1.52278820375	568
YDL212W	211	75.7962085308	15993
YDL213C	226	57.685840708	13037
YDL215C	1093	4.32113449222	4723
YDL216C	441	1.56009070295	688
YDL217C	208	18.4278846154	3833
YDL220C	925	1.42702702703	1320
YDL224C	650	8.84153846154	5747
YDL225W	552	23.5525362319	13001
YDL226C	353	69.507082153	24536
YDL227C	587	22.1090289608	12978
YDL230W	336	5.5	1848
YDL232W	37	120.297297297	4451
YDL233W	459	4.52723311547	2078
YDL234C	747	3.57831325301	2673
YDL235C	168	42.4166666667	7126
YDL236W	313	54.6773162939	17114
YDL237W	391	15.3401534527	5998
YDL238C	490	1.08367346939	531
YDL240W	1018	2.15618860511	2195
YDL241W	124	15.2822580645	1895
YDR001C	752	9.40824468085	7075
YDR002W	202	423.940594059	85636
YDR003W	211	7.65402843602	1615
YDR004W	461	1.97180043384	909
YDR006C	902	6.86363636364	6191
YDR007W	225	14.6533333333	3297
YDR011W	1502	14.1664447403	21278
YDR013W	209	8.86602870813	1853
YDR014W	648	1.94444444444	1260
YDR016C	95	19.8736842105	1888
YDR017C	1051	7.48810656518	7870
YDR019C	401	21.4039900249	8583
YDR020C	233	8.90128755365	2074
YDR021W	400	7.3175	2927
YDR022C	197	4.60913705584	908
YDR023W	463	300.373650108	139073
YDR027C	890	3.5	3115
YDR028C	1015	16.4502463054	16697
YDR031W	122	10.6885245902	1304
YDR032C	199	137.658291457	27394
YDR034C	791	5.42351453856	4290
YDR034W-B	52	1.55769230769	81
YDR035W	371	58.6495956873	21759
YDR036C	501	14.4690618762	7249
YDR037W	592	307.435810811	182002
YDR041W	204	16.6764705882	3402
YDR043C	232	6.10775862069	1417
YDR044W	329	38.1550151976	12553
YDR045C	111	42.018018018	4664
YDR046C	605	18.6181818182	11264
YDR047W	363	17.6831955923	6419
YDR049W	633	6.99842022117	4430
YDR050C	249	3378.69076305	841294
YDR051C	335	14.1014925373	4724
YDR052C	705	5.83120567376	4111
YDR054C	296	36.5641891892	10823
YDR055W	445	41.6898876404	18552
YDR056C	206	35.6893203883	7352
YDR057W	543	5.25230202578	2852
YDR058C	327	2.23241590214	730
YDR060W	1026	31.6003898635	32422
YDR061W	540	5.55555555556	3000
YDR062W	562	28.5213523132	16029
YDR063W	150	35.6466666667	5347
YDR065W	366	1.5737704918	576
YDR066C	197	3.43654822335	677
YDR067C	225	5.68	1278
YDR068W	311	19.2668810289	5992
YDR070C	94	1.35106382979	127
YDR071C	192	134.291666667	25784
YDR072C	528	9.6553030303	5098
YDR074W	897	11.2731326644	10112
YDR075W	309	8.80906148867	2722
YDR076W	407	1.37837837838	561
YDR078C	224	2.17857142857	488
YDR079C-A	73	23.6575342466	1727
YDR079W	112	16.4375	1841
YDR081C	926	3.78941684665	3509
YDR083W	393	26.0050890585	10220
YDR084C	200	23.205	4641
YDR086C	81	343.592592593	27831
YDR087C	279	46.9139784946	13089
YDR088C	383	6.08877284595	2332
YDR089W	870	5.71149425287	4969
YDR090C	311	6.03215434084	1876
YDR091C	609	55.9901477833	34098
YDR096W	895	3.37430167598	3020
YDR097C	1243	8.66049879324	10765
YDR098C	251	96.8326693227	24305
YDR100W	144	39.9027777778	5746
YDR101C	594	40.9983164983	24353
YDR103W	918	5.31917211329	4883
YDR105C	474	7.59915611814	3602
YDR107C	673	4.147102526	2791
YDR108W	699	2.74391988555	1918
YDR109C	716	2.34217877095	1677
YDR110W	567	6.86243386243	3891
YDR111C	508	4.94291338583	2511
YDR113C	374	11.1470588235	4169
YDR115W	106	34.2641509434	3632
YDR116C	286	12.7412587413	3644
YDR117C	566	13.9293286219	7884
YDR119W	769	19.8699609883	15280
YDR119W-A	67	1.01492537313	68
YDR120C	571	29.0455341506	16585
YDR121W	197	26.4974619289	5220
YDR122W	1065	5.99154929577	6381
YDR123C	305	4.74098360656	1446
YDR127W	1589	32.2548772813	51253
YDR128W	1149	2.11575282855	2431
YDR131C	557	1.55834829443	868
YDR132C	496	2.01814516129	1001
YDR135C	1516	8.47559366755	12849
YDR137W	664	3.27259036145	2173
YDR138W	753	4.73837981408	3568
YDR140W	222	13.8603603604	3077
YDR141C	1699	4.74985285462	8070
YDR142C	376	2.52127659574	948
YDR143C	611	11.7037643208	7151
YDR144C	597	18.378559464	10972
YDR146C	710	12.7084507042	9023
YDR147W	535	6.09719626168	3262
YDR148C	464	39.2306034483	18203
YDR151C	326	18.5306748466	6041
YDR152W	266	42.3947368421	11277
YDR153C	412	24.9490291262	10279
YDR158W	366	250.486338798	91678
YDR159W	1302	2.15591397849	2807
YDR161W	388	36.6469072165	14219
YDR162C	237	13.9282700422	3301
YDR163W	176	13.4147727273	2361
YDR164C	725	5.04137931034	3655
YDR165W	445	35.808988764	15935
YDR166C	972	5.79423868313	5632
YDR167W	207	29.5024154589	6107
YDR168W	507	54.550295858	27657
YDR169C	514	7.70622568093	3961
YDR171W	376	8.72606382979	3281
YDR172W	686	136.667638484	93754
YDR175C	320	13.634375	4363
YDR176W	703	7.31578947368	5143
YDR177W	216	78.2731481481	16907
YDR178W	182	23.9285714286	4355
YDR179C	163	7.01226993865	1143
YDR179W-A	464	2.21551724138	1028
YDR180W	1494	2.78313253012	4158
YDR181C	482	3.26763485477	1575
YDR182W	492	12.1951219512	6000
YDR183W	231	9.32467532468	2154
YDR185C	180	1.72222222222	310
YDR188W	547	87.1755027422	47685
YDR189W	667	20.2863568216	13531
YDR190C	464	64.2456896552	29810
YDR191W	371	3.19407008086	1185
YDR192C	431	11.909512761	5133
YDR194C	665	15.6872180451	10432
YDR195W	534	8.53370786517	4557
YDR196C	242	12.0495867769	2916
YDR197W	390	3.16666666667	1235
YDR198C	480	4.05625	1947
YDR200C	605	3.81983471074	2311
YDR201W	166	15.5843373494	2587
YDR202C	352	5.90625	2079
YDR204W	336	9.28869047619	3121
YDR205W	725	3.19724137931	2318
YDR206W	885	3.85423728814	3411
YDR207C	837	6.36678614098	5329
YDR208W	780	10.0628205128	7849
YDR211W	713	27.9382889201	19920
YDR212W	560	80.3428571429	44992
YDR213W	914	4.40590809628	4027
YDR214W	351	90.3447293447	31711
YDR216W	1324	2.1419939577	2836
YDR217C	1310	4.73435114504	6202
YDR219C	466	5.15021459227	2400
YDR221W	703	6.96443812233	4896
YDR222W	416	7.51442307692	3126
YDR226W	223	669.551569507	149310
YDR227W	1359	3.60191317145	4895
YDR229W	454	7.93171806167	3601
YDR231C	206	9.73300970874	2005
YDR232W	549	38.8925318761	21352
YDR233C	296	202.489864865	59937
