Gene	Length(codons)	Average reads (per codon)	Sum of reads
YCL024W	1038	1.46917148362	1525
YCL026C-B	194	10.0463917526	1949
YCL027W	513	1.41910331384	728
YCL029C	441	6.65759637188	2936
YCL030C	800	41.5075	33206
YCL031C	298	23.244966443	6927
YCL032W	347	4.77521613833	1657
YCL033C	169	22.1597633136	3745
YCL034W	355	19.9746478873	7091
YCL035C	111	118.027027027	13101
YCL036W	567	3.01940035273	1712
YCL037C	435	161.866666667	70412
YCL038C	529	2.66162570888	1408
YCL039W	746	2.64477211796	1973
YCL044C	418	7.83014354067	3273
YCL045C	761	25.4283837057	19351
YCL047C	259	7.93436293436	2055
YCL049C	313	3.67731629393	1151
YCL050C	322	148.01863354	47662
YCL051W	584	2.97089041096	1735
YCL052C	417	4.80335731415	2003
YCL054W	842	15.8491686461	13345
YCL054W-A	29	11.3793103448	330
YCL055W	336	8.80654761905	2959
YCL056C	145	2.60689655172	378
YCL057C-A	98	92.1836734694	9034
YCL057W	713	24.3548387097	17365
YCL058W-A	114	20.8771929825	2380
YCL059C	317	49.8107255521	15790
YCL061C	1097	3.40109389243	3731
YCL063W	424	5.15801886792	2187
YCL064C	361	166.833795014	60227
YCR002C	323	34.6996904025	11208
YCR003W	184	13.7663043478	2533
YCR004C	248	84.3669354839	20923
YCR005C	461	42.9739696312	19811
YCR008W	604	7.33774834437	4432
YCR009C	266	50.7819548872	13508
YCR011C	1050	10.340952381	10858
YCR012W	417	3701.29736211	1543441
YCR015C	318	3.09119496855	983
YCR016W	291	25.3058419244	7364
YCR017C	954	8.39937106918	8013
YCR018C	222	6.66666666667	1480
YCR019W	364	2.6043956044	948
YCR020C-A	89	25.9438202247	2309
YCR020W-B	79	21.0759493671	1665
YCR023C	612	1.92647058824	1179
YCR024C	493	1.51521298174	747
YCR026C	743	3.81561238223	2835
YCR027C	210	5.68095238095	1193
YCR028C	513	4.49707602339	2307
YCR030C	871	9.42709529277	8211
YCR033W	1227	3.40912795436	4183
YCR034W	348	63.7873563218	22198
YCR035C	395	14.5924050633	5764
YCR036W	334	13.3592814371	4462
YCR042C	1408	3.84943181818	5420
YCR043C	128	40.6484375	5203
YCR044C	358	8.34916201117	2989
YCR046C	170	24.9705882353	4245
YCR047C	276	20.3007246377	5603
YCR048W	611	11.5253682488	7042
YCR051W	223	45.5695067265	10162
YCR052W	484	16.2231404959	7852
YCR053W	515	189.631067961	97660
YCR054C	564	4.52836879433	2554
YCR057C	924	14.5909090909	13482
YCR059C	259	12.7953667954	3314
YCR060W	112	23.0446428571	2581
YCR061W	632	10.4588607595	6610
YCR063W	158	6.12658227848	968
YCR065W	565	8.74513274336	4941
YCR066W	488	1.74180327869	850
YCR068W	521	2.23800383877	1166
YCR069W	319	21.3793103448	6820
YCR071C	147	16.9115646259	2486
YCR072C	516	20.003875969	10322
YCR073W-A	316	18.5189873418	5852
YCR075C	261	3.4214559387	893
YCR075W-A	76	24.9605263158	1897
YCR076C	251	7.88446215139	1979
YCR077C	797	23.2810539523	18555
YCR079W	443	1.05417607223	467
YCR081W	1428	1.32212885154	1888
YCR082W	129	40.7674418605	5259
YCR083W	128	24.9296875	3191
YCR084C	714	23.7507002801	16958
YCR086W	191	9.94764397906	1900
YCR087C-A	154	51.2857142857	7898
YCR088W	593	105.94772344	62827
YCR090C	183	23.825136612	4360
YCR092C	1019	2.42492639843	2471
YCR093W	2109	7.98719772404	16845
YCR094W	392	9.80612244898	3844
YCR095C	363	3.91460055096	1421
YDL001W	431	4.96055684455	2138
YDL002C	204	15.7352941176	3210
YDL003W	567	7.64021164021	4332
YDL004W	161	82.7080745342	13316
YDL005C	432	9.36342592593	4045
YDL006W	282	7.8475177305	2213
YDL007W	438	59.1301369863	25899
YDL008W	166	12.2048192771	2026
YDL010W	232	11.2456896552	2609
YDL013W	620	3.21290322581	1992
YDL015C	311	70.8231511254	22026
YDL017W	508	2.53149606299	1286
YDL018C	226	11.8938053097	2688
YDL019C	1284	5.21573208723	6697
YDL020C	532	13.3947368421	7126
YDL021W	312	3.4391025641	1073
YDL022W	392	77.3469387755	30320
YDL025C	621	2.68599033816	1668
YDL027C	421	2.18527315914	920
YDL028C	765	3.0091503268	2302
YDL030W	531	3.79284369115	2014
YDL031W	996	17.796184739	17725
YDL033C	418	1.40909090909	589
YDL036C	463	4.28509719222	1984
YDL040C	855	27.2538011696	23302
YDL042C	563	5.8809946714	3311
YDL043C	267	10.5692883895	2822
YDL044C	441	3.43764172336	1516
YDL045C	307	5.64169381107	1732
YDL045W-A	96	31.3645833333	3011
YDL046W	174	57.4597701149	9998
YDL047W	312	19.6698717949	6137
YDL051W	276	95.0144927536	26224
YDL052C	304	29.2335526316	8887
YDL053C	186	32.3387096774	6015
YDL054C	487	4.5112936345	2197
YDL055C	362	568.113259669	205657
YDL056W	834	3.91127098321	3262
YDL057W	329	2.80547112462	923
YDL058W	1791	5.18537130095	9287
YDL060W	789	16.9036755387	13337
YDL063C	621	14.3333333333	8901
YDL065C	343	19.2740524781	6611
YDL066W	429	91.9603729604	39451
YDL067C	60	96.1666666667	5770
YDL069C	230	1.85652173913	427
YDL070W	639	14.3693270736	9182
YDL072C	204	48.1176470588	9816
YDL073W	985	1.5614213198	1538
YDL074C	701	9.89300998573	6935
YDL076C	295	8.25762711864	2436
YDL077C	1050	1.79619047619	1886
YDL078C	344	42.9622093023	14779
YDL080C	610	1.30655737705	797
YDL084W	447	216.33557047	96702
YDL085C-A	69	52.6956521739	3636
YDL086W	274	27.7664233577	7608
YDL087C	262	4.45801526718	1168
YDL088C	529	9.12287334594	4826
YDL089W	485	3.0412371134	1475
YDL090C	432	4.47453703704	1933
YDL091C	456	2.16885964912	989
YDL092W	147	46.1224489796	6780
YDL093W	744	4.69892473118	3496
YDL095W	818	38.5501222494	31534
YDL097C	435	61.7517241379	26862
YDL098C	195	6.75384615385	1317
YDL099W	342	22.6812865497	7757
YDL100C	355	124.166197183	44079
YDL101C	514	5.48443579767	2819
YDL102W	1098	6.37978142077	7005
YDL103C	478	28.3912133891	13571
YDL105W	403	2.45905707196	991
YDL107W	352	2.18181818182	768
YDL110C	151	13.4370860927	2029
YDL111C	266	18.7819548872	4996
YDL112W	1437	6.91162143354	9932
YDL113C	641	3.3135725429	2124
YDL116W	727	8.19119669876	5955
YDL117W	886	4.32167042889	3829
YDL119C	308	3.16883116883	976
YDL120W	175	26.8685714286	4702
YDL121C	150	38.2666666667	5740
YDL122W	810	9.09259259259	7365
YDL123W	141	11.2340425532	1584
YDL124W	313	60.6709265176	18990
YDL126C	836	168.104066986	140535
YDL127W	309	6.23300970874	1926
YDL128W	412	21.3009708738	8776
YDL129W	292	3.3904109589	990
YDL130W-A	87	29.9655172414	2607
YDL132W	816	11.25	9180
YDL133W	438	3.23515981735	1417
YDL135C	203	51.5073891626	10456
YDL139C	224	3.67410714286	823
YDL140C	1734	22.3633217993	38778
YDL141W	691	7.85672937771	5429
YDL142C	284	4.36971830986	1241
YDL143W	529	64.3894139887	34062
YDL144C	357	10.0224089636	3578
YDL145C	1202	26.7953410982	32208
YDL146W	492	1.90447154472	937
YDL147W	446	59.6412556054	26600
YDL148C	811	21.0283600493	17054
YDL150W	423	14.5744680851	6165
YDL153C	611	26.4238952537	16145
YDL155W	428	6.89252336449	2950
YDL156W	523	2.94455066922	1540
YDL157C	119	69.6050420168	8283
YDL159W	516	4.13953488372	2136
YDL160C	507	73.4871794872	37258
YDL160C-A	81	18.1481481481	1470
YDL164C	756	6.6164021164	5002
YDL165W	192	27.4114583333	5263
YDL166C	198	31.6818181818	6273
YDL167C	720	8.81388888889	6346
YDL168W	387	44.2428940568	17122
YDL170W	529	2.16446124764	1145
YDL171C	2146	11.1691519105	23969
YDL174C	588	5.24149659864	3082
YDL175C	345	7.34202898551	2533
YDL176W	709	1.12129760226	795
YDL177C	171	3.80116959064	650
YDL178W	531	10.1920903955	5412
YDL179W	305	7.25245901639	2212
YDL180W	548	1.95802919708	1073
YDL181W	86	8.76744186047	754
YDL183C	321	1.29595015576	416
YDL185W	1072	207.192164179	222110
YDL189W	458	9.53493449782	4367
YDL190C	962	9.13513513514	8788
YDL193W	376	16.1595744681	6076
YDL195W	1274	34.6405023548	44132
YDL197C	526	1.33840304183	704
YDL198C	301	19.1395348837	5761
YDL200C	189	5.92592592593	1120
YDL201W	287	34.3554006969	9860
YDL202W	250	11.576	2894
YDL203C	624	4.30448717949	2686
YDL205C	328	14.8506097561	4871
YDL207W	539	5.51020408163	2970
YDL208W	157	172.089171975	27018
YDL209C	340	3.49117647059	1187
YDL211C	373	1.15549597855	431
YDL212W	211	63.1753554502	13330
YDL213C	226	44.2079646018	9991
YDL215C	1093	3.75022872827	4099
YDL216C	441	1.2947845805	571
YDL217C	208	15.9951923077	3327
YDL220C	925	1.10810810811	1025
YDL224C	650	6.34769230769	4126
YDL225W	552	18.9981884058	10487
YDL226C	353	56.3739376771	19900
YDL227C	587	17.3424190801	10180
YDL230W	336	4.625	1554
YDL232W	37	98.2432432432	3635
YDL233W	459	3.47712418301	1596
YDL234C	747	2.96385542169	2214
YDL235C	168	35.0833333333	5894
YDL236W	313	43.5399361022	13628
YDL237W	391	13.5115089514	5283
YDL240W	1018	1.67583497053	1706
YDL241W	124	13.2096774194	1638
YDR001C	752	7.83377659574	5891
YDR002W	202	338.272277228	68331
YDR003W	211	6.67772511848	1409
YDR004W	461	1.40130151844	646
YDR006C	902	5.09090909091	4592
YDR007W	225	11.8666666667	2670
YDR011W	1502	11.2403462051	16883
YDR013W	209	7.51196172249	1570
YDR014W	648	1.64351851852	1065
YDR016C	95	17.1052631579	1625
YDR017C	1051	5.29590865842	5566
YDR019C	401	20.187032419	8095
YDR020C	233	7.12875536481	1661
YDR021W	400	6.1325	2453
YDR022C	197	3.55837563452	701
YDR023W	463	234.714902808	108673
YDR027C	890	2.78314606742	2477
YDR028C	1015	11.4266009852	11598
YDR031W	122	8.56557377049	1045
YDR032C	199	113.055276382	22498
YDR034C	791	4.25031605563	3362
YDR035W	371	45.5876010782	16913
YDR036C	501	11.0339321357	5528
YDR037W	592	237.633445946	140679
YDR041W	204	14.0882352941	2874
YDR043C	232	4.90517241379	1138
YDR044W	329	29.4772036474	9698
YDR045C	111	34.3513513514	3813
YDR046C	605	14.1520661157	8562
YDR047W	363	14.5537190083	5283
YDR049W	633	5.27646129542	3340
YDR050C	249	2728.9437751	679507
YDR051C	335	11.6	3886
YDR052C	705	4.57021276596	3222
YDR054C	296	28.6216216216	8472
YDR055W	445	35.2539325843	15688
YDR056C	206	30.3300970874	6248
YDR057W	543	4.35359116022	2364
YDR058C	327	1.90214067278	622
YDR060W	1026	24.4541910331	25090
YDR061W	540	4.18703703704	2261
YDR062W	562	23.5765124555	13250
YDR063W	150	28.7666666667	4315
YDR065W	366	1.29234972678	473
YDR066C	197	3.1116751269	613
YDR067C	225	4.59111111111	1033
YDR068W	311	15.575562701	4844
YDR069C	927	1.9309600863	1790
YDR070C	94	1.24468085106	117
YDR071C	192	108.848958333	20899
YDR072C	528	8.75378787879	4622
YDR074W	897	9.7525083612	8748
YDR075W	309	7.22977346278	2234
YDR076W	407	1.02457002457	417
YDR078C	224	1.73214285714	388
YDR079C-A	73	18.7671232877	1370
YDR079W	112	13.7589285714	1541
YDR081C	926	2.83585313175	2626
YDR083W	393	19.9185750636	7828
YDR084C	200	19.2	3840
YDR086C	81	283.950617284	23000
YDR087C	279	39.6272401434	11056
YDR088C	383	4.78067885117	1831
YDR089W	870	4.73218390805	4117
YDR090C	311	4.98713826367	1551
YDR091C	609	42.789819376	26059
YDR096W	895	2.41117318436	2158
YDR097C	1243	6.76991150442	8415
YDR098C	251	77.171314741	19370
YDR100W	144	35.2152777778	5071
YDR101C	594	31.1161616162	18483
YDR103W	918	4.13725490196	3798
YDR105C	474	6.21308016878	2945
YDR107C	673	3.25705794948	2192
YDR108W	699	2.31616595136	1619
YDR109C	716	1.95251396648	1398
YDR110W	567	5.55379188713	3149
YDR111C	508	3.84645669291	1954
YDR113C	374	9.52139037433	3561
YDR115W	106	30.2075471698	3202
YDR116C	286	10.9230769231	3124
YDR117C	566	11.3374558304	6417
YDR119W	769	15.8465539662	12186
YDR120C	571	22.6619964974	12940
YDR121W	197	22.7817258883	4488
YDR122W	1065	4.53990610329	4835
YDR123C	305	3.69508196721	1127
YDR127W	1589	24.59030837	39074
YDR128W	1149	1.77110530896	2035
YDR130C	292	5.96232876712	1741
YDR131C	557	1.25673249551	700
YDR132C	496	1.58064516129	784
YDR135C	1516	6.94656992084	10531
YDR137W	664	2.52108433735	1674
YDR138W	753	3.73705179283	2814
YDR140W	222	11.0990990991	2464
YDR141C	1699	3.94938198941	6710
YDR142C	376	2.0	752
YDR143C	611	8.6317512275	5274
YDR144C	597	14.2361809045	8499
YDR146C	710	9.32816901408	6623
YDR147W	535	4.79813084112	2567
YDR148C	464	32.7004310345	15173
YDR151C	326	14.6104294479	4763
YDR152W	266	33.4285714286	8892
YDR153C	412	20.5339805825	8460
YDR158W	366	199.879781421	73156
YDR159W	1302	1.58371735791	2062
YDR161W	388	28.8427835052	11191
YDR162C	237	11.1392405063	2640
YDR163W	176	11.2215909091	1975
YDR164C	725	4.10896551724	2979
YDR165W	445	27.191011236	12100
YDR166C	972	4.65329218107	4523
YDR167W	207	23.8019323671	4927
YDR168W	507	45.2169625247	22925
YDR169C	514	6.74902723735	3469
YDR171W	376	7.47872340426	2812
YDR172W	686	104.06122449	71386
YDR175C	320	11.484375	3675
YDR176W	703	5.68563300142	3997
YDR177W	216	62.837962963	13573
YDR178W	182	18.2142857143	3315
YDR179C	163	5.83435582822	951
YDR179W-A	464	1.91163793103	887
YDR180W	1494	2.16131191432	3229
YDR181C	482	2.70331950207	1303
YDR182W	492	10.262195122	5049
YDR183W	231	7.78787878788	1799
YDR185C	180	1.61666666667	291
YDR188W	547	67.4241316271	36881
YDR189W	667	15.8020989505	10540
YDR190C	464	51.2025862069	23758
YDR191W	371	2.73315363881	1014
YDR192C	431	9.54292343387	4113
YDR194C	665	13.2135338346	8787
YDR195W	534	6.35767790262	3395
YDR196C	242	10.1652892562	2460
YDR197W	390	2.40512820513	938
YDR198C	480	3.05208333333	1465
YDR200C	605	2.96859504132	1796
YDR201W	166	12.3975903614	2058
YDR202C	352	5.22727272727	1840
YDR204W	336	7.53869047619	2533
YDR205W	725	2.72413793103	1975
YDR206W	885	3.54689265537	3139
YDR207C	837	4.42532855436	3704
YDR208W	780	7.50128205128	5851
YDR211W	713	21.8709677419	15594
YDR212W	560	67.0053571429	37523
YDR213W	914	3.5579868709	3252
YDR214W	351	68.7578347578	24134
YDR216W	1324	1.41012084592	1867
YDR217C	1310	3.08091603053	4036
YDR219C	466	4.15450643777	1936
YDR221W	703	5.92603129445	4166
YDR222W	416	5.09134615385	2118
YDR226W	223	550.721973094	122811
YDR227W	1359	2.53274466519	3442
YDR229W	454	6.23568281938	2831
YDR231C	206	7.51941747573	1549
YDR232W	549	31.1948998179	17126
YDR233C	296	162.97972973	48242
YDR234W	694	10.9193083573	7578
YDR235W	545	3.24220183486	1767
YDR236C	219	7.73059360731	1693
YDR237W	293	11.3788395904	3334
YDR238C	974	34.3993839836	33505
YDR239C	788	4.1154822335	3243
YDR240C	493	3.60040567951	1775
YDR243C	589	3.79456706282	2235
YDR244W	613	6.53996737357	4009
YDR245W	394	16.2994923858	6422
YDR246W	220	9.32272727273	2051
YDR248C	194	11.587628866	2248
YDR249C	374	1.56417112299	585
YDR251W	831	4.46931407942	3714
