Gene	Length(codons)	Average reads (per codon)	Sum of reads
YDL178W	531	9.66101694915	5130
YDL179W	305	6.45901639344	1970
YDL180W	548	1.84489051095	1011
YDL181W	86	8.63953488372	743
YDL183C	321	1.33333333333	428
YDL185W	1072	189.901119403	203574
YDL189W	458	8.57860262009	3929
YDL190C	962	8.61226611227	8285
YDL193W	376	14.3590425532	5399
YDL195W	1274	31.6860282575	40368
YDL197C	526	1.14448669202	602
YDL198C	301	18.196013289	5477
YDL200C	189	5.86243386243	1108
YDL201W	287	29.6236933798	8502
YDL202W	250	11.08	2770
YDL203C	624	3.91025641026	2440
YDL205C	328	13.4329268293	4406
YDL207W	539	4.73469387755	2552
YDL208W	157	151.929936306	23853
YDL209C	340	3.36176470588	1143
YDL211C	373	1.09651474531	409
YDL212W	211	56.0805687204	11833
YDL213C	226	41.0132743363	9269
YDL215C	1093	3.72827081427	4075
YDL216C	441	1.14512471655	505
YDL217C	208	14.5961538462	3036
YDL224C	650	6.31076923077	4102
YDL225W	552	17.1539855072	9469
YDL226C	353	51.0	18003
YDL227C	587	15.7666098807	9255
YDL230W	336	4.22023809524	1418
YDL232W	37	88.2972972973	3267
YDL233W	459	3.33769063181	1532
YDL234C	747	2.87684069612	2149
YDL235C	168	32.5476190476	5468
YDL236W	313	38.8274760383	12153
YDL237W	391	12.8388746803	5020
YDL240W	1018	1.61886051081	1648
YDL241W	124	11.7338709677	1455
YDR002W	202	320.103960396	64661
YDR003W	211	6.25118483412	1319
YDR004W	461	1.38828633406	640
YDR006C	902	4.52549889135	4082
YDR007W	225	10.9511111111	2464
YDR011W	1502	11.1398135819	16732
YDR013W	209	6.92822966507	1448
YDR014W	648	1.56018518519	1011
YDR016C	95	17.3368421053	1647
YDR017C	1051	4.7840152236	5028
YDR019C	401	18.7481296758	7518
YDR020C	233	5.95708154506	1388
YDR021W	400	5.325	2130
YDR022C	197	3.60913705584	711
YDR023W	463	219.90712743	101817
YDR027C	890	2.81685393258	2507
YDR028C	1015	10.6246305419	10784
YDR031W	122	9.63114754098	1175
YDR032C	199	106.653266332	21224
YDR034C	791	4.12768647282	3265
YDR035W	371	41.9137466307	15550
YDR036C	501	10.4331337325	5227
YDR037W	592	215.797297297	127752
YDR041W	204	13.9019607843	2836
YDR043C	232	4.41379310345	1024
YDR044W	329	29.717325228	9777
YDR045C	111	31.8468468468	3535
YDR046C	605	13.294214876	8043
YDR047W	363	12.9834710744	4713
YDR049W	633	4.90363349131	3104
YDR050C	249	2515.3253012	626316
YDR051C	335	10.2328358209	3428
YDR052C	705	4.18581560284	2951
YDR054C	296	26.0067567568	7698
YDR055W	445	33.9168539326	15093
YDR056C	206	27.6990291262	5706
YDR057W	543	3.97790055249	2160
YDR058C	327	1.7370030581	568
YDR060W	1026	22.2709551657	22850
YDR061W	540	4.35925925926	2354
YDR062W	562	22.0106761566	12370
YDR063W	150	26.88	4032
YDR065W	366	1.33879781421	490
YDR066C	197	2.8730964467	566
YDR067C	225	4.30666666667	969
YDR068W	311	13.61414791	4234
YDR071C	192	99.6875	19140
YDR072C	528	8.13446969697	4295
YDR074W	897	9.3121516165	8353
YDR075W	309	6.4854368932	2004
YDR076W	407	1.07125307125	436
YDR078C	224	1.66964285714	374
YDR079C-A	73	17.4520547945	1274
YDR079W	112	13.8839285714	1555
YDR081C	926	2.71274298056	2512
YDR083W	393	18.0	7074
YDR084C	200	17.66	3532
YDR086C	81	267.75308642	21688
YDR087C	279	35.8637992832	10006
YDR088C	383	4.57441253264	1752
YDR089W	870	4.35862068966	3792
YDR090C	311	4.57877813505	1424
YDR091C	609	40.5599343186	24701
YDR096W	895	2.19441340782	1964
YDR097C	1243	5.89702333065	7330
YDR098C	251	69.7171314741	17499
YDR100W	144	32.1458333333	4629
YDR101C	594	27.1734006734	16141
YDR103W	918	3.62962962963	3332
YDR105C	474	5.80801687764	2753
YDR107C	673	3.15601783061	2124
YDR108W	699	2.12589413448	1486
YDR109C	716	1.67877094972	1202
YDR110W	567	5.12522045855	2906
YDR111C	508	3.42913385827	1742
YDR113C	374	8.5	3179
YDR115W	106	26.6603773585	2826
YDR116C	286	10.6503496503	3046
YDR117C	566	10.0954063604	5714
YDR119W	769	14.5370611183	11179
YDR120C	571	20.7460595447	11846
YDR121W	197	20.2944162437	3998
YDR122W	1065	4.34366197183	4626
YDR123C	305	3.33442622951	1017
YDR127W	1589	23.2794210195	36991
YDR128W	1149	1.60313315927	1842
YDR130C	292	5.67465753425	1657
YDR131C	557	1.2118491921	675
YDR132C	496	1.55443548387	771
YDR135C	1516	6.7407651715	10219
YDR137W	664	2.43975903614	1620
YDR138W	753	3.5630810093	2683
YDR140W	222	10.4009009009	2309
YDR141C	1699	3.93937610359	6693
YDR142C	376	1.89361702128	712
YDR143C	611	7.33715220949	4483
YDR144C	597	13.3450586265	7967
YDR146C	710	8.58450704225	6095
YDR147W	535	4.46542056075	2389
YDR148C	464	30.6637931034	14228
YDR151C	326	13.5797546012	4427
YDR152W	266	28.3834586466	7550
YDR153C	412	18.6019417476	7664
YDR158W	366	183.418032787	67131
YDR159W	1302	1.53225806452	1995
YDR161W	388	25.9201030928	10057
YDR162C	237	10.2320675105	2425
YDR163W	176	9.53409090909	1678
YDR164C	725	3.74896551724	2718
YDR165W	445	24.0134831461	10686
YDR166C	972	4.28806584362	4168
YDR167W	207	22.8309178744	4726
YDR168W	507	42.5424063116	21569
YDR169C	514	5.71595330739	2938
YDR171W	376	8.22340425532	3092
YDR172W	686	93.3921282799	64067
YDR175C	320	11.56875	3702
YDR176W	703	5.23044096728	3677
YDR177W	216	58.4583333333	12627
YDR178W	182	18.7362637363	3410
YDR179C	163	5.69325153374	928
YDR179W-A	464	1.72844827586	802
YDR180W	1494	2.02208835341	3021
YDR181C	482	2.30705394191	1112
YDR182W	492	9.2906504065	4571
YDR183W	231	7.00865800866	1619
YDR185C	180	1.28888888889	232
YDR188W	547	61.0475319927	33393
YDR189W	667	14.4482758621	9637
YDR190C	464	46.6228448276	21633
YDR191W	371	2.54986522911	946
YDR192C	431	8.45011600928	3642
YDR194C	665	12.637593985	8404
YDR195W	534	5.98689138577	3197
YDR196C	242	9.59090909091	2321
YDR198C	480	3.09375	1485
YDR200C	605	2.64628099174	1601
YDR201W	166	11.2048192771	1860
YDR202C	352	4.78693181818	1685
YDR204W	336	7.34226190476	2467
YDR205W	725	2.44137931034	1770
YDR206W	885	3.48926553672	3088
YDR207C	837	4.07765830346	3413
YDR208W	780	6.82435897436	5323
YDR211W	713	20.3380084151	14501
YDR212W	560	63.675	35658
YDR213W	914	3.28446389497	3002
YDR214W	351	67.2934472934	23620
YDR216W	1324	1.26963746224	1681
YDR217C	1310	2.79007633588	3655
YDR219C	466	3.99785407725	1863
YDR221W	703	5.47083926031	3846
YDR222W	416	5.11057692308	2126
YDR226W	223	502.201793722	111991
YDR227W	1359	2.25607064018	3066
YDR229W	454	6.18942731278	2810
YDR231C	206	7.42233009709	1529
YDR232W	549	29.335154827	16105
YDR233C	296	149.442567568	44235
YDR234W	694	10.5331412104	7310
YDR235W	545	3.16880733945	1727
YDR236C	219	6.88584474886	1508
YDR237W	293	10.9385665529	3205
YDR238C	974	32.5308008214	31685
YDR239C	788	3.65862944162	2883
YDR240C	493	3.22920892495	1592
YDR243C	589	3.47198641766	2045
YDR244W	613	6.05383360522	3711
YDR245W	394	14.9060913706	5873
YDR246W	220	8.82272727273	1941
YDR248C	194	9.5824742268	1859
YDR249C	374	1.37700534759	515
YDR251W	831	4.15403128761	3452
YDR254W	459	1.93464052288	888
YDR255C	422	1.90758293839	805
YDR257C	495	7.14545454545	3537
YDR258C	812	13.2068965517	10724
YDR259C	384	1.0	384
YDR260C	171	8.80701754386	1506
YDR261C	563	9.8134991119	5525
YDR262W	273	9.68131868132	2643
YDR264C	765	17.0339869281	13031
YDR265W	338	2.10355029586	711
YDR266C	640	11.88125	7604
YDR267C	331	7.64048338369	2529
YDR268W	380	3.70526315789	1408
YDR270W	1005	3.35621890547	3373
YDR276C	56	452.25	25326
YDR277C	434	1.03225806452	448
