Gene	Length(codons)	Average reads (per codon)	Sum of reads
YBL022C	1134	13.8633156966	15721
YBL023C	869	5.91944764097	5144
YBL024W	685	34.6248175182	23718
YBL025W	146	7.28082191781	1063
YBL028C	107	69.0	7383
YBL029C-A	95	6.18947368421	588
YBL030C	319	120.990595611	38596
YBL031W	339	2.33923303835	793
YBL032W	382	36.997382199	14133
YBL033C	346	10.0289017341	3470
YBL034C	1514	1.93527080581	2930
YBL035C	706	5.73937677054	4052
YBL036C	258	29.9341085271	7723
YBL037W	1026	2.53801169591	2604
YBL038W	233	10.2660944206	2392
YBL039W-B	60	1.5	90
YBL041W	242	74.6983471074	18077
YBL042C	640	10.365625	6634
YBL045C	458	21.0502183406	9641
YBL046W	442	4.49547511312	1987
YBL047C	1382	21.9421128799	30324
YBL051C	669	14.4035874439	9636
YBL054W	526	7.98098859316	4198
YBL055C	419	5.90453460621	2474
YBL056W	469	19.0511727079	8935
YBL057C	209	13.985645933	2923
YBL058W	424	39.9433962264	16936
YBL060W	688	1.52325581395	1048
YBL061C	697	6.59253945481	4595
YBL063W	1112	1.26079136691	1402
YBL064C	262	13.606870229	3565
YBL067C	748	3.29411764706	2464
YBL068W	327	21.3547400612	6983
YBL071W-A	83	44.7951807229	3718
YBL074C	356	2.47752808989	882
YBL076C	1073	77.6150978565	83281
YBL078C	118	7.65254237288	903
YBL079W	1503	4.20425815037	6319
YBL086C	467	2.80085653105	1308
YBL089W	460	2.09782608696	965
YBL090W	178	11.1516853933	1985
YBL091C	422	36.1516587678	15256
YBL092W	131	2204.0	288724
YBL093C	221	16.6787330317	3686
YBL095W	271	1.50922509225	409
YBL097W	755	1.79337748344	1354
YBL098W	461	5.0021691974	2306
YBL099W	546	89.793040293	49027
YBL101C	1118	2.228980322	2492
YBL102W	216	17.3055555556	3738
YBL103C	487	4.16427104723	2028
YBL104C	1039	1.74494706449	1813
YBL105C	1152	3.23003472222	3721
YBL106C	1011	0.885262116716	895
YBL107C	197	7.18274111675	1415
YBR002C	287	7.26132404181	2084
YBR003W	474	3.63291139241	1722
YBR004C	434	3.27649769585	1422
YBR005W	214	3.10747663551	665
YBR006W	498	2.18072289157	1086
YBR007C	737	1.92944369064	1422
YBR011C	288	585.583333333	168648
YBR012C	140	2.70714285714	379
YBR013C	130	3.73076923077	485
YBR014C	204	16.6225490196	3391
YBR015C	598	13.8913043478	8307
YBR021W	634	1.69242902208	1073
YBR022W	178	7.0	1246
YBR023C	1166	4.28216123499	4993
YBR024W	302	2.84105960265	858
YBR025C	395	248.060759494	97984
YBR026C	381	15.0472440945	5733
YBR028C	526	4.00380228137	2106
YBR029C	458	10.9454148472	5013
YBR030W	553	2.98372513562	1650
YBR034C	349	31.9083094556	11136
YBR035C	229	46.0087336245	10536
YBR036C	411	17.3454987835	7129
YBR037C	296	4.67905405405	1385
YBR038W	964	8.1877593361	7893
YBR039W	312	48.1442307692	15021
YBR041W	670	5.01940298507	3363
YBR042C	398	5.49497487437	2187
YBR044C	573	1.3664921466	783
YBR046C	335	10.6	3551
YBR047W	176	3.30113636364	581
YBR049C	811	13.9531442663	11316
YBR052C	211	29.9146919431	6312
YBR053C	359	10.1922005571	3659
YBR055C	900	2.33333333333	2100
YBR056W	502	7.56772908367	3799
YBR056W-A	67	2.59701492537	174
YBR057C	367	6.71117166213	2463
YBR058C	782	8.16368286445	6384
YBR058C-A	81	51.3827160494	4162
YBR059C	1109	5.03606853021	5585
YBR060C	621	4.0692431562	2527
YBR061C	311	16.845659164	5239
YBR065C	365	3.69315068493	1348
YBR066C	221	8.7149321267	1926
YBR067C	211	152.156398104	32105
YBR068C	610	23.4655737705	14314
YBR069C	620	23.5709677419	14614
YBR070C	238	4.55882352941	1085
YBR071W	212	15.0235849057	3185
YBR072W	215	6.28372093023	1351
YBR073W	959	5.91762252346	5675
YBR074W	977	4.92016376663	4807
YBR077C	163	15.6993865031	2559
YBR079C	965	42.1067357513	40633
YBR080C	759	19.9604743083	15150
YBR081C	1333	2.4928732183	3323
YBR083W	487	7.95482546201	3874
YBR084W	976	21.5901639344	21072
YBR085C-A	86	48.511627907	4172
YBR086C	947	10.3041182682	9758
YBR087W	355	12.0732394366	4286
YBR088C	259	51.3127413127	13290
YBR091C	110	14.0727272727	1548
YBR094W	754	5.29575596817	3993
YBR095C	431	4.70997679814	2030
YBR096W	231	21.9264069264	5065
YBR098W	692	0.986994219653	683
YBR101C	291	36.6666666667	10670
YBR102C	754	4.46551724138	3367
YBR103W	536	3.47014925373	1860
YBR104W	330	11.3151515152	3734
YBR105C	363	3.0523415978	1108
YBR106W	189	265.317460317	50145
YBR109C	148	204.405405405	30252
YBR110W	450	5.17333333333	2328
YBR111C	232	42.7284482759	9913
YBR114W	791	1.12515802781	890
YBR115C	1393	16.8650394831	23493
YBR120C	163	6.93251533742	1130
YBR122C	178	14.8539325843	2644
YBR123C	650	3.64769230769	2371
YBR125C	394	5.02538071066	1980
YBR126C	496	32.2197580645	15981
YBR127C	518	173.444015444	89844
YBR129C	329	4.65653495441	1532
YBR130C	426	9.59624413146	4088
YBR131W	705	1.0780141844	760
YBR132C	597	1.82412060302	1089
YBR133C	828	3.0229468599	2503
YBR137W	180	17.3888888889	3130
YBR138C	525	2.18095238095	1145
YBR139W	509	7.94106090373	4042
YBR140C	3093	0.991593921759	3067
YBR141C	338	4.0650887574	1374
YBR142W	774	11.5	8901
YBR143C	438	91.5776255708	40111
YBR146W	279	11.3440860215	3165
YBR149W	345	38.8144927536	13391
YBR151W	317	11.1735015773	3542
YBR152W	292	2.69178082192	786
YBR153W	245	2.82040816327	691
YBR154C	216	74.4953703704	16091
YBR155W	386	18.1398963731	7002
YBR156C	699	1.61516452074	1129
YBR157C	256	3.8671875	990
YBR158W	550	11.1181818182	6115
YBR159W	348	29.5201149425	10273
YBR160W	299	16.5685618729	4954
YBR161W	377	2.54376657825	959
YBR162C	456	93.4320175439	42605
YBR162W-A	66	94.5606060606	6241
YBR164C	184	38.2717391304	7042
YBR165W	278	4.93165467626	1371
YBR166C	453	8.99116997792	4073
YBR167C	141	7.15602836879	1009
YBR170C	581	9.58864027539	5571
YBR171W	207	22.9903381643	4759
YBR172C	741	7.87719298246	5837
YBR173C	149	64.744966443	9647
YBR175W	316	3.93037974684	1242
YBR176W	313	7.07987220447	2216
YBR177C	452	12.2743362832	5548
YBR179C	856	2.71845794393	2327
YBR183W	317	1.02208201893	324
YBR185C	279	4.97491039427	1388
YBR187W	281	29.0213523132	8155
YBR188C	141	9.58156028369	1351
YBR191W-A	25	2.76	69
YBR192W	378	4.96296296296	1876
YBR193C	224	8.14732142857	1825
YBR194W	124	4.57258064516	567
YBR195C	423	3.99290780142	1689
YBR196C	555	624.117117117	346385
YBR197C	218	5.55504587156	1211
YBR198C	799	8.00125156446	6393
YBR199W	465	10.9784946237	5105
YBR200W	552	5.49094202899	3031
YBR201C-A	68	1.94117647059	132
YBR201W	212	3.27830188679	695
YBR204C	376	3.13563829787	1179
YBR207W	466	7.26394849785	3385
YBR210W	143	8.70629370629	1245
YBR211C	325	4.0	1300
YBR213W	275	4.00727272727	1102
YBR214W	528	4.14583333333	2189
YBR216C	675	3.58962962963	2423
YBR217W	187	1.79679144385	336
YBR221C	367	101.291553134	37174
YBR222C	544	17.0808823529	9292
YBR227C	521	5.4472168906	2838
YBR228W	305	1.19016393443	363
YBR229C	955	5.6554973822	5401
YBR230W-A	67	10.6268656716	712
YBR231C	304	4.36513157895	1327
YBR233W	414	5.41787439614	2243
YBR233W-A	95	12.0736842105	1147
YBR234C	385	36.5376623377	14067
YBR235W	1121	1.23639607493	1386
YBR236C	437	8.04576659039	3516
YBR237W	850	1.10352941176	938
YBR238C	732	3.96038251366	2899
YBR239C	530	1.23773584906	656
YBR241C	489	1.8036809816	882
YBR242W	239	12.870292887	3076
YBR243C	449	5.69710467706	2558
YBR244W	163	40.5398773006	6608
YBR245C	1130	10.1548672566	11475
YBR246W	388	5.66494845361	2198
YBR247C	484	21.9628099174	10630
YBR248C	553	17.9746835443	9940
YBR249C	371	148.051212938	54927
YBR251W	308	8.14935064935	2510
YBR252W	148	59.7905405405	8849
YBR253W	122	8.89344262295	1085
YBR254C	176	9.73295454545	1713
YBR255W	695	1.10071942446	765
YBR256C	239	13.3807531381	3198
YBR257W	280	5.81071428571	1627
YBR258C	143	3.98601398601	570
YBR260C	667	4.63268365817	3090
YBR261C	233	30.7768240343	7171
YBR262C	107	11.4392523364	1224
YBR263W	491	59.5254582485	29227
YBR264C	200	8.32	1664
YBR265W	321	13.3271028037	4278
YBR267W	394	17.9873096447	7087
YBR268W	106	20.2735849057	2149
YBR269C	139	20.6258992806	2867
YBR271W	420	5.46666666667	2296
YBR272C	481	4.67567567568	2249
YBR273C	437	9.92219679634	4336
YBR274W	528	2.25	1188
YBR275C	1917	1.28169014085	2457
YBR276C	808	1.12376237624	908
YBR278W	202	5.37623762376	1086
YBR279W	446	11.8968609865	5306
YBR280C	638	1.16771159875	745
YBR281C	879	4.42093287827	3886
YBR282W	147	14.4421768707	2123
YBR283C	491	49.1955193483	24155
YBR286W	538	133.503717472	71825
YBR287W	428	9.28271028037	3973
YBR288C	484	7.9132231405	3830
YBR290W	322	7.60869565217	2450
YBR291C	300	4.09	1227
YBR296C	575	4.58260869565	2635
YCL001W	189	33.9788359788	6422
YCL005W	257	2.77042801556	712
YCL008C	386	4.63471502591	1789
YCL009C	310	107.125806452	33209
YCL010C	260	6.28076923077	1633
YCL011C	428	25.0654205607	10728
YCL014W	1637	2.42028100183	3962
YCL016C	381	2.87401574803	1095
YCL017C	498	22.2409638554	11076
YCL024W	1038	1.18497109827	1230
YCL026C-B	194	7.09278350515	1376
YCL027W	513	1.13450292398	582
YCL029C	441	5.31746031746	2345
YCL030C	800	34.75	27800
YCL031C	298	18.5738255034	5535
YCL032W	347	3.66570605187	1272
YCL033C	169	17.3550295858	2933
YCL034W	355	15.6873239437	5569
YCL035C	111	86.6576576577	9619
YCL036W	567	2.62433862434	1488
YCL037C	435	131.452873563	57182
YCL038C	529	2.11153119093	1117
YCL039W	746	1.97319034853	1472
YCL044C	418	6.03349282297	2522
YCL045C	761	19.2155059133	14623
YCL047C	259	6.05405405405	1568
YCL050C	322	121.375776398	39083
YCL051W	584	2.33904109589	1366
YCL052C	417	3.60191846523	1502
YCL054W	842	12.5403800475	10559
YCL054W-A	29	8.37931034483	243
YCL055W	336	6.94345238095	2333
YCL056C	145	1.82068965517	264
YCL057C-A	98	68.1224489796	6676
YCL057W	713	18.507713885	13196
YCL058W-A	114	16.8245614035	1918
YCL059C	317	40.5425867508	12852
YCL061C	1097	2.56608933455	2815
YCL063W	424	4.08490566038	1732
YCL064C	361	123.96398892	44751
YCR002C	323	27.8328173375	8990
YCR003W	184	9.90760869565	1823
YCR004C	248	64.7903225806	16068
YCR005C	461	29.6052060738	13648
YCR008W	604	5.44536423841	3289
YCR009C	266	40.2481203008	10706
YCR011C	1050	7.24285714286	7605
YCR012W	417	2983.69784173	1244202
YCR015C	318	2.36163522013	751
YCR016W	291	19.3024054983	5617
YCR017C	954	6.08490566038	5805
YCR018C	222	5.43693693694	1207
YCR019W	364	2.01373626374	733
YCR020C-A	89	20.3146067416	1808
YCR020W-B	79	15.6962025316	1240
YCR023C	612	1.52777777778	935
YCR024C	493	1.0892494929	537
YCR026C	743	3.15881561238	2347
YCR027C	210	4.29047619048	901
YCR028C	513	3.24366471735	1664
YCR030C	871	6.90700344432	6016
YCR033W	1227	2.52241238794	3095
YCR034W	348	50.8074712644	17681
YCR035C	395	11.4708860759	4531
YCR036W	334	10.0479041916	3356
YCR042C	1408	3.17542613636	4471
YCR043C	128	34.3828125	4401
YCR044C	358	6.21508379888	2225
YCR046C	170	17.5235294118	2979
YCR047C	276	17.0398550725	4703
YCR048W	611	8.62520458265	5270
YCR051W	223	38.6098654709	8610
YCR052W	484	13.4276859504	6499
YCR053W	515	150.126213592	77315
YCR054C	564	3.61170212766	2037
YCR057C	924	12.3041125541	11369
YCR059C	259	10.749034749	2784
YCR060W	112	18.4375	2065
YCR061W	632	6.98259493671	4413
YCR063W	158	5.05063291139	798
YCR065W	565	6.74159292035	3809
YCR066W	488	1.26844262295	619
YCR068W	521	1.65834932821	864
YCR069W	319	15.7805642633	5034
YCR071C	147	10.9523809524	1610
YCR072C	516	15.1957364341	7841
YCR073W-A	316	14.5601265823	4601
YCR075C	261	2.87739463602	751
YCR075W-A	76	18.3157894737	1392
YCR076C	251	5.94820717131	1493
YCR077C	797	17.8067754078	14192
YCR081W	1428	1.10084033613	1572
YCR082W	129	31.7209302326	4092
YCR083W	128	18.8515625	2413
YCR084C	714	18.7717086835	13403
YCR086W	191	8.12041884817	1551
YCR087C-A	154	41.3636363636	6370
YCR088W	593	79.1888701518	46959
YCR090C	183	19.6994535519	3605
YCR092C	1019	2.00294406281	2041
YCR093W	2109	6.77477477477	14288
YCR094W	392	7.26275510204	2847
YCR095C	363	3.01652892562	1095
YDL001W	431	3.92575406032	1692
YDL002C	204	11.8676470588	2421
YDL003W	567	6.30864197531	3577
YDL004W	161	67.7701863354	10911
YDL006W	282	6.45744680851	1821
YDL007W	438	47.4200913242	20770
YDL008W	166	10.2951807229	1709
YDL010W	232	8.11637931034	1883
YDL013W	620	2.40967741935	1494
YDL015C	311	52.845659164	16435
YDL017W	508	1.98622047244	1009
YDL018C	226	8.51327433628	1924
YDL019C	1284	3.67990654206	4725
YDL020C	532	10.2406015038	5448
YDL021W	312	1.8108974359	565
YDL022W	392	57.3265306122	22472
YDL025C	621	1.9806763285	1230
YDL027C	421	1.62232779097	683
YDL028C	765	2.12418300654	1625
YDL030W	531	2.80979284369	1492
YDL031W	996	14.5110441767	14453
YDL033C	418	1.12200956938	469
YDL036C	463	3.22894168467	1495
YDL040C	855	22.4222222222	19171
YDL042C	563	4.60213143872	2591
YDL043C	267	8.19101123596	2187
YDL044C	441	2.67573696145	1180
YDL045C	307	4.10423452769	1260
YDL045W-A	96	21.5208333333	2066
YDL046W	174	40.8045977011	7100
YDL047W	312	15.7692307692	4920
YDL051W	276	80.4927536232	22216
YDL052C	304	21.4013157895	6506
YDL053C	186	23.7956989247	4426
YDL054C	487	3.55852156057	1733
YDL055C	362	486.516574586	176119
YDL056W	834	2.93165467626	2445
YDL057W	329	2.20972644377	727
YDL058W	1791	4.5801228364	8203
YDL059C	239	1.88284518828	450
YDL060W	789	14.1368821293	11154
YDL063C	621	11.2334943639	6976
YDL065C	343	14.3032069971	4906
YDL066W	429	74.7529137529	32069
YDL067C	60	73.1	4386
YDL069C	230	1.58695652174	365
YDL070W	639	10.9436619718	6993
YDL072C	204	34.5049019608	7039
YDL073W	985	1.25076142132	1232
YDL074C	701	7.79029957204	5461
YDL076C	295	6.0	1770
YDL077C	1050	1.39714285714	1467
YDL078C	344	33.7151162791	11598
YDL084W	447	176.581655481	78932
YDL085C-A	69	40.2753623188	2779
YDL086W	274	21.5948905109	5917
YDL087C	262	3.62977099237	951
YDL088C	529	7.05860113422	3734
YDL089W	485	2.16494845361	1050
YDL090C	432	3.59027777778	1551
YDL091C	456	1.6798245614	766
YDL092W	147	36.1768707483	5318
YDL093W	744	3.48790322581	2595
YDL095W	818	29.3997555012	24049
YDL097C	435	48.3356321839	21026
YDL098C	195	4.98461538462	972
YDL099W	342	16.567251462	5666
YDL100C	355	101.642253521	36083
YDL101C	514	4.27431906615	2197
YDL102W	1098	5.29690346084	5816
YDL103C	478	22.2552301255	10638
YDL105W	403	1.97518610422	796
YDL107W	352	1.58522727273	558
YDL110C	151	8.83443708609	1334
YDL111C	266	15.5789473684	4144
YDL112W	1437	5.85594989562	8415
YDL113C	641	2.51170046802	1610
YDL116W	727	6.66987620358	4849
YDL117W	886	3.2855530474	2911
YDL119C	308	2.62987012987	810
YDL120W	175	21.8114285714	3817
YDL121C	150	29.5733333333	4436
YDL122W	810	7.31111111111	5922
YDL123W	141	8.18439716312	1154
YDL124W	313	38.6389776358	12094
YDL126C	836	132.866028708	111076
YDL127W	309	4.37540453074	1352
YDL128W	412	16.0266990291	6603
YDL129W	292	2.47602739726	723
YDL130W-A	87	18.0344827586	1569
YDL132W	816	8.94240196078	7297
YDL133W	438	2.44292237443	1070
YDL135C	203	39.7044334975	8060
YDL139C	224	2.79017857143	625
YDL140C	1734	18.2710495963	31682
YDL141W	691	6.37337192475	4404
YDL142C	284	3.08098591549	875
YDL143W	529	54.5311909263	28847
YDL144C	357	8.08683473389	2887
YDL145C	1202	22.0515806988	26506
YDL146W	492	1.4674796748	722
YDL147W	446	46.4372197309	20711
YDL148C	811	17.0394574599	13819
YDL150W	423	11.7399527187	4966
YDL153C	611	20.9869067103	12823
YDL155W	428	5.34579439252	2288
YDL156W	523	2.28298279159	1194
YDL157C	119	52.1092436975	6201
YDL159W	516	3.27325581395	1689
YDL160C	507	58.1183431953	29466
YDL160C-A	81	13.987654321	1133
YDL164C	756	5.22222222222	3948
YDL165W	192	20.375	3912
YDL166C	198	25.904040404	5129
YDL167C	720	7.34444444444	5288
YDL168W	387	36.3772609819	14078
YDL170W	529	1.77693761815	940
YDL171C	2146	12.3089468779	26415
YDL174C	588	3.97108843537	2335
YDL175C	345	5.57101449275	1922
YDL177C	171	2.79532163743	478
YDL178W	531	8.08097928437	4291
YDL179W	305	5.64590163934	1722
YDL180W	548	1.4197080292	778
YDL181W	86	8.6511627907	744
YDL185W	1072	163.577425373	175355
YDL189W	458	7.20305676856	3299
YDL190C	962	6.9553014553	6691
YDL193W	376	11.6382978723	4376
YDL195W	1274	27.4293563579	34945
YDL197C	526	0.942965779468	496
YDL198C	301	14.9102990033	4488
YDL200C	189	4.47619047619	846
YDL201W	287	26.9930313589	7747
YDL202W	250	7.884	1971
YDL203C	624	3.33012820513	2078
YDL205C	328	12.368902439	4057
YDL207W	539	3.96846011132	2139
YDL208W	157	146.108280255	22939
YDL209C	340	2.84411764706	967
YDL212W	211	48.2511848341	10181
YDL213C	226	34.2610619469	7743
YDL215C	1093	2.56907593779	2808
YDL216C	441	1.03174603175	455
YDL217C	208	10.9471153846	2277
YDL224C	650	5.21076923077	3387
YDL225W	552	14.3007246377	7894
YDL226C	353	44.3172804533	15644
YDL227C	587	14.339011925	8417
YDL230W	336	3.58333333333	1204
YDL232W	37	72.6486486486	2688
YDL233W	459	2.76688453159	1270
YDL234C	747	2.19277108434	1638
YDL235C	168	26.380952381	4432
YDL236W	313	33.7252396166	10556
YDL237W	391	10.3299232737	4039
YDL240W	1018	1.40176817289	1427
YDL241W	124	10.6451612903	1320
YDR002W	202	271.158415842	54774
YDR003W	211	4.82938388626	1019
YDR004W	461	1.0694143167	493
YDR006C	902	3.74501108647	3378
YDR007W	225	8.72444444444	1963
YDR011W	1502	8.11517976032	12189
YDR013W	209	5.74162679426	1200
YDR014W	648	1.19598765432	775
YDR016C	95	12.9578947368	1231
YDR017C	1051	3.95052331113	4152
YDR019C	401	14.5486284289	5834
YDR020C	233	5.330472103	1242
YDR021W	400	4.845	1938
YDR022C	197	2.67512690355	527
YDR023W	463	188.194384449	87134
YDR026C	571	2.52189141856	1440
YDR027C	890	2.25393258427	2006
YDR028C	1015	8.19704433498	8320
YDR031W	122	6.5	793
YDR032C	199	81.3366834171	16186
YDR034C	791	3.26548672566	2583
YDR035W	371	36.7520215633	13635
YDR036C	501	8.27145708583	4144
YDR037W	592	195.712837838	115862
YDR041W	204	10.4019607843	2122
YDR043C	232	3.46551724138	804
YDR044W	329	24.8905775076	8189
YDR045C	111	29.4414414414	3268
YDR046C	605	11.3272727273	6853
YDR047W	363	11.0385674931	4007
YDR049W	633	4.33017377567	2741
YDR050C	249	2144.27710843	533925
YDR051C	335	9.00298507463	3016
YDR052C	705	3.70354609929	2611
YDR054C	296	22.4222972973	6637
YDR055W	445	24.7662921348	11021
YDR056C	206	21.5922330097	4448
YDR057W	543	3.28729281768	1785
YDR058C	327	1.125382263	368
YDR060W	1026	20.5584795322	21093
YDR061W	540	3.32962962963	1798
YDR062W	562	17.4555160142	9810
YDR063W	150	21.9666666667	3295
YDR065W	366	1.1174863388	409
YDR066C	197	2.25888324873	445
YDR067C	225	3.84888888889	866
YDR068W	311	11.3151125402	3519
YDR071C	192	82.3125	15804
YDR072C	528	6.5	3432
YDR074W	897	6.54069119287	5867
YDR075W	309	5.52750809061	1708
YDR078C	224	1.27232142857	285
YDR079C-A	73	14.1232876712	1031
YDR079W	112	9.41964285714	1055
YDR081C	926	2.29373650108	2124
YDR083W	393	16.1272264631	6338
YDR084C	200	13.975	2795
YDR086C	81	233.098765432	18881
YDR087C	279	32.6415770609	9107
YDR088C	383	3.64751958225	1397
YDR089W	870	3.47586206897	3024
YDR090C	311	3.53697749196	1100
YDR091C	609	38.5845648604	23498
YDR097C	1243	5.07481898632	6308
YDR098C	251	57.9960159363	14557
YDR100W	144	25.3541666667	3651
YDR101C	594	26.0488215488	15473
YDR103W	918	3.17102396514	2911
YDR105C	474	4.54852320675	2156
YDR107C	673	2.43833580981	1641
YDR108W	699	1.71673819742	1200
YDR109C	716	1.33240223464	954
YDR110W	567	4.60317460317	2610
YDR111C	508	3.34842519685	1701
YDR113C	374	7.08288770053	2649
YDR115W	106	21.5754716981	2287
YDR116C	286	7.74125874126	2214
YDR117C	566	8.55830388693	4844
YDR119W	769	12.4239271782	9554
YDR120C	571	18.584938704	10612
YDR121W	197	18.2893401015	3603
YDR122W	1065	3.44319248826	3667
YDR123C	305	2.97704918033	908
YDR127W	1589	20.5601006923	32670
YDR128W	1149	1.29503916449	1488
YDR131C	557	0.978456014363	545
YDR132C	496	1.08467741935	538
YDR135C	1516	5.20976253298	7898
YDR137W	664	2.18524096386	1451
YDR138W	753	2.93359893758	2209
YDR140W	222	8.65315315315	1921
YDR141C	1699	3.1683343143	5383
YDR142C	376	1.40159574468	527
YDR143C	611	6.69230769231	4089
YDR144C	597	11.0954773869	6624
YDR146C	710	7.01126760563	4978
YDR147W	535	3.71401869159	1987
YDR148C	464	24.8771551724	11543
YDR151C	326	12.0	3912
YDR152W	266	26.1729323308	6962
YDR153C	412	15.8932038835	6548
YDR158W	366	165.603825137	60611
YDR159W	1302	1.26420890937	1646
YDR161W	388	23.5489690722	9137
YDR162C	237	8.43037974684	1998
YDR163W	176	7.77272727273	1368
YDR164C	725	3.24551724138	2353
YDR165W	445	22.593258427	10054
YDR166C	972	3.59567901235	3495
YDR167W	207	19.1449275362	3963
YDR168W	507	34.134122288	17306
YDR169C	514	4.47470817121	2300
YDR171W	376	5.81117021277	2185
YDR172W	686	84.3367346939	57855
YDR175C	320	8.45625	2706
YDR176W	703	4.28022759602	3009
YDR177W	216	47.9814814815	10364
YDR178W	182	14.5274725275	2644
YDR179C	163	4.0	652
YDR179W-A	464	1.41594827586	657
YDR180W	1494	1.68540829987	2518
YDR181C	482	1.92323651452	927
YDR182W	492	7.52235772358	3701
YDR183W	231	6.02164502165	1391
YDR185C	180	1.35	243
YDR188W	547	56.9835466179	31170
YDR189W	667	12.4452773613	8301
YDR190C	464	41.0969827586	19069
YDR191W	371	2.08625336927	774
YDR192C	431	7.1716937355	3091
YDR194C	665	9.63909774436	6410
YDR195W	534	4.86891385768	2600
YDR196C	242	8.0041322314	1937
YDR197W	390	1.60512820513	626
YDR198C	480	2.58125	1239
YDR200C	605	2.26115702479	1368
YDR201W	166	9.5	1577
YDR202C	352	3.75	1320
YDR204W	336	6.11011904762	2053
YDR205W	725	1.93931034483	1406
YDR206W	885	2.6011299435	2302
YDR207C	837	3.38470728793	2833
YDR208W	780	5.74615384615	4482
YDR211W	713	17.7279102384	12640
YDR212W	560	55.1035714286	30858
YDR213W	914	2.69584245077	2464
YDR214W	351	54.1054131054	18991
YDR216W	1324	1.083081571	1434
YDR217C	1310	2.31603053435	3034
YDR219C	466	2.99785407725	1397
YDR221W	703	4.27169274538	3003
YDR222W	416	4.79567307692	1995
YDR226W	223	430.295964126	95956
YDR227W	1359	1.84841795438	2512
YDR229W	454	4.98017621145	2261
YDR231C	206	5.56310679612	1146
YDR232W	549	26.3169398907	14448
YDR233C	296	123.469594595	36547
YDR234W	694	9.96109510086	6913
YDR235W	545	2.5247706422	1376
YDR236C	219	5.58904109589	1224
YDR237W	293	8.0	2344
YDR238C	974	28.7361396304	27989
YDR239C	788	3.1383248731	2473
YDR240C	493	2.61663286004	1290
YDR243C	589	2.92869269949	1725
YDR244W	613	5.00489396411	3068
YDR245W	394	11.7335025381	4623
YDR246W	220	7.53636363636	1658
YDR248C	194	7.81443298969	1516
YDR251W	831	3.48014440433	2892
YDR254W	459	1.41394335512	649
YDR255C	422	1.39099526066	587
YDR257C	495	6.26464646465	3101
YDR258C	812	9.87684729064	8020
YDR260C	171	7.38011695906	1262
YDR261C	563	8.00355239787	4506
YDR262W	273	7.67765567766	2096
YDR264C	765	13.7437908497	10514
YDR265W	338	1.49112426036	504
YDR266C	640	10.4296875	6675
YDR267C	331	6.91540785498	2289
YDR268W	380	2.82631578947	1074
YDR270W	1005	2.36815920398	2380
YDR276C	56	358.053571429	20051
YDR277C	434	0.845622119816	367
YDR279W	351	4.90028490028	1720
YDR280W	306	13.7647058824	4212
YDR281C	105	15.3047619048	1607
YDR282C	415	1.45301204819	603
YDR283C	1660	1.72710843373	2867
YDR284C	290	10.3689655172	3007
YDR286C	115	6.77391304348	779
YDR287W	293	5.05802047782	1482
YDR288W	304	3.625	1102
YDR291W	1078	1.10018552876	1186
YDR292C	622	11.6961414791	7275
YDR293C	1251	8.9104716227	11147
