Gene	Length(codons)	Average reads (per codon)	Sum of reads
YBL023C	869	4.2336018412	3679
YBL024W	685	24.8218978102	17003
YBL025W	146	5.78767123288	845
YBL028C	107	54.261682243	5806
YBL029C-A	95	5.15789473684	490
YBL030C	319	95.526645768	30473
YBL031W	339	1.7994100295	610
YBL032W	382	26.0445026178	9949
YBL033C	346	7.25433526012	2510
YBL034C	1514	1.42073976222	2151
YBL035C	706	4.31161473088	3044
YBL036C	258	22.1279069767	5709
YBL037W	1026	1.77485380117	1821
YBL038W	233	8.28755364807	1931
YBL039W-B	60	1.31666666667	79
YBL041W	242	56.4504132231	13661
YBL042C	640	8.1453125	5213
YBL045C	458	14.9454148472	6845
YBL046W	442	3.26696832579	1444
YBL047C	1382	16.8842257598	23334
YBL051C	669	11.1883408072	7485
YBL054W	526	5.84220532319	3073
YBL055C	419	4.18138424821	1752
YBL056W	469	14.1855010661	6653
YBL057C	209	10.2918660287	2151
YBL058W	424	29.5990566038	12550
YBL060W	688	1.05087209302	723
YBL061C	697	4.77905308465	3331
YBL064C	262	10.4351145038	2734
YBL067C	748	2.34090909091	1751
YBL068W	327	16.1834862385	5292
YBL071W-A	83	33.843373494	2809
YBL074C	356	1.63483146067	582
YBL076C	1073	55.1696178938	59197
YBL078C	118	5.60169491525	661
YBL079W	1503	2.95409181637	4440
YBL085W	981	2.94189602446	2886
YBL086C	467	1.91434689507	894
YBL089W	460	1.59565217391	734
YBL090W	178	8.77528089888	1562
YBL091C	422	27.1421800948	11454
YBL092W	131	1665.42748092	218171
YBL093C	221	12.2805429864	2714
YBL095W	271	1.27306273063	345
YBL097W	755	1.2940397351	977
YBL098W	461	3.61822125813	1668
YBL099W	546	63.5586080586	34703
YBL101C	1118	1.53398926655	1715
YBL102W	216	13.0046296296	2809
YBL103C	487	3.02874743326	1475
YBL104C	1039	1.31087584216	1362
YBL105C	1152	2.32552083333	2679
YBL107C	197	5.51269035533	1086
YBR002C	287	5.17770034843	1486
YBR003W	474	2.89662447257	1373
YBR004C	434	2.63824884793	1145
YBR005W	214	2.42523364486	519
YBR006W	498	1.6546184739	824
YBR007C	737	1.45725915875	1074
YBR011C	288	436.96875	125847
YBR012C	140	2.17142857143	304
YBR013C	130	2.66153846154	346
YBR014C	204	13.318627451	2717
YBR015C	598	11.8745819398	7101
YBR022W	178	5.19662921348	925
YBR023C	1166	3.41938250429	3987
YBR024W	302	2.23509933775	675
YBR025C	395	180.982278481	71488
YBR026C	381	11.3175853018	4312
YBR028C	526	3.01711026616	1587
YBR029C	458	8.9672489083	4107
YBR030W	553	2.03254972875	1124
YBR034C	349	23.1346704871	8074
YBR035C	229	34.3537117904	7867
YBR036C	411	13.7688564477	5659
YBR037C	296	3.58783783784	1062
YBR038W	964	6.04356846473	5826
YBR039W	312	35.391025641	11042
YBR041W	670	4.19402985075	2810
YBR042C	398	4.1432160804	1649
YBR044C	573	1.02617801047	588
YBR046C	335	8.9552238806	3000
YBR047W	176	2.65340909091	467
YBR049C	811	10.3908754624	8427
YBR052C	211	21.9383886256	4629
YBR053C	359	7.96657381616	2860
YBR055C	900	1.72111111111	1549
YBR056W	502	5.63147410359	2827
YBR056W-A	67	2.14925373134	144
YBR057C	367	4.59673024523	1687
YBR058C	782	6.10613810742	4775
YBR058C-A	81	40.987654321	3320
YBR059C	1109	3.74481514878	4153
YBR060C	621	3.00322061192	1865
YBR061C	311	12.6720257235	3941
YBR065C	365	2.62465753425	958
YBR066C	221	6.58823529412	1456
YBR067C	211	127.834123223	26973
YBR068C	610	18.1639344262	11080
YBR069C	620	17.9258064516	11114
YBR070C	238	3.52941176471	840
YBR071W	212	10.6603773585	2260
YBR072W	215	5.01395348837	1078
YBR073W	959	4.36496350365	4186
YBR074W	977	3.79836233367	3711
YBR077C	163	10.7300613497	1749
YBR079C	965	28.770984456	27764
YBR080C	759	15.441370224	11720
YBR081C	1333	1.73668417104	2315
YBR083W	487	5.5749486653	2715
YBR084W	976	16.5204918033	16124
YBR085C-A	86	35.1395348837	3022
YBR086C	947	7.9070749736	7488
YBR087W	355	8.94366197183	3175
YBR088C	259	38.4864864865	9968
YBR091C	110	11.1636363636	1228
YBR094W	754	3.82891246684	2887
YBR095C	431	3.5939675174	1549
YBR096W	231	17.4242424242	4025
YBR101C	291	27.7010309278	8061
YBR102C	754	3.21352785146	2423
YBR103W	536	2.52611940299	1354
YBR104W	330	8.48484848485	2800
YBR105C	363	2.28925619835	831
YBR106W	189	198.804232804	37574
YBR109C	148	154.547297297	22873
YBR110W	450	4.28444444444	1928
YBR111C	232	32.099137931	7447
YBR115C	1393	11.9468772434	16642
YBR120C	163	5.1963190184	847
YBR122C	178	11.6741573034	2078
YBR123C	650	2.66	1729
YBR125C	394	3.68527918782	1452
YBR126C	496	23.8951612903	11852
YBR127C	518	128.5	66563
YBR129C	329	3.37386018237	1110
YBR130C	426	6.97887323944	2973
YBR132C	597	1.45226130653	867
YBR133C	828	2.0422705314	1691
YBR137W	180	13.0444444444	2348
YBR138C	525	1.71238095238	899
YBR139W	509	6.23379174853	3173
YBR141C	338	3.27514792899	1107
YBR142W	774	8.43410852713	6528
YBR143C	438	68.401826484	29960
YBR146W	279	8.25448028674	2303
YBR149W	345	28.8782608696	9963
YBR151W	317	8.33438485804	2642
YBR152W	292	2.08561643836	609
YBR153W	245	2.05306122449	503
YBR154C	216	58.2407407407	12580
YBR155W	386	13.3652849741	5159
YBR156C	699	1.28755364807	900
YBR157C	256	2.79296875	715
YBR158W	550	8.40181818182	4621
YBR159W	348	23.5	8178
YBR160W	299	11.9431438127	3571
YBR161W	377	2.06100795756	777
YBR162C	456	73.1995614035	33379
YBR162W-A	66	69.4696969697	4585
YBR164C	184	29.347826087	5400
YBR165W	278	3.63669064748	1011
YBR166C	453	6.60706401766	2993
YBR167C	141	5.43971631206	767
YBR170C	581	7.02925989673	4084
YBR171W	207	19.6376811594	4065
YBR172C	741	5.81106612686	4306
YBR173C	149	48.2214765101	7185
YBR175W	316	2.94620253165	931
YBR176W	313	5.26517571885	1648
YBR177C	452	9.56194690265	4322
YBR179C	856	2.02570093458	1734
YBR185C	279	4.05017921147	1130
YBR187W	281	21.7544483986	6113
YBR188C	141	7.43971631206	1049
YBR191W-A	25	2.88	72
YBR192W	378	3.79365079365	1434
YBR193C	224	5.51339285714	1235
YBR194W	124	3.41935483871	424
YBR195C	423	3.04964539007	1290
YBR196C	555	463.971171171	257504
YBR197C	218	4.13302752294	901
YBR198C	799	5.96370463079	4765
YBR199W	465	9.74623655914	4532
YBR200W	552	3.92391304348	2166
YBR201C-A	68	1.36764705882	93
YBR201W	212	2.77830188679	589
YBR204C	376	2.1914893617	824
YBR207W	466	5.91201716738	2755
YBR210W	143	6.53846153846	935
YBR211C	325	2.87076923077	933
YBR213W	275	3.01090909091	828
YBR214W	528	3.06818181818	1620
YBR216C	675	2.74962962963	1856
YBR217W	187	1.31016042781	245
YBR221C	367	74.1907356948	27228
YBR222C	544	12.6783088235	6897
YBR227C	521	4.08829174664	2130
YBR228W	305	0.993442622951	303
YBR229C	955	4.34659685864	4151
YBR230W-A	67	7.74626865672	519
YBR231C	304	3.10855263158	945
YBR233W	414	4.10628019324	1700
YBR233W-A	95	9.18947368421	873
YBR234C	385	27.1376623377	10448
YBR236C	437	6.04576659039	2642
YBR238C	732	2.81967213115	2064
YBR239C	530	0.947169811321	502
YBR241C	489	1.30879345603	640
YBR242W	239	9.31380753138	2226
YBR243C	449	4.58797327394	2060
YBR244W	163	31.0797546012	5066
YBR245C	1130	7.15309734513	8083
YBR246W	388	4.12886597938	1602
YBR247C	484	17.0805785124	8267
YBR248C	553	12.877034358	7121
YBR249C	371	106.0	39326
YBR251W	308	5.79220779221	1784
YBR252W	148	43.8310810811	6487
YBR253W	122	7.22131147541	881
YBR254C	176	7.875	1386
YBR256C	239	10.129707113	2421
YBR257W	280	4.04642857143	1133
YBR258C	143	2.82517482517	404
YBR260C	667	3.73163418291	2489
YBR261C	233	21.8755364807	5097
YBR262C	107	7.56074766355	809
YBR263W	491	45.099796334	22144
YBR264C	200	5.905	1181
YBR265W	321	9.11838006231	2927
YBR267W	394	13.4010152284	5280
YBR268W	106	14.4150943396	1528
YBR269C	139	16.345323741	2272
YBR271W	420	4.18095238095	1756
YBR272C	481	3.27858627859	1577
YBR273C	437	7.02059496568	3068
YBR274W	528	1.75378787879	926
YBR279W	446	9.10986547085	4063
YBR281C	879	3.204778157	2817
YBR282W	147	11.8503401361	1742
YBR283C	491	38.983706721	19141
YBR286W	538	102.330855019	55054
YBR287W	428	7.39719626168	3166
YBR288C	484	5.88842975207	2850
YBR290W	322	5.93167701863	1910
YBR291C	300	2.98333333333	895
YBR296C	575	3.77391304348	2170
YCL001W	189	27.3015873016	5160
YCL005W	257	2.11284046693	543
YCL008C	386	2.9585492228	1142
YCL009C	310	75.9967741935	23559
YCL010C	260	4.80769230769	1250
YCL011C	428	18.761682243	8030
YCL014W	1637	1.596212584	2613
YCL016C	381	1.98950131234	758
YCL017C	498	16.2309236948	8083
YCL026C-B	194	5.35051546392	1038
YCL027W	513	1.13840155945	584
YCL029C	441	3.85714285714	1701
YCL030C	800	24.4275	19542
YCL031C	298	13.8791946309	4136
YCL032W	347	2.75216138329	955
YCL033C	169	12.7573964497	2156
YCL034W	355	11.4788732394	4075
YCL035C	111	64.7747747748	7190
YCL036W	567	1.81657848325	1030
YCL037C	435	98.0712643678	42661
YCL038C	529	1.49527410208	791
YCL039W	746	1.47721179625	1102
YCL044C	418	4.18421052632	1749
YCL045C	761	15.4480946124	11756
YCL047C	259	4.59845559846	1191
YCL049C	313	1.99361022364	624
YCL050C	322	88.850931677	28610
YCL051W	584	1.66438356164	972
YCL052C	417	2.4412470024	1018
YCL054W	842	8.92636579572	7516
YCL054W-A	29	6.37931034483	185
YCL055W	336	5.1875	1743
YCL056C	145	1.33103448276	193
YCL057C-A	98	51.1326530612	5011
YCL057W	713	13.9929873773	9977
YCL058W-A	114	12.8070175439	1460
YCL059C	317	30.0914826498	9539
YCL061C	1097	1.85688240656	2037
YCL063W	424	3.1320754717	1328
YCL064C	361	95.620498615	34519
YCR002C	323	20.6780185759	6679
YCR003W	184	7.79891304348	1435
YCR004C	248	47.939516129	11889
YCR005C	461	22.5379609544	10390
YCR008W	604	4.05794701987	2451
YCR009C	266	31.9172932331	8490
YCR011C	1050	6.02476190476	6326
YCR012W	417	2103.51558753	877166
YCR015C	318	1.75786163522	559
YCR016W	291	14.6357388316	4259
YCR017C	954	5.19601677149	4957
YCR018C	222	3.71171171171	824
YCR019W	364	1.51923076923	553
YCR020C-A	89	15.3483146067	1366
YCR020W-B	79	11.7088607595	925
YCR023C	612	1.12091503268	686
YCR026C	743	2.35262449529	1748
YCR027C	210	2.99047619048	628
YCR028C	513	2.44639376218	1255
YCR030C	871	5.31572904707	4630
YCR033W	1227	1.84596577017	2265
YCR034W	348	43.0	14964
YCR035C	395	8.79240506329	3473
YCR036W	334	7.49700598802	2504
YCR042C	1408	2.19318181818	3088
YCR043C	128	25.3671875	3247
YCR044C	358	4.7625698324	1705
YCR046C	170	13.8647058824	2357
YCR047C	276	11.9492753623	3298
YCR048W	611	6.06873977087	3708
YCR051W	223	26.7668161435	5969
YCR052W	484	9.31818181818	4510
YCR053W	515	113.809708738	58612
YCR054C	564	2.72340425532	1536
YCR057C	924	8.50649350649	7860
YCR059C	259	7.41698841699	1921
YCR060W	112	13.4285714286	1504
YCR063W	158	3.49367088608	552
YCR065W	565	4.95044247788	2797
YCR066W	488	0.948770491803	463
YCR069W	319	12.2946708464	3922
YCR071C	147	8.12244897959	1194
YCR072C	516	11.5717054264	5971
YCR073W-A	316	10.6297468354	3359
YCR075C	261	2.2337164751	583
YCR075W-A	76	13.8552631579	1053
YCR076C	251	4.39043824701	1102
YCR077C	797	12.9573400251	10327
YCR082W	129	23.8372093023	3075
YCR083W	128	14.3671875	1839
YCR084C	714	13.6218487395	9726
YCR086W	191	5.89528795812	1126
YCR088W	593	57.4586846543	34073
YCR090C	183	14.6612021858	2683
YCR092C	1019	1.35132482826	1377
YCR093W	2109	4.37221431958	9221
YCR094W	392	5.66836734694	2222
YDL001W	431	2.77030162413	1194
YDL002C	204	9.18137254902	1873
YDL003W	567	4.31216931217	2445
YDL004W	161	50.5217391304	8134
YDL006W	282	4.65957446809	1314
YDL007W	438	34.9474885845	15307
YDL008W	166	7.74096385542	1285
YDL010W	232	6.47844827586	1503
YDL013W	620	1.78709677419	1108
YDL015C	311	42.9710610932	13364
YDL017W	508	1.48622047244	755
YDL018C	226	6.77433628319	1531
YDL019C	1284	2.7453271028	3525
YDL020C	532	7.43796992481	3957
YDL021W	312	1.60256410256	500
YDL022W	392	42.0637755102	16489
YDL025C	621	1.47665056361	917
YDL027C	421	1.28978622328	543
YDL028C	765	1.64183006536	1256
YDL030W	531	2.06779661017	1098
YDL031W	996	10.5552208835	10513
YDL036C	463	2.47516198704	1146
YDL040C	855	16.0947368421	13761
YDL042C	563	3.36234458259	1893
YDL043C	267	6.3670411985	1700
YDL044C	441	1.86848072562	824
YDL045C	307	3.31596091205	1018
YDL045W-A	96	16.5625	1590
YDL046W	174	32.5517241379	5664
YDL047W	312	11.5032051282	3589
YDL051W	276	58.5905797101	16171
YDL052C	304	17.8190789474	5417
YDL053C	186	17.7580645161	3303
YDL054C	487	2.73305954825	1331
YDL055C	362	346.897790055	125577
YDL056W	834	2.2793764988	1901
YDL057W	329	1.6170212766	532
YDL058W	1791	2.91066443328	5213
YDL059C	239	1.410041841	337
YDL060W	789	9.92648922687	7832
YDL063C	621	8.56199677939	5317
YDL065C	343	10.8367346939	3717
YDL066W	429	55.6363636364	23868
YDL067C	60	54.1666666667	3250
YDL069C	230	1.11739130435	257
YDL070W	639	8.28638497653	5295
YDL072C	204	27.75	5661
YDL074C	701	5.71469329529	4006
YDL076C	295	4.77966101695	1410
YDL077C	1050	1.00666666667	1057
YDL078C	344	24.7034883721	8498
YDL084W	447	128.986577181	57657
YDL085C-A	69	30.1739130435	2082
YDL086W	274	15.0145985401	4114
YDL087C	262	2.76717557252	725
YDL088C	529	5.30245746692	2805
YDL089W	485	1.79793814433	872
YDL090C	432	2.59490740741	1121
YDL091C	456	1.31359649123	599
YDL092W	147	27.4693877551	4038
YDL093W	744	2.88037634409	2143
YDL095W	818	23.7237163814	19406
YDL097C	435	35.8896551724	15612
YDL098C	195	3.87179487179	755
YDL099W	342	12.7631578947	4365
YDL100C	355	73.8929577465	26232
YDL101C	514	3.06809338521	1577
YDL102W	1098	3.67030965392	4030
YDL103C	478	16.7405857741	8002
YDL105W	403	1.5459057072	623
YDL106C	560	3.64642857143	2042
YDL107W	352	1.09090909091	384
YDL110C	151	6.43046357616	971
YDL111C	266	11.469924812	3051
YDL112W	1437	4.03549060543	5799
YDL113C	641	1.90483619345	1221
YDL116W	727	4.68913342503	3409
YDL117W	886	2.45711060948	2177
YDL119C	308	1.81493506494	559
YDL120W	175	16.6114285714	2907
YDL121C	150	24.7333333333	3710
YDL122W	810	5.57654320988	4517
YDL123W	141	6.09929078014	860
YDL124W	313	29.8306709265	9337
YDL126C	836	96.1734449761	80401
YDL127W	309	3.3786407767	1044
YDL128W	412	12.9757281553	5346
YDL129W	292	1.90410958904	556
YDL130W-A	87	14.4367816092	1256
YDL132W	816	6.55269607843	5347
YDL133W	438	1.8698630137	819
YDL135C	203	30.0197044335	6094
YDL139C	224	1.91964285714	430
YDL140C	1734	12.5455594002	21754
YDL141W	691	4.56005788712	3151
YDL142C	284	2.45774647887	698
YDL143W	529	39.258979206	20768
YDL144C	357	5.73389355742	2047
YDL145C	1202	14.9259567388	17941
YDL146W	492	1.06504065041	524
YDL147W	446	35.1748878924	15688
YDL148C	811	12.3242909988	9995
YDL150W	423	8.69503546099	3678
YDL153C	611	15.1292962357	9244
YDL155W	428	3.90186915888	1670
YDL156W	523	1.62332695985	849
YDL157C	119	39.5714285714	4709
YDL159W	516	2.31201550388	1193
YDL160C	507	42.1045364892	21347
YDL160C-A	81	10.0617283951	815
YDL164C	756	3.88756613757	2939
YDL165W	192	15.296875	2937
YDL166C	198	19.0757575758	3777
YDL167C	720	5.20555555556	3748
YDL168W	387	27.1343669251	10501
YDL170W	529	1.28733459357	681
YDL171C	2146	7.91845293569	16993
YDL174C	588	2.91666666667	1715
YDL175C	345	4.17101449275	1439
YDL177C	171	2.11695906433	362
YDL178W	531	5.90207156309	3134
YDL179W	305	4.29836065574	1311
YDL180W	548	1.09306569343	599
YDL181W	86	5.90697674419	508
YDL185W	1072	117.569962687	126035
YDL189W	458	5.36462882096	2457
YDL190C	962	5.24844074844	5049
YDL193W	376	9.19946808511	3459
YDL195W	1274	19.9199372057	25378
YDL198C	301	11.073089701	3333
YDL200C	189	3.2962962963	623
YDL201W	287	19.6759581882	5647
YDL202W	250	6.232	1558
YDL203C	624	2.53365384615	1581
YDL205C	328	8.42073170732	2762
YDL207W	539	3.00556586271	1620
YDL208W	157	103.802547771	16297
YDL209C	340	2.01764705882	686
YDL212W	211	38.0473933649	8028
YDL213C	226	26.1504424779	5910
YDL215C	1093	1.86550777676	2039
YDL217C	208	9.15384615385	1904
YDL224C	650	3.78615384615	2461
YDL225W	552	10.9384057971	6038
YDL226C	353	33.1501416431	11702
YDL227C	587	10.3015332198	6047
YDL230W	336	2.60119047619	874
YDL232W	37	58.4324324324	2162
YDL233W	459	2.12418300654	975
YDL234C	747	1.78848728246	1336
YDL235C	168	21.0476190476	3536
YDL236W	313	25.214057508	7892
YDL237W	391	8.39386189258	3282
YDL241W	124	7.71774193548	957
YDR002W	202	199.935643564	40387
YDR003W	211	3.82938388626	808
YDR006C	902	2.79600886918	2522
YDR007W	225	6.68	1503
YDR011W	1502	6.1431424767	9227
YDR013W	209	4.22966507177	884
YDR016C	95	9.68421052632	920
YDR017C	1051	3.04662226451	3202
YDR019C	401	10.7855361596	4325
YDR020C	233	4.00429184549	933
YDR021W	400	3.785	1514
YDR022C	197	2.10659898477	415
YDR023W	463	141.447084233	65490
YDR027C	890	1.65168539326	1470
YDR028C	1015	6.08374384236	6175
YDR031W	122	5.69672131148	695
YDR032C	199	60.5879396985	12057
YDR034C	791	2.61820480405	2071
YDR035W	371	27.5444743935	10219
YDR036C	501	6.23952095808	3126
YDR037W	592	144.930743243	85799
YDR041W	204	8.03431372549	1639
YDR043C	232	2.48706896552	577
YDR044W	329	18.2583586626	6007
YDR045C	111	21.4054054054	2376
YDR046C	605	8.86611570248	5364
YDR047W	363	8.32782369146	3023
YDR049W	633	3.03159557662	1919
YDR050C	249	1590.2248996	395966
YDR051C	335	6.74626865672	2260
YDR052C	705	2.65106382979	1869
YDR054C	296	16.5472972973	4898
YDR055W	445	19.9573033708	8881
YDR056C	206	17.3106796117	3566
YDR057W	543	2.63904235727	1433
YDR058C	327	1.0244648318	335
YDR060W	1026	14.477582846	14854
YDR061W	540	2.55	1377
YDR062W	562	13.9288256228	7828
YDR063W	150	16.3133333333	2447
YDR066C	197	1.94416243655	383
YDR067C	225	2.76	621
YDR068W	311	8.39549839228	2611
YDR071C	192	62.9947916667	12095
YDR072C	528	5.24810606061	2771
YDR074W	897	4.84615384615	4347
YDR075W	309	4.02588996764	1244
YDR078C	224	1.03571428571	232
YDR079C-A	73	10.5068493151	767
YDR079W	112	7.80357142857	874
YDR081C	926	1.61339092873	1494
YDR083W	393	12.1424936387	4772
YDR084C	200	11.065	2213
YDR086C	81	172.271604938	13954
YDR087C	279	24.9713261649	6967
YDR088C	383	2.69712793734	1033
YDR089W	870	2.55862068966	2226
YDR090C	311	2.81993569132	877
YDR091C	609	26.4975369458	16137
YDR096W	895	1.31955307263	1181
YDR097C	1243	3.92115848753	4874
YDR098C	251	44.8565737052	11259
YDR100W	144	20.1319444444	2899
YDR101C	594	18.7878787879	11160
YDR103W	918	2.29847494553	2110
YDR105C	474	3.91561181435	1856
YDR107C	673	1.90787518574	1284
YDR108W	699	1.28326180258	897
YDR109C	716	0.991620111732	710
YDR110W	567	3.23985890653	1837
YDR111C	508	2.39566929134	1217
YDR113C	374	5.41978609626	2027
YDR115W	106	15.6509433962	1659
YDR116C	286	5.6993006993	1630
YDR117C	566	6.43462897527	3642
YDR119W	769	9.85825747724	7581
YDR120C	571	13.3152364273	7603
YDR121W	197	13.1370558376	2588
YDR122W	1065	2.33708920188	2489
YDR123C	305	2.34098360656	714
YDR127W	1589	13.8659534298	22033
YDR135C	1516	4.02308707124	6099
YDR137W	664	1.53614457831	1020
YDR138W	753	2.08632138114	1571
YDR140W	222	6.51801801802	1447
YDR141C	1699	2.21483225427	3763
YDR142C	376	0.973404255319	366
YDR143C	611	4.97872340426	3042
YDR144C	597	8.66666666667	5174
YDR146C	710	4.99154929577	3544
YDR147W	535	2.8523364486	1526
YDR148C	464	18.3254310345	8503
YDR151C	326	8.86809815951	2891
YDR152W	266	19.3609022556	5150
YDR153C	412	11.5388349515	4754
YDR158W	366	119.677595628	43802
YDR161W	388	17.1494845361	6654
YDR162C	237	6.27426160338	1487
YDR163W	176	5.92045454545	1042
YDR164C	725	2.41931034483	1754
YDR165W	445	17.004494382	7567
YDR166C	972	2.60699588477	2534
YDR167W	207	14.2270531401	2945
YDR168W	507	26.315581854	13342
YDR169C	514	3.27237354086	1682
YDR171W	376	4.21010638298	1583
YDR172W	686	62.3163265306	42749
YDR175C	320	6.65	2128
YDR176W	703	3.06827880512	2157
YDR177W	216	35.6759259259	7706
YDR178W	182	11.3461538462	2065
YDR179C	163	3.0	489
YDR179W-A	464	1.12068965517	520
YDR180W	1494	1.23962516734	1852
YDR181C	482	1.40871369295	679
YDR182W	492	5.82926829268	2868
YDR183W	231	4.30735930736	995
YDR188W	547	39.8720292505	21810
YDR189W	667	9.13343328336	6092
YDR190C	464	30.0495689655	13943
YDR191W	371	1.38005390836	512
YDR192C	431	5.32018561485	2293
YDR194C	665	7.57293233083	5036
YDR195W	534	3.56367041199	1903
YDR196C	242	5.97933884298	1447
YDR197W	390	1.42307692308	555
YDR198C	480	1.84583333333	886
YDR200C	605	1.71900826446	1040
YDR201W	166	6.94578313253	1153
YDR202C	352	2.87215909091	1011
YDR204W	336	4.40178571429	1479
YDR205W	725	1.63448275862	1185
YDR206W	885	2.16610169492	1917
YDR207C	837	2.57467144564	2155
YDR208W	780	4.34743589744	3391
YDR211W	713	12.9214586255	9213
YDR212W	560	42.6660714286	23893
YDR213W	914	1.83807439825	1680
YDR214W	351	40.3447293447	14161
YDR217C	1310	1.64961832061	2161
YDR219C	466	2.26824034335	1057
YDR221W	703	3.51778093883	2473
YDR222W	416	3.51442307692	1462
YDR226W	223	321.591928251	71715
YDR227W	1359	1.3016924209	1769
YDR229W	454	3.4845814978	1582
YDR231C	206	4.31067961165	888
YDR232W	549	18.5063752277	10160
YDR233C	296	98.8513513514	29260
YDR234W	694	7.23198847262	5019
YDR235W	545	2.03302752294	1108
YDR236C	219	4.20547945205	921
YDR237W	293	6.19112627986	1814
YDR238C	974	19.7094455852	19197
YDR239C	788	2.32614213198	1833
YDR240C	493	2.19675456389	1083
YDR243C	589	2.2156196944	1305
YDR244W	613	3.66884176183	2249
YDR245W	394	9.46446700508	3729
YDR246W	220	5.55	1221
YDR248C	194	5.76804123711	1119
YDR251W	831	2.61492178099	2173
YDR254W	459	1.03267973856	474
YDR255C	422	0.995260663507	420
YDR257C	495	4.44646464646	2201
YDR258C	812	7.23891625616	5878
YDR260C	171	5.29824561404	906
YDR261C	563	6.33747779751	3568
YDR262W	273	5.55311355311	1516
YDR264C	765	10.739869281	8216
YDR265W	338	1.22781065089	415
YDR266C	640	7.740625	4954
YDR267C	331	4.58912386707	1519
YDR268W	380	2.16842105263	824
YDR270W	1005	1.8328358209	1842
YDR276C	56	291.571428571	16328
YDR279W	351	3.66666666667	1287
YDR280W	306	10.0424836601	3073
YDR281C	105	11.1428571429	1170
YDR282C	415	0.944578313253	392
YDR283C	1660	1.27168674699	2111
YDR284C	290	8.36206896552	2425
YDR286C	115	5.2	598
YDR287W	293	3.9385665529	1154
YDR288W	304	2.68092105263	815
YDR292C	622	9.03054662379	5617
YDR293C	1251	6.57314148681	8223
YDR294C	590	7.82542372881	4617
YDR295C	675	2.04296296296	1379
YDR296W	227	8.67841409692	1970
YDR297W	350	16.4771428571	5767
YDR298C	213	31.9014084507	6795
YDR300C	429	15.7785547786	6769
YDR301W	1358	1.86156111929	2528
YDR302W	220	8.65909090909	1905
YDR303C	886	4.49661399549	3984
YDR306C	479	1.54488517745	740
YDR307W	663	2.62141779789	1738
YDR308C	141	11.9929078014	1691
YDR309C	384	14.5546875	5589
YDR310C	1063	2.21825023518	2358
YDR311W	643	3.76827371695	2423
YDR313C	287	1.45993031359	419
YDR316W	472	1.04237288136	492
YDR319C	275	2.09454545455	576
YDR320C	669	5.13452914798	3435
YDR320C-A	73	19.3561643836	1413
YDR321W	382	54.7591623037	20918
YDR322C-A	97	22.587628866	2191
YDR322W	368	5.22554347826	1923
YDR324C	777	10.0463320463	7806
YDR325W	1036	1.51061776062	1565
YDR326C	1439	2.22029186935	3195
YDR328C	195	49.6564102564	9683
YDR329C	442	2.88914027149	1277
YDR330W	501	3.7245508982	1866
YDR331W	412	6.68446601942	2754
YDR333C	724	4.51933701657	3272
YDR335W	1225	3.85551020408	4723
YDR336W	315	1.30158730159	410
YDR337W	287	6.47038327526	1857
YDR339C	190	19.4	3686
YDR341C	608	61.4786184211	37379
YDR346C	482	25.9273858921	12497
YDR347W	322	5.86956521739	1890
YDR348C	500	8.816	4408
YDR349C	597	3.42881072027	2047
