Gene	Length(codons)	Average reads (per codon)	Sum of reads
YBL020W	575	3.30434782609	1900
YBL021C	145	9.06896551724	1315
YBL022C	1134	14.6940035273	16663
YBL023C	869	5.79401611047	5035
YBL024W	685	32.8306569343	22489
YBL025W	146	7.38356164384	1078
YBL028C	107	70.2429906542	7516
YBL029C-A	95	6.25263157895	594
YBL030C	319	118.63322884	37844
YBL031W	339	2.58112094395	875
YBL032W	382	35.6492146597	13618
YBL033C	346	10.2976878613	3563
YBL034C	1514	1.99603698811	3022
YBL035C	706	5.52124645892	3898
YBL036C	258	30.1589147287	7781
YBL037W	1026	2.5701754386	2637
YBL038W	233	11.2618025751	2624
YBL039W-B	60	1.71666666667	103
YBL041W	242	76.4504132231	18501
YBL042C	640	9.146875	5854
YBL045C	458	21.1550218341	9689
YBL046W	442	4.1221719457	1822
YBL047C	1382	22.8458755427	31573
YBL051C	669	16.1046337818	10774
YBL054W	526	7.40874524715	3897
YBL055C	419	5.66348448687	2373
YBL056W	469	19.0362473348	8928
YBL057C	209	13.7559808612	2875
YBL058W	424	40.5943396226	17212
YBL060W	688	1.67151162791	1150
YBL061C	697	6.36585365854	4437
YBL063W	1112	1.22931654676	1367
YBL064C	262	14.179389313	3715
YBL067C	748	3.3743315508	2524
YBL068W	327	20.8195718654	6808
YBL071W-A	83	41.3614457831	3433
YBL074C	356	2.29213483146	816
YBL076C	1073	75.5722273998	81089
YBL078C	118	8.8813559322	1048
YBL079W	1503	4.07052561544	6118
YBL085W	981	4.27217125382	4191
YBL086C	467	2.92077087794	1364
YBL089W	460	2.04782608696	942
YBL090W	178	12.8483146067	2287
YBL091C	422	35.13507109	14827
YBL092W	131	2153.00763359	282044
YBL093C	221	17.3031674208	3824
YBL095W	271	1.44280442804	391
YBL097W	755	1.75629139073	1326
YBL098W	461	5.00433839479	2307
YBL099W	546	86.1684981685	47048
YBL101C	1118	2.42039355993	2706
YBL102W	216	17.2685185185	3730
YBL103C	487	4.22792607803	2059
YBL104C	1039	1.72281039461	1790
YBL105C	1152	3.37065972222	3883
YBL107C	197	7.19289340102	1417
YBR002C	287	6.64111498258	1906
YBR003W	474	3.72362869198	1765
YBR004C	434	3.17511520737	1378
YBR005W	214	2.72897196262	584
YBR006W	498	2.56626506024	1278
YBR007C	737	1.96336499322	1447
YBR011C	288	598.045138889	172237
YBR012C	140	3.34285714286	468
YBR013C	130	3.86923076923	503
YBR014C	204	15.9754901961	3259
YBR015C	598	13.7558528428	8226
YBR021W	634	1.68927444795	1071
YBR022W	178	7.68539325843	1368
YBR023C	1166	3.98885077187	4651
YBR024W	302	3.15231788079	952
YBR025C	395	238.083544304	94043
YBR026C	381	15.6482939633	5962
YBR028C	526	3.8897338403	2046
YBR029C	458	10.3296943231	4731
YBR030W	553	2.67811934901	1481
YBR034C	349	29.0200573066	10128
YBR035C	229	47.0436681223	10773
YBR036C	411	16.7712895377	6893
YBR037C	296	5.39864864865	1598
YBR038W	964	7.75518672199	7476
YBR039W	312	48.0865384615	15003
YBR041W	670	4.9447761194	3313
YBR042C	398	5.53768844221	2204
YBR044C	573	1.38045375218	791
YBR046C	335	12.576119403	4213
YBR047W	176	4.10795454545	723
YBR049C	811	14.7053020962	11926
YBR052C	211	30.009478673	6332
YBR053C	359	10.7938718663	3875
YBR055C	900	2.32222222222	2090
YBR056W	502	7.96812749004	4000
YBR056W-A	67	3.07462686567	206
YBR057C	367	6.56675749319	2410
YBR058C	782	8.13427109974	6361
YBR058C-A	81	56.2716049383	4558
YBR059C	1109	5.34715960325	5930
YBR060C	621	4.11433172303	2555
YBR061C	311	16.424437299	5108
YBR065C	365	3.57534246575	1305
YBR066C	221	9.90950226244	2190
YBR067C	211	178.469194313	37657
YBR068C	610	22.9540983607	14002
YBR069C	620	21.5677419355	13372
YBR070C	238	4.46218487395	1062
YBR071W	212	15.1226415094	3206
YBR072W	215	8.68372093023	1867
YBR073W	959	5.89885297185	5657
YBR074W	977	4.66018423746	4553
YBR077C	163	16.0	2608
YBR079C	965	39.9813471503	38582
YBR080C	759	20.837944664	15816
YBR081C	1333	2.48687171793	3315
YBR083W	487	7.54825462012	3676
YBR084W	976	19.7090163934	19236
YBR085C-A	86	53.1511627907	4571
YBR085W	308	5.24025974026	1614
YBR086C	947	10.1731784583	9634
YBR087W	355	11.8873239437	4220
YBR088C	259	50.111969112	12979
YBR091C	110	14.7181818182	1619
YBR094W	754	5.24270557029	3953
YBR095C	431	4.79350348028	2066
YBR096W	231	21.012987013	4854
YBR098W	692	1.06502890173	737
YBR101C	291	36.9278350515	10746
YBR102C	754	4.37665782493	3300
YBR103W	536	3.38059701493	1812
YBR104W	330	10.1242424242	3341
YBR105C	363	3.47107438017	1260
YBR106W	189	251.158730159	47469
YBR109C	148	205.878378378	30470
YBR110W	450	5.13555555556	2311
YBR111C	232	43.375	10063
YBR114W	791	1.18963337547	941
YBR115C	1393	16.2491026561	22635
YBR120C	163	7.72392638037	1259
YBR122C	178	16.2640449438	2895
YBR123C	650	3.77230769231	2452
YBR125C	394	5.20050761421	2049
YBR126C	496	36.2600806452	17985
YBR127C	518	169.78957529	87951
YBR129C	329	4.66565349544	1535
YBR130C	426	9.80281690141	4176
YBR131W	705	1.27943262411	902
YBR132C	597	2.0837520938	1244
YBR133C	828	3.06763285024	2540
YBR137W	180	18.0277777778	3245
YBR138C	525	2.28952380952	1202
YBR139W	509	8.7347740668	4446
YBR140C	3093	1.05722599418	3270
YBR141C	338	3.69526627219	1249
YBR141W-A	32	1.1875	38
YBR142W	774	10.6524547804	8245
YBR143C	438	90.1301369863	39477
YBR146W	279	12.1182795699	3381
YBR149W	345	38.8434782609	13401
YBR151W	317	11.5047318612	3647
YBR152W	292	2.81506849315	822
YBR153W	245	2.83673469388	695
YBR154C	216	76.1018518519	16438
YBR155W	386	17.103626943	6602
YBR156C	699	1.86838340486	1306
YBR157C	256	4.27734375	1095
YBR158W	550	11.2454545455	6185
YBR159W	348	28.0201149425	9751
YBR160W	299	16.0434782609	4797
YBR161W	377	2.66312997347	1004
YBR162C	456	89.8684210526	40980
YBR162W-A	66	94.1515151515	6214
YBR164C	184	39.4782608696	7264
YBR165W	278	5.11151079137	1421
YBR166C	453	9.28035320088	4204
YBR167C	141	7.40425531915	1044
YBR168W	414	0.934782608696	387
YBR170C	581	9.55938037866	5554
YBR171W	207	23.6376811594	4893
YBR172C	741	8.10256410256	6004
YBR173C	149	67.1342281879	10003
YBR175W	316	3.63607594937	1149
YBR176W	313	7.2428115016	2267
YBR177C	452	13.1769911504	5956
YBR179C	856	2.77803738318	2378
YBR183W	317	1.29337539432	410
YBR185C	279	5.66308243728	1580
YBR187W	281	26.8149466192	7535
YBR188C	141	9.76595744681	1377
YBR191W-A	25	3.68	92
YBR192W	378	5.14021164021	1943
YBR193C	224	7.75	1736
YBR194W	124	5.01612903226	622
YBR195C	423	3.93144208038	1663
YBR196C	555	639.963963964	355180
YBR197C	218	4.9495412844	1079
YBR198C	799	8.25156445557	6593
YBR199W	465	11.3247311828	5266
YBR200W	552	5.5615942029	3070
YBR201C-A	68	1.75	119
YBR201W	212	3.60849056604	765
YBR204C	376	3.27127659574	1230
YBR207W	466	6.87982832618	3206
YBR208C	1836	1.23093681917	2260
YBR210W	143	8.37762237762	1198
YBR211C	325	3.95692307692	1286
YBR213W	275	4.34545454545	1195
YBR214W	528	5.08522727273	2685
YBR216C	675	3.78814814815	2557
YBR217W	187	1.73262032086	324
YBR221C	367	99.7929155313	36624
YBR222C	544	17.9522058824	9766
YBR227C	521	5.15163147793	2684
YBR228W	305	1.33770491803	408
YBR229C	955	5.45445026178	5209
YBR230W-A	67	11.4776119403	769
YBR231C	304	4.35526315789	1324
YBR233W	414	5.82367149758	2411
YBR233W-A	95	12.4105263158	1179
YBR234C	385	36.7766233766	14159
YBR235W	1121	1.21944692239	1367
YBR236C	437	8.1533180778	3563
YBR237W	850	1.11882352941	951
YBR238C	732	4.09153005464	2995
YBR239C	530	1.25660377358	666
YBR241C	489	1.94887525562	953
YBR242W	239	11.8451882845	2831
YBR243C	449	5.18040089087	2326
YBR244W	163	40.7423312883	6641
YBR245C	1130	9.75309734513	11021
YBR246W	388	5.84278350515	2267
YBR247C	484	21.291322314	10305
YBR248C	553	17.643761302	9757
YBR249C	371	143.272237197	53154
YBR251W	308	8.15584415584	2512
YBR252W	148	58.0878378378	8597
YBR253W	122	9.09836065574	1110
YBR254C	176	10.4034090909	1831
YBR255W	695	1.15251798561	801
YBR256C	239	13.5606694561	3241
YBR257W	280	5.42857142857	1520
YBR258C	143	4.18181818182	598
YBR260C	667	4.78260869565	3190
YBR261C	233	29.3862660944	6847
YBR262C	107	11.1775700935	1196
YBR263W	491	59.3380855397	29135
YBR264C	200	8.38	1676
YBR265W	321	12.6417445483	4058
YBR267W	394	16.9111675127	6663
YBR268W	106	21.2452830189	2252
YBR269C	139	22.5035971223	3128
YBR271W	420	5.09047619048	2138
YBR272C	481	4.66528066528	2244
YBR273C	437	9.85125858124	4305
YBR274W	528	2.24621212121	1186
YBR275C	1917	1.26708398539	2429
YBR276C	808	1.07301980198	867
YBR278W	202	5.64851485149	1141
YBR279W	446	12.2331838565	5456
YBR280C	638	1.18495297806	756
YBR281C	879	4.57679180887	4023
YBR282W	147	16.7551020408	2463
YBR283C	491	46.8961303462	23026
YBR286W	538	130.345724907	70126
YBR287W	428	8.64485981308	3700
YBR288C	484	8.0041322314	3874
YBR290W	322	8.01863354037	2582
YBR291C	300	3.55666666667	1067
YBR296C	575	4.1652173913	2395
YCL001W	189	34.9947089947	6614
YCL005W	257	2.73929961089	704
YCL008C	386	4.30829015544	1663
YCL009C	310	103.906451613	32211
YCL010C	260	6.36153846154	1654
YCL011C	428	24.3294392523	10413
YCL014W	1637	2.41356139279	3951
YCL016C	381	2.61942257218	998
YCL017C	498	22.1586345382	11035
YCL024W	1038	1.23506743738	1282
YCL026C-B	194	7.81958762887	1517
YCL027W	513	1.3820662768	709
YCL029C	441	5.11337868481	2255
YCL030C	800	33.3225	26658
YCL031C	298	18.0503355705	5379
YCL032W	347	3.70028818444	1284
YCL033C	169	17.7810650888	3005
YCL034W	355	16.3577464789	5807
YCL035C	111	91.2882882883	10133
YCL036W	567	2.34920634921	1332
YCL037C	435	128.496551724	55896
YCL038C	529	2.0831758034	1102
YCL039W	746	2.17828418231	1625
YCL044C	418	6.12440191388	2560
YCL045C	761	18.7082785808	14237
YCL047C	259	6.31274131274	1635
YCL049C	313	2.8338658147	887
YCL050C	322	120.375776398	38761
YCL051W	584	2.3698630137	1384
YCL052C	417	3.64268585132	1519
YCL054W	842	12.067695962	10161
YCL054W-A	29	10.1379310345	294
YCL055W	336	7.61011904762	2557
YCL056C	145	1.98620689655	288
YCL057C-A	98	71.8979591837	7046
YCL057W	713	18.9312762973	13498
YCL058W-A	114	15.8333333333	1805
YCL059C	317	38.2492113565	12125
YCL061C	1097	2.68459434822	2945
YCL063W	424	4.40566037736	1868
YCL064C	361	124.811634349	45057
YCR002C	323	28.2941176471	9139
YCR003W	184	11.0543478261	2034
YCR004C	248	67.4516129032	16728
YCR005C	461	33.3817787419	15389
YCR008W	604	5.40066225166	3262
YCR009C	266	40.7481203008	10839
YCR011C	1050	7.30761904762	7673
YCR012W	417	3023.68585132	1260877
YCR015C	318	2.38679245283	759
YCR016W	291	18.9621993127	5518
YCR017C	954	6.00314465409	5727
YCR018C	222	5.34234234234	1186
YCR019W	364	2.11263736264	769
YCR020C-A	89	20.9438202247	1864
YCR020W-B	79	16.3164556962	1289
YCR023C	612	1.39379084967	853
YCR024C	493	1.08722109533	536
YCR026C	743	2.95154777927	2193
YCR027C	210	3.98571428571	837
YCR028C	513	2.95711500975	1517
YCR030C	871	7.27898966705	6340
YCR033W	1227	2.75142624287	3376
YCR034W	348	49.7586206897	17316
YCR035C	395	10.9341772152	4319
YCR036W	334	10.0269461078	3349
YCR042C	1408	3.19389204545	4497
YCR043C	128	32.578125	4170
YCR044C	358	5.80167597765	2077
YCR046C	170	19.6352941176	3338
YCR047C	276	15.1775362319	4189
YCR048W	611	7.6759410802	4690
YCR051W	223	36.1479820628	8061
YCR052W	484	12.4297520661	6016
YCR053W	515	151.916504854	78237
YCR054C	564	3.68262411348	2077
YCR057C	924	11.1937229437	10343
YCR059C	259	9.77992277992	2533
YCR060W	112	17.7589285714	1989
YCR063W	158	4.79113924051	757
YCR065W	565	6.80353982301	3844
YCR066W	488	1.40573770492	686
YCR068W	521	1.6679462572	869
YCR069W	319	15.6896551724	5005
YCR071C	147	12.2448979592	1800
YCR072C	516	14.007751938	7228
YCR073W-A	316	14.7310126582	4655
YCR075C	261	2.92720306513	764
YCR075W-A	76	19.2763157895	1465
YCR076C	251	6.05976095618	1521
YCR077C	797	17.9171894605	14280
YCR081W	1428	1.11134453782	1587
YCR082W	129	31.992248062	4127
YCR083W	128	19.234375	2462
YCR084C	714	19.1008403361	13638
YCR086W	191	7.59685863874	1451
YCR088W	593	82.3760539629	48849
YCR090C	183	19.7595628415	3616
YCR092C	1019	1.9842983317	2022
YCR093W	2109	6.59506875296	13909
YCR094W	392	7.19132653061	2819
YCR095C	363	3.04958677686	1107
YDL001W	431	3.77030162413	1625
YDL002C	204	11.4558823529	2337
YDL003W	567	6.38624338624	3621
YDL004W	161	66.2236024845	10662
YDL006W	282	6.40780141844	1807
YDL007W	438	46.4223744292	20333
YDL008W	166	10.3192771084	1713
YDL010W	232	8.625	2001
YDL013W	620	2.42903225806	1506
YDL015C	311	53.0032154341	16484
YDL017W	508	2.00984251969	1021
YDL018C	226	8.8185840708	1993
YDL019C	1284	3.89485981308	5001
YDL020C	532	10.8721804511	5784
YDL021W	312	2.57692307692	804
YDL022W	392	62.1403061224	24359
YDL025C	621	2.0305958132	1261
YDL027C	421	1.70071258907	716
YDL028C	765	2.34640522876	1795
YDL030W	531	2.80790960452	1491
YDL031W	996	13.702811245	13648
YDL033C	418	1.17464114833	491
YDL036C	463	3.37580993521	1563
YDL040C	855	22.0140350877	18822
YDL042C	563	4.69982238011	2646
YDL043C	267	8.15355805243	2177
YDL044C	441	2.75056689342	1213
YDL045C	307	4.05537459283	1245
YDL045W-A	96	24.90625	2391
YDL046W	174	41.683908046	7253
YDL047W	312	15.5769230769	4860
YDL051W	276	75.2644927536	20773
YDL052C	304	20.3585526316	6189
YDL053C	186	26.6397849462	4955
YDL054C	487	3.62422997947	1765
YDL055C	362	463.729281768	167870
YDL056W	834	3.01918465228	2518
YDL057W	329	2.27963525836	750
YDL058W	1791	4.50977107761	8077
YDL059C	239	2.18828451883	523
YDL060W	789	12.7908745247	10092
YDL063C	621	10.5748792271	6567
YDL065C	343	14.6239067055	5016
YDL066W	429	71.9976689977	30887
YDL067C	60	71.7833333333	4307
YDL069C	230	1.46956521739	338
YDL070W	639	11.1330203443	7114
YDL072C	204	34.568627451	7052
YDL073W	985	1.23756345178	1219
YDL074C	701	8.04707560628	5641
YDL076C	295	6.18305084746	1824
YDL077C	1050	1.4180952381	1489
YDL078C	344	33.8226744186	11635
YDL084W	447	173.053691275	77355
YDL085C-A	69	40.7246376812	2810
YDL086W	274	21.3102189781	5839
YDL087C	262	3.42366412214	897
YDL088C	529	7.17202268431	3794
YDL089W	485	2.39587628866	1162
YDL090C	432	3.71296296296	1604
YDL091C	456	1.76096491228	803
YDL092W	147	36.0272108844	5296
YDL093W	744	3.46774193548	2580
YDL095W	818	27.6271393643	22599
YDL097C	435	48.1586206897	20949
YDL098C	195	5.23076923077	1020
YDL099W	342	17.1783625731	5875
YDL100C	355	99.9746478873	35491
YDL101C	514	4.51361867704	2320
YDL102W	1098	5.06193078324	5558
YDL103C	478	22.5564853556	10782
YDL105W	403	2.05459057072	828
YDL107W	352	1.70738636364	601
YDL110C	151	9.88741721854	1493
YDL111C	266	15.2819548872	4065
YDL112W	1437	5.66945024356	8147
YDL113C	641	2.60530421217	1670
YDL116W	727	6.50618982118	4730
YDL117W	886	3.28329571106	2909
YDL119C	308	2.55519480519	787
YDL120W	175	22.4285714286	3925
YDL121C	150	28.6933333333	4304
YDL122W	810	7.25925925926	5880
YDL123W	141	8.18439716312	1154
YDL124W	313	41.8370607029	13095
YDL126C	836	131.436602871	109881
YDL127W	309	4.66343042071	1441
YDL128W	412	15.2208737864	6271
YDL129W	292	2.34246575342	684
YDL130W-A	87	23.6896551724	2061
YDL132W	816	9.15318627451	7469
YDL133W	438	2.40410958904	1053
YDL135C	203	40.1477832512	8150
YDL139C	224	2.96428571429	664
YDL140C	1734	18.2935409458	31721
YDL141W	691	6.21997105644	4298
YDL142C	284	3.32746478873	945
YDL143W	529	51.3497164461	27164
YDL144C	357	7.85434173669	2804
YDL145C	1202	21.6164725458	25983
YDL146W	492	1.42682926829	702
YDL147W	446	47.0044843049	20964
YDL148C	811	15.6818742293	12718
YDL150W	423	10.829787234	4581
YDL153C	611	19.0785597381	11657
YDL155W	428	5.10280373832	2184
YDL156W	523	2.28489483748	1195
YDL157C	119	52.7058823529	6272
YDL159W	516	3.19573643411	1649
YDL160C	507	58.550295858	29685
YDL160C-A	81	13.0987654321	1061
YDL164C	756	5.0753968254	3837
YDL165W	192	21.46875	4122
YDL166C	198	24.1111111111	4774
YDL167C	720	6.775	4878
YDL168W	387	34.2739018088	13264
YDL170W	529	1.63137996219	863
YDL171C	2146	11.9678471575	25683
YDL174C	588	4.02551020408	2367
YDL175C	345	5.69565217391	1965
YDL177C	171	2.66666666667	456
YDL178W	531	8.22787193974	4369
YDL179W	305	5.67540983607	1731
YDL180W	548	1.47080291971	806
YDL181W	86	8.68604651163	747
YDL183C	321	1.19003115265	382
YDL185W	1072	161.97108209	173633
YDL189W	458	6.94323144105	3180
YDL190C	962	7.58731808732	7299
YDL193W	376	11.8643617021	4461
YDL195W	1274	28.5832025118	36415
YDL197C	526	0.956273764259	503
YDL198C	301	15.2259136213	4583
YDL200C	189	4.4126984127	834
YDL201W	287	25.2996515679	7261
YDL202W	250	9.08	2270
YDL203C	624	3.33173076923	2079
YDL205C	328	11.887195122	3899
YDL207W	539	4.03525046382	2175
YDL208W	157	133.261146497	20922
YDL209C	340	2.80882352941	955
YDL211C	373	1.05898123324	395
YDL212W	211	46.4739336493	9806
YDL213C	226	34.3362831858	7760
YDL215C	1093	3.0384263495	3321
YDL216C	441	1.01133786848	446
YDL217C	208	12.0769230769	2512
YDL224C	650	5.36615384615	3488
YDL225W	552	14.8206521739	8181
YDL226C	353	43.8725212465	15487
YDL227C	587	13.4395229983	7889
YDL230W	336	3.68452380952	1238
YDL232W	37	75.7027027027	2801
YDL233W	459	2.93464052288	1347
YDL234C	747	2.32128514056	1734
YDL235C	168	26.9702380952	4531
YDL236W	313	33.9361022364	10622
YDL237W	391	9.85677749361	3854
YDL240W	1018	1.43123772102	1457
YDL241W	124	9.22580645161	1144
YDR002W	202	268.371287129	54211
YDR003W	211	4.80568720379	1014
YDR006C	902	3.76496674058	3396
YDR007W	225	9.08444444444	2044
YDR011W	1502	8.52529960053	12805
YDR013W	209	6.05263157895	1265
YDR014W	648	1.23765432099	802
YDR016C	95	13.9894736842	1329
YDR017C	1051	4.013320647	4218
YDR019C	401	15.5236907731	6225
YDR020C	233	5.26180257511	1226
YDR021W	400	4.4325	1773
YDR022C	197	3.1421319797	619
YDR023W	463	186.568034557	86381
YDR027C	890	2.1808988764	1941
YDR028C	1015	8.64532019704	8775
YDR031W	122	6.76229508197	825
YDR032C	199	86.9949748744	17312
YDR034C	791	3.42351453856	2708
YDR034W-B	52	1.11538461538	58
YDR035W	371	35.74393531	13261
YDR036C	501	9.28143712575	4650
YDR037W	592	191.704391892	113489
YDR041W	204	11.5833333333	2363
YDR043C	232	3.5775862069	830
YDR044W	329	25.8054711246	8490
YDR045C	111	26.4774774775	2939
YDR046C	605	10.5785123967	6400
YDR047W	363	10.9063360882	3959
YDR049W	633	4.19747235387	2657
YDR050C	249	2131.23694779	530678
YDR051C	335	8.82388059701	2956
YDR052C	705	3.60425531915	2541
YDR054C	296	22.277027027	6594
YDR055W	445	26.8112359551	11931
YDR056C	206	21.9368932039	4519
YDR057W	543	3.08839779006	1677
YDR058C	327	1.50764525994	493
YDR060W	1026	19.3625730994	19866
YDR061W	540	3.40185185185	1837
YDR062W	562	17.4430604982	9803
YDR063W	150	23.2066666667	3481
YDR065W	366	1.06557377049	390
YDR066C	197	2.3654822335	466
YDR067C	225	3.67111111111	826
YDR068W	311	11.4372990354	3557
YDR071C	192	84.0416666667	16136
YDR072C	528	6.79924242424	3590
YDR074W	897	7.91750278707	7102
YDR075W	309	5.47896440129	1693
YDR078C	224	1.44196428571	323
YDR079C-A	73	14.6301369863	1068
YDR079W	112	10.1160714286	1133
YDR081C	926	2.33045356371	2158
YDR083W	393	15.2697201018	6001
YDR084C	200	13.88	2776
YDR086C	81	221.37037037	17931
YDR087C	279	30.6559139785	8553
YDR088C	383	3.61096605744	1383
YDR089W	870	3.74482758621	3258
YDR090C	311	3.30225080386	1027
YDR091C	609	36.2315270936	22065
YDR096W	895	2.01229050279	1801
YDR097C	1243	5.08205953339	6317
YDR098C	251	59.1752988048	14853
YDR100W	144	26.0833333333	3756
YDR101C	594	23.8821548822	14186
YDR103W	918	3.22440087146	2960
YDR105C	474	4.58016877637	2171
YDR107C	673	2.39821693908	1614
YDR108W	699	1.76537911302	1234
YDR109C	716	1.39664804469	1000
YDR110W	567	4.30511463845	2441
YDR111C	508	3.05708661417	1553
YDR113C	374	7.2513368984	2712
YDR115W	106	22.0566037736	2338
YDR116C	286	8.51748251748	2436
YDR117C	566	8.6554770318	4899
YDR119W	769	11.8296488947	9097
YDR120C	571	17.8143607706	10172
YDR121W	197	17.0710659898	3363
YDR122W	1065	3.62910798122	3865
YDR123C	305	3.20655737705	978
YDR127W	1589	20.3064820642	32267
YDR128W	1149	1.36292428198	1566
YDR130C	292	4.44863013699	1299
YDR131C	557	0.980251346499	546
YDR132C	496	1.27419354839	632
YDR135C	1516	4.9518469657	7507
YDR137W	664	2.16415662651	1437
YDR138W	753	2.97211155378	2238
YDR140W	222	8.8018018018	1954
YDR141C	1699	3.2095350206	5453
YDR142C	376	1.59840425532	601
YDR143C	611	6.65302782324	4065
YDR144C	597	10.8391959799	6471
YDR146C	710	7.33661971831	5209
YDR147W	535	3.81682242991	2042
YDR148C	464	25.9762931034	12053
YDR151C	326	11.9969325153	3911
YDR152W	266	24.8383458647	6607
YDR153C	412	16.1019417476	6634
YDR158W	366	158.207650273	57904
YDR159W	1302	1.33717357911	1741
YDR161W	388	22.2448453608	8631
YDR162C	237	8.72151898734	2067
YDR163W	176	8.48863636364	1494
YDR164C	725	3.23862068966	2348
YDR165W	445	21.5595505618	9594
YDR166C	972	3.66975308642	3567
YDR167W	207	19.1256038647	3959
YDR168W	507	35.8875739645	18195
YDR169C	514	4.82490272374	2480
YDR171W	376	7.125	2679
YDR172W	686	80.3950437318	55151
YDR175C	320	9.234375	2955
YDR176W	703	4.41394025605	3103
YDR177W	216	50.125	10827
YDR178W	182	15.5714285714	2834
YDR179C	163	4.47239263804	729
YDR179W-A	464	1.34482758621	624
YDR180W	1494	1.67871485944	2508
YDR181C	482	2.11203319502	1018
YDR182W	492	7.50203252033	3691
YDR183W	231	5.99134199134	1384
YDR185C	180	1.3	234
YDR188W	547	51.9689213894	28427
YDR189W	667	12.5682158921	8383
YDR190C	464	39.7931034483	18464
YDR191W	371	2.12129380054	787
YDR192C	431	7.17865429234	3094
YDR194C	665	9.79248120301	6512
YDR195W	534	4.84269662921	2586
YDR196C	242	8.26446280992	2000
YDR197W	390	1.93333333333	754
YDR198C	480	2.42291666667	1163
YDR200C	605	2.37520661157	1437
YDR201W	166	9.47590361446	1573
YDR202C	352	4.07670454545	1435
YDR204W	336	5.99702380952	2015
YDR205W	725	1.87862068966	1362
YDR206W	885	2.84745762712	2520
YDR207C	837	3.52807646356	2953
YDR208W	780	5.85	4563
YDR211W	713	17.3001402525	12335
YDR212W	560	53.5214285714	29972
YDR213W	914	2.69584245077	2464
YDR214W	351	56.6666666667	19890
YDR216W	1324	1.03247734139	1367
YDR217C	1310	2.3213740458	3041
YDR219C	466	3.15665236052	1471
YDR221W	703	4.14082503556	2911
YDR222W	416	4.25240384615	1769
YDR226W	223	429.143497758	95699
YDR227W	1359	1.88447387785	2561
YDR229W	454	4.98017621145	2261
YDR231C	206	6.06796116505	1250
YDR232W	549	25.4863387978	13992
YDR233C	296	124.652027027	36897
YDR234W	694	9.38616714697	6514
YDR235W	545	2.72844036697	1487
YDR236C	219	5.36529680365	1175
YDR237W	293	9.07849829352	2660
YDR238C	974	28.0287474333	27300
YDR239C	788	3.03299492386	2390
YDR240C	493	2.87423935091	1417
YDR243C	589	3.04753820034	1795
YDR244W	613	4.90701468189	3008
YDR245W	394	11.0253807107	4344
YDR246W	220	7.85909090909	1729
YDR248C	194	8.59278350515	1667
YDR251W	831	3.66305655836	3044
YDR254W	459	1.46187363834	671
YDR255C	422	1.38388625592	584
YDR257C	495	5.99595959596	2968
YDR258C	812	10.9261083744	8872
YDR259C	384	0.8515625	327
YDR260C	171	7.43859649123	1272
YDR261C	563	7.98756660746	4497
YDR262W	273	7.83882783883	2140
YDR264C	765	13.4183006536	10265
YDR265W	338	1.67455621302	566
YDR266C	640	10.2625	6568
YDR267C	331	6.40483383686	2120
YDR268W	380	3.15526315789	1199
YDR270W	1005	2.46766169154	2480
YDR276C	56	380.625	21315
YDR279W	351	5.17094017094	1815
YDR280W	306	13.8921568627	4251
