Gene	Length(codons)	Average reads (per codon)	Sum of reads
YBR195C	423	5.1158392435	2164
YBR196C	555	771.868468468	428387
YBR197C	218	6.8623853211	1496
YBR198C	799	10.3216520651	8247
YBR199W	465	14.7548387097	6861
YBR200W	552	6.87862318841	3797
YBR201C-A	68	1.82352941176	124
YBR201W	212	4.78301886792	1014
YBR204C	376	3.85372340426	1449
YBR207W	466	10.0858369099	4700
YBR210W	143	11.034965035	1578
YBR211C	325	5.05230769231	1642
YBR213W	275	4.93454545455	1357
YBR214W	528	5.24621212121	2770
YBR216C	675	4.60444444444	3108
YBR217W	187	2.23529411765	418
YBR221C	367	124.989100817	45871
YBR222C	544	19.7591911765	10749
YBR223C	545	1.12660550459	614
YBR227C	521	7.23032629559	3767
YBR228W	305	1.89836065574	579
YBR229C	955	7.12041884817	6800
YBR230W-A	67	14.7611940299	989
YBR231C	304	5.19407894737	1579
YBR233W	414	6.71256038647	2779
YBR233W-A	95	14.4526315789	1373
YBR234C	385	45.6909090909	17591
YBR235W	1121	1.59768064228	1791
YBR236C	437	10.5377574371	4605
YBR237W	850	1.42352941176	1210
YBR238C	732	5.09016393443	3726
YBR239C	530	1.54905660377	821
YBR241C	489	2.40081799591	1174
YBR242W	239	15.5062761506	3706
YBR243C	449	7.41202672606	3328
YBR244W	163	49.7668711656	8112
YBR245C	1130	12.5840707965	14220
YBR246W	388	7.94329896907	3082
YBR247C	484	29.0351239669	14053
YBR248C	553	22.3743218807	12373
YBR249C	371	176.342318059	65423
YBR251W	308	10.1266233766	3119
YBR252W	148	71.1959459459	10537
YBR253W	122	11.1803278689	1364
YBR254C	176	12.7443181818	2243
YBR256C	239	16.9456066946	4050
YBR257W	280	7.43571428571	2082
YBR258C	143	5.65734265734	809
YBR260C	667	6.19340329835	4131
YBR261C	233	37.0815450644	8640
YBR262C	107	13.7943925234	1476
YBR263W	491	75.5906313646	37115
YBR264C	200	10.5	2100
YBR265W	321	15.46105919	4963
YBR267W	394	22.1319796954	8720
YBR268W	106	25.8679245283	2742
YBR269C	139	28.2877697842	3932
YBR271W	420	6.85714285714	2880
YBR272C	481	5.9604989605	2867
YBR273C	437	12.4370709382	5435
YBR274W	528	2.86553030303	1513
YBR275C	1917	1.56651017214	3003
YBR276C	808	1.4702970297	1188
YBR279W	446	16.1367713004	7197
YBR280C	638	1.48432601881	947
YBR281C	879	5.63139931741	4950
YBR282W	147	20.8571428571	3066
YBR283C	491	62.4867617108	30681
YBR286W	538	166.953531599	89821
YBR287W	428	11.4485981308	4900
YBR288C	484	9.94214876033	4812
YBR290W	322	10.5652173913	3402
YBR291C	300	4.67	1401
YBR296C	575	5.74608695652	3304
YCL001W	189	44.4920634921	8409
YCL005W	257	3.30350194553	849
YCL008C	386	5.52331606218	2132
YCL009C	310	127.25483871	39449
YCL010C	260	7.88076923077	2049
YCL011C	428	30.8948598131	13223
YCL014W	1637	2.90836896762	4761
YCL016C	381	3.39895013123	1295
YCL017C	498	28.4759036145	14181
YCL024W	1038	1.59826589595	1659
YCL026C-B	194	10.4536082474	2028
YCL027W	513	1.4269005848	732
YCL029C	441	6.50113378685	2867
YCL030C	800	40.08375	32067
YCL031C	298	23.7818791946	7087
YCL032W	347	4.68876080692	1627
YCL033C	169	20.9704142012	3544
YCL034W	355	19.3971830986	6886
YCL035C	111	113.063063063	12550
YCL036W	567	3.15167548501	1787
YCL037C	435	160.190804598	69683
YCL038C	529	2.8034026465	1483
YCL039W	746	2.50670241287	1870
YCL044C	418	7.55980861244	3160
YCL045C	761	25.7950065703	19630
YCL047C	259	7.76061776062	2010
YCL049C	313	3.37380191693	1056
YCL050C	322	147.779503106	47585
YCL051W	584	2.98116438356	1741
YCL052C	417	4.67386091127	1949
YCL054W	842	15.7897862233	13295
YCL054W-A	29	10.1724137931	295
YCL055W	336	8.92261904762	2998
YCL056C	145	2.53793103448	368
YCL057C-A	98	86.2551020408	8453
YCL057W	713	24.1781206171	17239
YCL058W-A	114	21.4912280702	2450
YCL059C	317	51.9495268139	16468
YCL061C	1097	3.23701002735	3551
YCL063W	424	5.33018867925	2260
YCL064C	361	157.908587258	57005
YCR002C	323	35.9752321981	11620
YCR003W	184	12.902173913	2374
YCR004C	248	83.4879032258	20705
YCR005C	461	38.3036876356	17658
YCR008W	604	6.90231788079	4169
YCR009C	266	52.0751879699	13852
YCR011C	1050	10.3476190476	10865
YCR012W	417	3556.97122302	1483257
YCR015C	318	3.06289308176	974
YCR016W	291	25.4364261168	7402
YCR017C	954	8.16981132075	7794
YCR018C	222	7.42342342342	1648
YCR019W	364	2.31593406593	843
YCR020C-A	89	24.1348314607	2148
YCR020W-B	79	21.3037974684	1683
YCR023C	612	1.89379084967	1159
YCR024C	493	1.37931034483	680
YCR026C	743	3.74293405114	2781
YCR027C	210	5.29047619048	1111
YCR028C	513	4.13450292398	2121
YCR030C	871	8.85074626866	7709
YCR033W	1227	3.27302363488	4016
YCR034W	348	66.4396551724	23121
YCR035C	395	14.6151898734	5773
YCR036W	334	12.5988023952	4208
YCR042C	1408	3.76775568182	5305
YCR043C	128	44.6640625	5717
YCR044C	358	8.15921787709	2921
YCR046C	170	22.4823529412	3822
YCR047C	276	19.6666666667	5428
YCR048W	611	10.5204582651	6428
YCR051W	223	45.600896861	10169
YCR052W	484	16.0289256198	7758
YCR053W	515	184.780582524	95162
YCR054C	564	4.56028368794	2572
YCR057C	924	14.5833333333	13475
YCR059C	259	12.3667953668	3203
YCR060W	112	21.1964285714	2374
YCR061W	632	8.93512658228	5647
YCR063W	158	6.04430379747	955
YCR065W	565	8.53097345133	4820
YCR066W	488	1.57786885246	770
YCR067C	1066	5.97842401501	6373
YCR068W	521	2.2226487524	1158
YCR069W	319	19.6896551724	6281
YCR071C	147	15.2040816327	2235
YCR072C	516	19.7034883721	10167
YCR073W-A	316	17.503164557	5531
YCR075C	261	3.65517241379	954
YCR075W-A	76	23.3026315789	1771
YCR076C	251	7.52988047809	1890
YCR077C	797	22.0489335006	17573
YCR079W	443	1.05643340858	468
YCR081W	1428	1.44397759104	2062
YCR082W	129	40.3100775194	5200
YCR083W	128	24.3828125	3121
YCR084C	714	22.8207282913	16294
YCR086W	191	9.28272251309	1773
YCR087C-A	154	51.5649350649	7941
YCR088W	593	100.765598651	59754
YCR090C	183	26.0327868852	4764
YCR092C	1019	2.63199214917	2682
YCR093W	2109	8.00900900901	16891
YCR094W	392	9.82653061224	3852
YCR095C	363	3.91460055096	1421
YDL001W	431	4.97679814385	2145
YDL002C	204	15.318627451	3125
YDL003W	567	7.87301587302	4464
YDL004W	161	84.0310559006	13529
YDL006W	282	8.4609929078	2386
YDL007W	438	58.8812785388	25790
YDL008W	166	12.0903614458	2007
YDL010W	232	11.7327586207	2722
YDL013W	620	3.06451612903	1900
YDL015C	311	70.2829581994	21858
YDL017W	508	2.63582677165	1339
YDL018C	226	11.8053097345	2668
YDL019C	1284	5.03660436137	6467
YDL020C	532	13.219924812	7033
YDL021W	312	2.8108974359	877
YDL022W	392	72.7168367347	28505
YDL025C	621	2.45571658615	1525
YDL027C	421	2.21852731591	934
YDL028C	765	2.81045751634	2150
YDL030W	531	3.74576271186	1989
YDL031W	996	18.5411646586	18467
YDL033C	418	1.31339712919	549
YDL036C	463	4.28509719222	1984
YDL040C	855	27.6362573099	23629
YDL042C	563	6.1865008881	3483
YDL043C	267	10.797752809	2883
YDL044C	441	3.38095238095	1491
YDL045C	307	5.21172638436	1600
YDL045W-A	96	30.3229166667	2911
YDL046W	174	53.8908045977	9377
YDL047W	312	19.3621794872	6041
YDL051W	276	98.402173913	27159
YDL052C	304	28.0986842105	8542
YDL053C	186	30.5430107527	5681
YDL054C	487	4.60369609856	2242
YDL055C	362	577.422651934	209027
YDL056W	834	3.97122302158	3312
YDL057W	329	2.96048632219	974
YDL058W	1791	5.38860971524	9651
YDL059C	239	2.37238493724	567
YDL060W	789	17.4309252218	13753
YDL063C	621	14.4428341385	8969
YDL065C	343	18.9825072886	6511
YDL066W	429	96.1631701632	41254
YDL067C	60	92.4833333333	5549
YDL069C	230	1.61739130435	372
YDL070W	639	14.0594679186	8984
YDL072C	204	44.6715686275	9113
YDL073W	985	1.49543147208	1473
YDL074C	701	10.0128388017	7019
YDL076C	295	7.56610169492	2232
YDL077C	1050	1.84571428571	1938
YDL078C	344	41.9098837209	14417
YDL080C	610	1.31803278689	804
YDL084W	447	218.532438479	97684
YDL085C-A	69	50.6086956522	3492
YDL086W	274	26.7299270073	7324
YDL087C	262	4.07251908397	1067
YDL088C	529	8.72967863894	4618
YDL089W	485	2.69690721649	1308
YDL090C	432	4.52777777778	1956
YDL091C	456	2.10087719298	958
YDL092W	147	47.1156462585	6926
YDL093W	744	4.46370967742	3321
YDL095W	818	38.5146699267	31505
YDL097C	435	60.1977011494	26186
YDL098C	195	6.61025641026	1289
YDL099W	342	22.0	7524
YDL100C	355	126.23943662	44815
YDL101C	514	5.51167315175	2833
YDL102W	1098	6.48633879781	7122
YDL103C	478	28.5334728033	13639
YDL105W	403	2.62034739454	1056
YDL107W	352	2.17045454545	764
YDL110C	151	11.3973509934	1721
YDL111C	266	19.454887218	5175
YDL112W	1437	7.02853166319	10100
YDL113C	641	3.30733229329	2120
YDL116W	727	8.36451169188	6081
YDL117W	886	4.25169300226	3767
YDL119C	308	3.06818181818	945
YDL120W	175	26.8514285714	4699
YDL121C	150	36.82	5523
YDL122W	810	9.42222222222	7632
YDL123W	141	10.0141843972	1412
YDL124W	313	56.7763578275	17771
YDL126C	836	166.342105263	139062
YDL127W	309	5.92556634304	1831
YDL128W	412	20.7378640777	8544
YDL129W	292	3.17465753425	927
YDL130W-A	87	27.2873563218	2374
YDL132W	816	11.1519607843	9100
YDL133W	438	3.13698630137	1374
YDL135C	203	51.2216748768	10398
YDL139C	224	3.90178571429	874
YDL140C	1734	22.8811995386	39676
YDL141W	691	7.94356005789	5489
YDL142C	284	4.3485915493	1235
YDL143W	529	62.7164461248	33177
YDL144C	357	9.67507002801	3454
YDL145C	1202	27.4841930116	33036
YDL146W	492	1.87601626016	923
YDL147W	446	59.8542600897	26695
YDL148C	811	21.5178791615	17451
YDL150W	423	14.8014184397	6261
YDL153C	611	25.2127659574	15405
YDL155W	428	6.72897196262	2880
YDL156W	523	2.91969407266	1527
YDL157C	119	70.5882352941	8400
YDL159W	516	4.05426356589	2092
YDL160C	507	72.7278106509	36873
YDL160C-A	81	17.1728395062	1391
YDL164C	756	6.5291005291	4936
YDL165W	192	26.0989583333	5011
YDL166C	198	31.0656565657	6151
YDL167C	720	8.90416666667	6411
YDL168W	387	45.7674418605	17712
YDL170W	529	2.2741020794	1203
YDL171C	2146	11.0172413793	23643
YDL174C	588	5.09863945578	2998
YDL175C	345	7.12173913043	2457
YDL176W	709	1.00705218618	714
YDL177C	171	3.52631578947	603
YDL178W	531	10.0998116761	5363
YDL179W	305	7.25901639344	2214
YDL180W	548	1.98905109489	1090
YDL181W	86	10.5697674419	909
YDL183C	321	1.32398753894	425
YDL185W	1072	204.763059701	219506
YDL189W	458	9.0	4122
YDL190C	962	8.86486486486	8528
YDL193W	376	15.6808510638	5896
YDL195W	1274	34.3500784929	43762
YDL197C	526	1.24714828897	656
YDL198C	301	18.8205980066	5665
YDL200C	189	5.38624338624	1018
YDL201W	287	34.4320557491	9882
YDL202W	250	10.932	2733
YDL203C	624	4.17467948718	2605
YDL205C	328	14.7957317073	4853
YDL207W	539	5.33766233766	2877
YDL208W	157	175.929936306	27621
YDL209C	340	3.61470588235	1229
YDL211C	373	1.13941018767	425
YDL212W	211	60.3933649289	12743
YDL213C	226	46.296460177	10463
YDL215C	1093	3.46386093321	3786
YDL216C	441	1.41723356009	625
YDL217C	208	14.8125	3081
YDL220C	925	1.08432432432	1003
YDL224C	650	6.34307692308	4123
YDL225W	552	18.8224637681	10390
YDL226C	353	55.8498583569	19715
YDL227C	587	17.8449744463	10475
YDL230W	336	4.47619047619	1504
YDL232W	37	95.7567567568	3543
YDL233W	459	3.39433551198	1558
YDL234C	747	2.99464524766	2237
YDL235C	168	36.7202380952	6169
YDL236W	313	43.7763578275	13702
YDL237W	391	12.7237851662	4975
YDL240W	1018	1.70432220039	1735
YDL241W	124	12.75	1581
YDR002W	202	336.772277228	68028
YDR003W	211	5.68246445498	1199
YDR004W	461	1.58134490239	729
YDR006C	902	4.97006651885	4483
YDR007W	225	10.9244444444	2458
YDR011W	1502	10.8295605859	16266
YDR013W	209	7.55502392344	1579
YDR014W	648	1.63117283951	1057
YDR016C	95	16.9684210526	1612
YDR017C	1051	5.19505233111	5460
YDR019C	401	18.1795511222	7290
YDR020C	233	7.08154506438	1650
YDR021W	400	6.3775	2551
YDR022C	197	3.7614213198	741
YDR023W	463	240.084233261	111159
YDR027C	890	2.76966292135	2465
YDR028C	1015	10.4719211823	10629
YDR031W	122	9.09836065574	1110
YDR032C	199	108.386934673	21569
YDR034C	791	4.1188369153	3258
YDR034W-B	52	1.34615384615	70
YDR035W	371	44.730458221	16595
YDR036C	501	11.3532934132	5688
YDR037W	592	247.662162162	146616
YDR041W	204	13.6323529412	2781
YDR043C	232	4.46551724138	1036
YDR044W	329	29.3525835866	9657
YDR045C	111	34.5045045045	3830
YDR046C	605	14.3801652893	8700
YDR047W	363	13.7052341598	4975
YDR049W	633	5.43127962085	3438
YDR050C	249	2670.83534137	665038
YDR051C	335	11.247761194	3768
YDR052C	705	4.7134751773	3323
YDR054C	296	28.3783783784	8400
YDR055W	445	32.991011236	14681
YDR056C	206	29.7184466019	6122
YDR057W	543	4.54511970534	2468
YDR058C	327	1.81039755352	592
YDR060W	1026	25.0419103314	25693
YDR061W	540	4.16481481481	2249
YDR062W	562	23.128113879	12998
YDR063W	150	28.9066666667	4336
YDR065W	366	1.3306010929	487
YDR066C	197	2.81218274112	554
YDR067C	225	4.68888888889	1055
YDR068W	311	15.0932475884	4694
YDR070C	94	0.808510638298	76
YDR071C	192	110.994791667	21311
YDR072C	528	8.04545454545	4248
YDR074W	897	8.9375696767	8017
YDR075W	309	7.1359223301	2205
YDR076W	407	1.11547911548	454
YDR078C	224	1.91071428571	428
YDR079C-A	73	17.4109589041	1271
YDR079W	112	13.6071428571	1524
YDR081C	926	2.96220302376	2743
YDR083W	393	21.2671755725	8358
YDR084C	200	18.83	3766
YDR086C	81	281.135802469	22772
YDR087C	279	40.6630824373	11345
YDR088C	383	4.70496083551	1802
YDR089W	870	4.71724137931	4104
YDR090C	311	4.73633440514	1473
YDR091C	609	43.8834154351	26725
YDR096W	895	2.41452513966	2161
YDR097C	1243	6.61866452132	8227
YDR098C	251	77.1434262948	19363
YDR100W	144	32.0972222222	4622
YDR101C	594	31.5993265993	18770
YDR103W	918	4.27450980392	3924
YDR105C	474	6.08227848101	2883
YDR107C	673	3.36849925706	2267
YDR108W	699	2.13018597997	1489
YDR109C	716	1.84497206704	1321
YDR110W	567	5.71428571429	3240
YDR111C	508	3.91732283465	1990
YDR113C	374	9.02139037433	3374
YDR115W	106	27.2264150943	2886
YDR116C	286	10.2762237762	2939
YDR117C	566	11.3975265018	6451
YDR119W	769	16.7256176853	12862
YDR119W-A	67	0.791044776119	53
YDR120C	571	23.6970227671	13531
YDR121W	197	22.3401015228	4401
YDR122W	1065	4.33427230047	4616
YDR123C	305	3.69836065574	1128
YDR127W	1589	24.2536186281	38539
YDR128W	1149	1.70757180157	1962
YDR131C	557	1.43087971275	797
YDR132C	496	1.54032258065	764
YDR135C	1516	7.31002638522	11082
YDR137W	664	2.49246987952	1655
YDR138W	753	3.8379814077	2890
YDR140W	222	11.1261261261	2470
YDR141C	1699	3.87639788111	6586
YDR142C	376	1.84308510638	693
YDR143C	611	8.147299509	4978
YDR144C	597	14.6767169179	8762
YDR146C	710	8.81971830986	6262
YDR147W	535	4.8523364486	2596
YDR148C	464	30.8577586207	14318
YDR151C	326	14.9386503067	4870
YDR152W	266	33.545112782	8923
YDR153C	412	20.8106796117	8574
YDR158W	366	197.057377049	72123
YDR159W	1302	1.56144393241	2033
YDR161W	388	29.8041237113	11564
YDR162C	237	11.358649789	2692
YDR163W	176	10.0965909091	1777
YDR164C	725	4.16413793103	3019
YDR165W	445	29.0494382022	12927
YDR166C	972	4.62962962963	4500
YDR167W	207	23.2850241546	4820
YDR168W	507	43.9072978304	22261
YDR169C	514	5.89105058366	3028
YDR171W	376	7.01063829787	2636
YDR172W	686	105.370262391	72284
YDR175C	320	11.646875	3727
YDR176W	703	5.52773826458	3886
YDR177W	216	62.5601851852	13513
YDR178W	182	17.4065934066	3168
YDR179C	163	5.66257668712	923
YDR179W-A	464	1.84913793103	858
YDR180W	1494	2.11311914324	3157
YDR181C	482	2.67012448133	1287
YDR182W	492	9.88008130081	4861
YDR183W	231	7.44155844156	1719
YDR185C	180	1.42777777778	257
YDR188W	547	66.0859232176	36149
YDR189W	667	15.9430284858	10634
YDR190C	464	50.8900862069	23613
YDR191W	371	2.58490566038	959
YDR192C	431	9.33178654292	4022
YDR194C	665	13.2616541353	8819
YDR195W	534	5.9925093633	3200
YDR196C	242	10.173553719	2462
YDR197W	390	2.41794871795	943
YDR198C	480	3.1625	1518
YDR200C	605	2.95041322314	1785
YDR201W	166	12.4518072289	2067
YDR202C	352	5.13636363636	1808
YDR204W	336	7.39583333333	2485
YDR205W	725	2.65931034483	1928
YDR206W	885	3.32429378531	2942
YDR207C	837	4.28195937873	3584
YDR208W	780	7.47948717949	5834
YDR211W	713	22.3366058906	15926
YDR212W	560	66.5142857143	37248
YDR213W	914	3.4704595186	3172
YDR214W	351	70.7863247863	24846
YDR216W	1324	1.82175226586	2412
YDR217C	1310	2.87099236641	3761
YDR219C	466	4.01072961373	1869
YDR221W	703	5.70412517781	4010
YDR222W	416	5.95432692308	2477
YDR226W	223	531.488789238	118522
YDR227W	1359	2.3370125092	3176
YDR229W	454	6.38986784141	2901
YDR231C	206	7.34951456311	1514
YDR232W	549	30.2513661202	16608
YDR233C	296	158.216216216	46832
YDR234W	694	10.6757925072	7409
YDR235W	545	3.39266055046	1849
YDR236C	219	7.45205479452	1632
YDR237W	293	10.8156996587	3169
YDR238C	974	34.4199178645	33525
YDR239C	788	3.94543147208	3109
YDR240C	493	3.6369168357	1793
YDR244W	613	6.23491027732	3822
YDR245W	394	15.8197969543	6233
YDR246W	220	9.79545454545	2155
YDR248C	194	10.5567010309	2048
YDR249C	374	1.41443850267	529
YDR251W	831	4.64620938628	3861
YDR254W	459	1.7734204793	814
YDR255C	422	1.88151658768	794
YDR257C	495	7.49696969697	3711
YDR258C	812	14.1108374384	11458
YDR259C	384	1.1328125	435
YDR260C	171	9.0	1539
YDR261C	563	10.2326820604	5761
YDR262W	273	10.380952381	2834
