Gene	Length(codons)	Average reads (per codon)	Sum of reads
YBR197C	218	6.00917431193	1310
YBR198C	799	8.90112640801	7112
YBR199W	465	12.776344086	5941
YBR200W	552	5.99094202899	3307
YBR201C-A	68	2.19117647059	149
YBR201W	212	3.65094339623	774
YBR204C	376	3.34574468085	1258
YBR207W	466	8.26824034335	3853
YBR210W	143	9.95104895105	1423
YBR211C	325	4.27384615385	1389
YBR213W	275	4.54181818182	1249
YBR214W	528	4.65340909091	2457
YBR216C	675	4.00592592593	2704
YBR217W	187	1.91443850267	358
YBR221C	367	112.667574932	41349
YBR222C	544	18.6378676471	10139
YBR223C	545	1.00183486239	546
YBR227C	521	6.31669865643	3291
YBR228W	305	1.44262295082	440
YBR229C	955	6.48376963351	6192
YBR230W-A	67	13.0447761194	874
YBR231C	304	4.46052631579	1356
YBR233W	414	6.01207729469	2489
YBR233W-A	95	13.2	1254
YBR234C	385	40.587012987	15626
YBR235W	1121	1.38626226583	1554
YBR236C	437	9.20137299771	4021
YBR237W	850	1.24352941176	1057
YBR238C	732	4.39617486339	3218
YBR239C	530	1.44339622642	765
YBR241C	489	1.8773006135	918
YBR242W	239	14.5062761506	3467
YBR243C	449	6.62138084633	2973
YBR244W	163	46.6687116564	7607
YBR245C	1130	11.0300884956	12464
YBR246W	388	6.40721649485	2486
YBR247C	484	25.3615702479	12275
YBR248C	553	19.801084991	10950
YBR249C	371	163.123989218	60519
YBR251W	308	8.78246753247	2705
YBR252W	148	67.7364864865	10025
YBR253W	122	10.4590163934	1276
YBR254C	176	11.6647727273	2053
YBR256C	239	15.6150627615	3732
YBR257W	280	6.16785714286	1727
YBR258C	143	4.94405594406	707
YBR260C	667	5.42578710645	3619
YBR261C	233	34.2317596567	7976
YBR262C	107	12.7476635514	1364
YBR263W	491	68.0957230143	33435
YBR264C	200	9.505	1901
YBR265W	321	14.1059190031	4528
YBR267W	394	20.5685279188	8104
YBR268W	106	21.9905660377	2331
YBR269C	139	23.4892086331	3265
YBR271W	420	6.1880952381	2599
YBR272C	481	5.12266112266	2464
YBR273C	437	11.0503432494	4829
YBR274W	528	2.43560606061	1286
YBR275C	1917	1.35159102765	2591
YBR276C	808	1.20792079208	976
YBR278W	202	6.37623762376	1288
YBR279W	446	13.8161434978	6162
YBR280C	638	1.26959247649	810
YBR281C	879	4.803185438	4222
YBR282W	147	17.6054421769	2588
YBR283C	491	55.1914460285	27099
YBR286W	538	152.167286245	81866
YBR287W	428	10.1892523364	4361
YBR288C	484	8.76239669421	4241
YBR290W	322	9.01863354037	2904
YBR291C	300	4.54666666667	1364
YBR296C	575	5.1547826087	2964
YCL001W	189	40.2698412698	7611
YCL005W	257	2.92217898833	751
YCL008C	386	4.95077720207	1911
YCL009C	310	119.051612903	36906
YCL010C	260	7.35	1911
YCL011C	428	29.7079439252	12715
YCL014W	1637	2.41539401344	3954
YCL016C	381	3.06036745407	1166
YCL017C	498	24.5281124498	12215
YCL024W	1038	1.23314065511	1280
YCL026C-B	194	8.17010309278	1585
YCL027W	513	1.41325536062	725
YCL029C	441	5.80272108844	2559
YCL030C	800	38.8	31040
YCL031C	298	21.2416107383	6330
YCL032W	347	4.10374639769	1424
YCL033C	169	19.1065088757	3229
YCL034W	355	17.8676056338	6343
YCL035C	111	99.6216216216	11058
YCL036W	567	3.02469135802	1715
YCL037C	435	148.905747126	64774
YCL038C	529	2.20415879017	1166
YCL039W	746	2.13941018767	1596
YCL044C	418	7.07416267943	2957
YCL045C	761	22.5992115637	17198
YCL047C	259	6.41312741313	1661
YCL049C	313	2.72204472843	852
YCL050C	322	133.916149068	43121
YCL051W	584	2.58390410959	1509
YCL052C	417	3.85611510791	1608
YCL054W	842	13.635391924	11481
YCL054W-A	29	10.6896551724	310
YCL055W	336	8.09226190476	2719
YCL056C	145	1.95862068966	284
YCL057C-A	98	76.2244897959	7470
YCL057W	713	20.8793828892	14887
YCL058W-A	114	20.5789473684	2346
YCL059C	317	46.429022082	14718
YCL061C	1097	2.7611668186	3029
YCL063W	424	4.5	1908
YCL064C	361	145.022160665	52353
YCR002C	323	31.1300309598	10055
YCR003W	184	11.1793478261	2057
YCR004C	248	72.9112903226	18082
YCR005C	461	33.1648590022	15289
YCR008W	604	6.26324503311	3783
YCR009C	266	44.9586466165	11959
YCR011C	1050	8.66476190476	9098
YCR012W	417	3198.8705036	1333929
YCR015C	318	2.53144654088	805
YCR016W	291	22.264604811	6479
YCR017C	954	7.38888888889	7049
YCR018C	222	5.24774774775	1165
YCR019W	364	2.24450549451	817
YCR020C-A	89	22.7303370787	2023
YCR020W-B	79	18.8987341772	1493
YCR023C	612	1.64379084967	1006
YCR024C	493	1.0831643002	534
YCR026C	743	3.36608344549	2501
YCR027C	210	4.6380952381	974
YCR028C	513	3.91812865497	2010
YCR030C	871	7.39954075775	6445
YCR033W	1227	2.89405052975	3551
YCR034W	348	57.8017241379	20115
YCR035C	395	13.0126582278	5140
YCR036W	334	11.7185628743	3914
YCR042C	1408	3.2578125	4587
YCR043C	128	39.71875	5084
YCR044C	358	7.5	2685
YCR046C	170	19.5294117647	3320
YCR047C	276	18.981884058	5239
YCR048W	611	9.92144026187	6062
YCR051W	223	43.3946188341	9677
YCR052W	484	14.5578512397	7046
YCR053W	515	164.258252427	84593
YCR054C	564	3.88829787234	2193
YCR057C	924	13.2023809524	12199
YCR059C	259	11.7413127413	3041
YCR060W	112	19.9375	2233
YCR061W	632	8.31012658228	5252
YCR063W	158	5.46202531646	863
YCR065W	565	7.55398230088	4268
YCR066W	488	1.45696721311	711
YCR068W	521	1.99040307102	1037
YCR069W	319	18.4012539185	5870
YCR071C	147	13.0408163265	1917
YCR072C	516	17.8430232558	9207
YCR073W-A	316	16.5158227848	5219
YCR075C	261	3.3754789272	881
YCR075W-A	76	20.1052631579	1528
YCR076C	251	6.89641434263	1731
YCR077C	797	19.373902133	15441
YCR081W	1428	1.17647058824	1680
YCR082W	129	36.5658914729	4717
YCR083W	128	20.046875	2566
YCR084C	714	20.3529411765	14532
YCR086W	191	8.28272251309	1582
YCR087C-A	154	46.7207792208	7195
YCR088W	593	84.8431703204	50312
YCR090C	183	21.8087431694	3991
YCR092C	1019	2.16781157998	2209
YCR093W	2109	6.54954954955	13813
YCR094W	392	8.51275510204	3337
YCR095C	363	3.46005509642	1256
YDL001W	431	4.14849187935	1788
YDL002C	204	13.4656862745	2747
YDL003W	567	6.61552028219	3751
YDL004W	161	76.2422360248	12275
YDL005C	432	7.77083333333	3357
YDL006W	282	7.19858156028	2030
YDL007W	438	52.6438356164	23058
YDL008W	166	11.4638554217	1903
YDL010W	232	10.2413793103	2376
YDL013W	620	2.73064516129	1693
YDL015C	311	61.7974276527	19219
YDL017W	508	2.31299212598	1175
YDL018C	226	10.5132743363	2376
YDL019C	1284	4.19704049844	5389
YDL020C	532	11.2518796992	5986
YDL021W	312	2.23397435897	697
YDL022W	392	64.1913265306	25163
YDL025C	621	2.15458937198	1338
YDL027C	421	1.75771971496	740
YDL028C	765	2.4431372549	1869
YDL030W	531	3.20150659134	1700
YDL031W	996	15.9086345382	15845
YDL033C	418	1.20574162679	504
YDL036C	463	3.91576673866	1813
YDL040C	855	24.5134502924	20959
YDL042C	563	5.18472468917	2919
YDL043C	267	9.51310861423	2540
YDL044C	441	2.81859410431	1243
YDL045C	307	4.68403908795	1438
YDL045W-A	96	24.7395833333	2375
YDL046W	174	47.5804597701	8279
YDL047W	312	17.2980769231	5397
YDL051W	276	91.2971014493	25198
YDL052C	304	25.6381578947	7794
YDL053C	186	26.9408602151	5011
YDL054C	487	3.96919917864	1933
YDL055C	362	528.872928177	191452
YDL056W	834	3.43045563549	2861
YDL057W	329	2.52887537994	832
YDL058W	1791	4.32216638749	7741
YDL059C	239	2.24267782427	536
YDL060W	789	15.2686945501	12047
YDL063C	621	12.4074074074	7705
YDL065C	343	16.1166180758	5528
YDL066W	429	83.5804195804	35856
YDL067C	60	85.45	5127
YDL069C	230	1.61304347826	371
YDL070W	639	12.2331768388	7817
YDL072C	204	41.387254902	8443
YDL073W	985	1.31776649746	1298
YDL074C	701	8.43937232525	5916
YDL076C	295	7.10508474576	2096
YDL077C	1050	1.50571428571	1581
YDL078C	344	37.9505813953	13055
YDL080C	610	1.10163934426	672
YDL084W	447	195.174496644	87243
YDL085C-A	69	43.884057971	3028
YDL086W	274	24.4489051095	6699
YDL087C	262	4.25572519084	1115
YDL088C	529	7.67485822306	4060
YDL089W	485	2.45773195876	1192
YDL090C	432	4.17824074074	1805
YDL091C	456	1.93421052632	882
YDL092W	147	41.380952381	6083
YDL093W	744	3.9623655914	2948
YDL095W	818	34.3826405868	28125
YDL097C	435	54.3011494253	23621
YDL098C	195	6.24615384615	1218
YDL099W	342	19.0584795322	6518
YDL100C	355	112.921126761	40087
YDL101C	514	4.81128404669	2473
YDL102W	1098	5.58378870674	6131
YDL103C	478	24.7677824268	11839
YDL105W	403	2.23325062035	900
YDL106C	560	5.72857142857	3208
YDL107W	352	1.84090909091	648
YDL110C	151	9.50993377483	1436
YDL111C	266	17.8496240602	4748
YDL112W	1437	6.05984690327	8708
YDL113C	641	2.59750390016	1665
YDL116W	727	7.11279229711	5171
YDL117W	886	3.75282167043	3325
YDL119C	308	2.6461038961	815
YDL120W	175	24.6457142857	4313
YDL121C	150	34.4133333333	5162
YDL122W	810	8.32839506173	6746
YDL123W	141	8.6524822695	1220
YDL124W	313	43.6805111821	13672
YDL126C	836	146.104066986	122143
YDL127W	309	5.28478964401	1633
YDL128W	412	18.5194174757	7630
YDL129W	292	2.88356164384	842
YDL130W-A	87	20.8045977011	1810
YDL132W	816	9.48406862745	7739
YDL133W	438	2.6598173516	1165
YDL135C	203	44.0295566502	8938
YDL139C	224	3.27678571429	734
YDL140C	1734	19.1412918108	33191
YDL141W	691	6.78437047757	4688
YDL142C	284	3.54929577465	1008
YDL143W	529	59.965973535	31722
YDL144C	357	9.12885154062	3259
YDL145C	1202	23.0266222962	27678
YDL146W	492	1.4918699187	734
YDL147W	446	51.899103139	23147
YDL148C	811	18.8877928483	15318
YDL150W	423	13.5721040189	5741
YDL153C	611	22.6710310966	13852
YDL155W	428	6.16355140187	2638
YDL156W	523	2.37667304015	1243
YDL157C	119	59.3697478992	7065
YDL159W	516	3.63953488372	1878
YDL160C	507	63.3708086785	32129
YDL160C-A	81	16.5432098765	1340
YDL164C	756	5.89285714286	4455
YDL165W	192	23.7395833333	4558
YDL166C	198	29.202020202	5782
YDL167C	720	7.79861111111	5615
YDL168W	387	40.3901808786	15631
YDL170W	529	2.03402646503	1076
YDL171C	2146	11.8480894688	25426
YDL174C	588	4.60204081633	2706
YDL175C	345	6.47826086957	2235
YDL177C	171	3.41520467836	584
YDL178W	531	9.08286252354	4823
YDL179W	305	6.22295081967	1898
YDL180W	548	1.63503649635	896
YDL181W	86	9.33720930233	803
YDL183C	321	1.08099688474	347
YDL185W	1072	175.828358209	188488
YDL189W	458	8.07423580786	3698
YDL190C	962	7.6632016632	7372
YDL193W	376	13.4627659574	5062
YDL195W	1274	29.5313971743	37623
YDL197C	526	1.0855513308	571
YDL198C	301	16.488372093	4963
YDL200C	189	4.39153439153	830
YDL201W	287	31.0905923345	8923
YDL202W	250	9.236	2309
YDL203C	624	3.67948717949	2296
YDL205C	328	13.3963414634	4394
YDL207W	539	4.58812615955	2473
YDL208W	157	158.47133758	24880
YDL209C	340	2.99117647059	1017
YDL212W	211	56.8672985782	11999
YDL213C	226	40.0221238938	9045
YDL215C	1093	2.6559926807	2903
YDL216C	441	1.13605442177	501
YDL217C	208	12.7836538462	2659
YDL224C	650	5.64769230769	3671
YDL225W	552	15.9329710145	8795
YDL226C	353	49.8555240793	17599
YDL227C	587	15.1499148211	8893
YDL230W	336	3.91964285714	1317
YDL232W	37	86.5405405405	3202
YDL233W	459	2.89978213508	1331
YDL234C	747	2.40562248996	1797
YDL235C	168	30.8214285714	5178
YDL236W	313	38.0607028754	11913
YDL237W	391	11.8542199488	4635
YDL240W	1018	1.46168958743	1488
YDL241W	124	12.1209677419	1503
YDR001C	752	6.1954787234	4659
YDR002W	202	303.742574257	61356
YDR003W	211	5.37440758294	1134
YDR006C	902	4.10532150776	3703
YDR007W	225	10.2355555556	2303
YDR011W	1502	9.35952063915	14058
YDR013W	209	6.4019138756	1338
YDR014W	648	1.31172839506	850
YDR016C	95	15.3684210526	1460
YDR017C	1051	4.57469077069	4808
YDR019C	401	16.1072319202	6459
YDR020C	233	6.02575107296	1404
YDR021W	400	5.46	2184
YDR022C	197	3.18274111675	627
YDR023W	463	210.11663067	97284
YDR027C	890	2.29662921348	2044
YDR028C	1015	8.54679802956	8675
YDR031W	122	7.98360655738	974
YDR032C	199	91.2010050251	18149
YDR034C	791	3.67256637168	2905
YDR035W	371	42.2641509434	15680
YDR036C	501	8.99600798403	4507
YDR037W	592	222.839527027	131921
YDR041W	204	11.9950980392	2447
YDR043C	232	3.84482758621	892
YDR044W	329	27.3556231003	9000
YDR045C	111	33.6036036036	3730
YDR046C	605	12.9404958678	7829
YDR047W	363	12.5096418733	4541
YDR049W	633	4.72195892575	2989
YDR050C	249	2392.16064257	595648
YDR051C	335	10.3313432836	3461
YDR052C	705	4.02978723404	2841
YDR054C	296	25.0405405405	7412
YDR055W	445	28.5056179775	12685
YDR056C	206	27.1650485437	5596
YDR057W	543	3.7605893186	2042
YDR058C	327	1.29357798165	423
YDR060W	1026	21.7046783626	22269
YDR061W	540	3.74444444444	2022
YDR062W	562	20.4074733096	11469
YDR063W	150	24.9466666667	3742
YDR065W	366	1.27595628415	467
YDR066C	197	2.70050761421	532
YDR067C	225	4.11111111111	925
YDR068W	311	12.2090032154	3797
YDR069C	927	1.57928802589	1464
YDR071C	192	93.6041666667	17972
YDR072C	528	7.48863636364	3954
YDR074W	897	7.04682274247	6321
YDR075W	309	6.19417475728	1914
YDR076W	407	0.960687960688	391
YDR078C	224	1.54464285714	346
YDR079C-A	73	16.2054794521	1183
YDR079W	112	10.6428571429	1192
YDR081C	926	2.50431965443	2319
YDR083W	393	18.1781170483	7144
YDR084C	200	16.65	3330
YDR086C	81	262.580246914	21269
YDR087C	279	37.8279569892	10554
YDR088C	383	4.12532637076	1580
YDR089W	870	3.84827586207	3348
YDR090C	311	4.3536977492	1354
YDR091C	609	40.8177339901	24858
YDR096W	895	2.01675977654	1805
YDR097C	1243	5.86082059533	7285
YDR098C	251	66.9402390438	16802
YDR100W	144	28.9513888889	4169
YDR101C	594	28.9107744108	17173
YDR103W	918	3.49346405229	3207
YDR105C	474	5.23839662447	2483
YDR107C	673	2.7147102526	1827
YDR108W	699	1.84406294707	1289
YDR109C	716	1.5125698324	1083
YDR110W	567	4.89241622575	2774
YDR111C	508	3.48622047244	1771
YDR113C	374	7.95721925134	2976
YDR115W	106	23.4528301887	2486
YDR116C	286	8.91258741259	2549
YDR117C	566	9.59363957597	5430
YDR119W	769	14.3185955787	11011
YDR120C	571	20.4623467601	11684
YDR121W	197	21.0152284264	4140
YDR122W	1065	3.65352112676	3891
YDR123C	305	3.27868852459	1000
YDR127W	1589	21.0018879799	33372
YDR128W	1149	1.42819843342	1641
YDR131C	557	1.07001795332	596
YDR132C	496	1.30241935484	646
YDR135C	1516	5.82981530343	8838
YDR137W	664	2.38704819277	1585
YDR138W	753	3.21513944223	2421
YDR140W	222	9.6036036036	2132
YDR141C	1699	3.22130665097	5473
YDR142C	376	1.59840425532	601
YDR143C	611	7.36170212766	4498
YDR144C	597	13.229480737	7898
YDR146C	710	7.4	5254
YDR147W	535	4.05794392523	2171
YDR148C	464	27.2564655172	12647
YDR151C	326	12.5	4075
YDR152W	266	29.7669172932	7918
YDR153C	412	17.7694174757	7321
YDR158W	366	185.360655738	67842
YDR159W	1302	1.33947772657	1744
YDR161W	388	26.1701030928	10154
YDR162C	237	9.70042194093	2299
YDR163W	176	8.92613636364	1571
YDR164C	725	3.51724137931	2550
YDR165W	445	25.2831460674	11251
YDR166C	972	3.81893004115	3712
YDR167W	207	21.7053140097	4493
YDR168W	507	38.3412228797	19439
YDR169C	514	5.14007782101	2642
YDR171W	376	6.07180851064	2283
YDR172W	686	94.0612244898	64526
YDR175C	320	9.528125	3049
YDR176W	703	4.71266002845	3313
YDR177W	216	54.3564814815	11741
YDR178W	182	16.8901098901	3074
YDR179C	163	4.36809815951	712
YDR179W-A	464	1.55172413793	720
YDR180W	1494	1.76372155288	2635
YDR181C	482	2.2468879668	1083
YDR182W	492	9.0081300813	4432
YDR183W	231	6.74025974026	1557
YDR185C	180	1.3	234
YDR188W	547	60.9488117002	33339
YDR189W	667	13.5577211394	9043
YDR190C	464	46.161637931	21419
YDR191W	371	2.3935309973	888
YDR192C	431	8.16473317865	3519
YDR194C	665	11.0	7315
YDR195W	534	5.60674157303	2994
YDR196C	242	8.89256198347	2152
YDR197W	390	2.02564102564	790
YDR198C	480	2.89583333333	1390
YDR200C	605	2.49752066116	1511
YDR201W	166	10.6325301205	1765
YDR202C	352	4.24431818182	1494
YDR204W	336	6.64583333333	2233
YDR205W	725	2.39034482759	1733
YDR206W	885	2.81129943503	2488
YDR207C	837	3.65113500597	3056
YDR208W	780	6.26025641026	4883
YDR211W	713	19.8863955119	14179
YDR212W	560	60.5446428571	33905
YDR213W	914	2.80634573304	2565
YDR214W	351	61.2792022792	21509
YDR216W	1324	1.20694864048	1598
YDR217C	1310	2.35954198473	3091
YDR219C	466	3.46566523605	1615
YDR221W	703	4.98719772404	3506
YDR222W	416	5.27644230769	2195
YDR226W	223	484.937219731	108141
YDR227W	1359	1.93303899926	2627
YDR229W	454	5.53964757709	2515
YDR231C	206	6.80097087379	1401
YDR232W	549	29.1803278689	16020
YDR233C	296	140.824324324	41684
YDR234W	694	11.121037464	7718
YDR235W	545	2.7871559633	1519
YDR236C	219	6.55707762557	1436
YDR237W	293	8.96245733788	2626
YDR238C	974	30.0184804928	29238
YDR239C	788	3.34263959391	2634
YDR240C	493	3.14401622718	1550
YDR243C	589	3.4142614601	2011
YDR244W	613	5.4616639478	3348
YDR245W	394	14.0583756345	5539
YDR246W	220	8.53181818182	1877
YDR248C	194	8.98453608247	1743
YDR249C	374	1.29411764706	484
YDR251W	831	3.87966305656	3224
YDR254W	459	1.45533769063	668
YDR255C	422	1.54739336493	653
YDR257C	495	6.52727272727	3231
YDR258C	812	10.6330049261	8634
YDR259C	384	0.979166666667	376
YDR260C	171	7.87719298246	1347
YDR261C	563	9.49911190053	5348
YDR262W	273	8.78754578755	2399
YDR264C	765	15.9320261438	12188
YDR265W	338	1.64201183432	555
YDR266C	640	11.8015625	7553
YDR267C	331	7.43806646526	2462
YDR268W	380	3.28421052632	1248
