Gene	Length(codons)	Average reads (per codon)	Sum of reads
YDL070W	639	13.2660406886	8477
YDL072C	204	41.8382352941	8535
YDL073W	985	1.43756345178	1416
YDL074C	701	9.49928673324	6659
YDL076C	295	7.91186440678	2334
YDL077C	1050	1.72857142857	1815
YDL078C	344	41.601744186	14311
YDL084W	447	200.472035794	89611
YDL085C-A	69	49.3043478261	3402
YDL086W	274	26.9270072993	7378
YDL087C	262	4.60305343511	1206
YDL088C	529	8.15689981096	4315
YDL089W	485	2.82268041237	1369
YDL090C	432	4.37268518519	1889
YDL091C	456	2.25657894737	1029
YDL092W	147	42.6258503401	6266
YDL093W	744	4.4623655914	3320
YDL095W	818	34.5	28221
YDL097C	435	57.4229885057	24979
YDL098C	195	5.77948717949	1127
YDL099W	342	20.5116959064	7015
YDL100C	355	115.816901408	41115
YDL101C	514	5.17315175097	2659
YDL102W	1098	6.07194899818	6667
YDL103C	478	27.1485355649	12977
YDL105W	403	2.35980148883	951
YDL107W	352	2.15625	759
YDL110C	151	14.9470198675	2257
YDL111C	266	16.9661654135	4513
YDL112W	1437	6.71120389701	9644
YDL113C	641	3.17316692668	2034
YDL116W	727	7.74828060523	5633
YDL117W	886	4.0993227991	3632
YDL119C	308	2.9025974026	894
YDL120W	175	25.9085714286	4534
YDL121C	150	30.7466666667	4612
YDL122W	810	8.4049382716	6808
YDL123W	141	10.390070922	1465
YDL124W	313	55.1054313099	17248
YDL126C	836	162.568181818	135907
YDL127W	309	5.50161812298	1700
YDL128W	412	19.3300970874	7964
YDL129W	292	3.16438356164	924
YDL130W-A	87	29.367816092	2555
YDL132W	816	10.3137254902	8416
YDL133W	438	2.96347031963	1298
YDL135C	203	48.2266009852	9790
YDL139C	224	3.66964285714	822
YDL140C	1734	22.5645905421	39127
YDL141W	691	7.28075253256	5031
YDL142C	284	3.91549295775	1112
YDL143W	529	60.2778827977	31887
YDL144C	357	9.58543417367	3422
YDL145C	1202	26.9201331115	32358
YDL146W	492	1.7987804878	885
YDL147W	446	56.3789237668	25145
YDL148C	811	18.2305795314	14785
YDL150W	423	13.390070922	5664
YDL153C	611	22.0441898527	13469
YDL155W	428	6.51401869159	2788
YDL156W	523	2.78393881453	1456
YDL157C	119	62.8235294118	7476
YDL159W	516	3.83720930233	1980
YDL160C	507	70.573964497	35781
YDL160C-A	81	16.2839506173	1319
YDL164C	756	5.93915343915	4490
YDL165W	192	25.515625	4899
YDL166C	198	29.3181818182	5805
YDL167C	720	7.75694444444	5585
YDL168W	387	43.1395348837	16695
YDL170W	529	2.14366729679	1134
YDL171C	2146	13.9538676608	29945
YDL173W	296	25.1351351351	7440
YDL174C	588	5.12585034014	3014
YDL175C	345	6.40289855072	2209
YDL176W	709	1.07475317348	762
YDL177C	171	3.36257309942	575
YDL178W	531	9.50282485876	5046
YDL179W	305	6.76721311475	2064
YDL180W	548	1.81569343066	995
YDL181W	86	9.60465116279	826
YDL182W	429	50.8951048951	21834
YDL183C	321	1.40809968847	452
YDL185W	1072	202.279850746	216844
YDL189W	458	8.68558951965	3978
YDL190C	962	8.62266112266	8295
YDL193W	376	14.1728723404	5329
YDL195W	1274	33.8477237049	43122
YDL197C	526	1.1463878327	603
YDL198C	301	18.1794019934	5472
YDL200C	189	5.38624338624	1018
YDL201W	287	30.8083623693	8842
YDL202W	250	11.456	2864
YDL203C	624	4.10897435897	2564
YDL205C	328	14.5091463415	4759
YDL207W	539	5.22634508349	2817
YDL208W	157	151.356687898	23763
YDL209C	340	3.26470588235	1110
YDL211C	373	1.18498659517	442
YDL212W	211	55.8293838863	11780
YDL213C	226	41.4911504425	9377
YDL215C	1093	3.71180237877	4057
YDL216C	441	1.20408163265	531
YDL217C	208	15.6298076923	3251
YDL220C	925	1.05945945946	980
YDL224C	650	6.54	4251
YDL225W	552	16.9184782609	9339
YDL226C	353	53.1841359773	18774
YDL227C	587	15.9642248722	9371
YDL230W	336	4.74107142857	1593
YDL232W	37	97.8378378378	3620
YDL233W	459	3.50326797386	1608
YDL234C	747	3.00803212851	2247
YDL235C	168	32.5476190476	5468
YDL236W	313	40.4153354633	12650
YDL237W	391	11.5882352941	4531
YDL240W	1018	1.64341846758	1673
YDL241W	124	11.2822580645	1399
YDR002W	202	313.618811881	63351
YDR003W	211	6.38388625592	1347
YDR004W	461	1.37527114967	634
YDR006C	902	4.71951219512	4257
YDR007W	225	11.6133333333	2613
YDR011W	1502	11.2390146471	16881
YDR013W	209	6.86124401914	1434
YDR014W	648	1.4274691358	925
YDR016C	95	16.0631578947	1526
YDR017C	1051	4.91531874405	5166
YDR019C	401	18.6209476309	7467
YDR020C	233	5.92274678112	1380
YDR021W	400	5.145	2058
YDR022C	197	3.83756345178	756
YDR023W	463	210.710583153	97559
YDR027C	890	2.65730337079	2365
YDR028C	1015	10.9113300493	11075
YDR031W	122	8.98360655738	1096
YDR032C	199	110.381909548	21966
YDR034C	791	4.1213653603	3260
YDR034W-B	52	1.21153846154	63
YDR035W	371	43.846361186	16267
YDR036C	501	10.9700598802	5496
YDR037W	592	218.878378378	129576
YDR041W	204	14.1323529412	2883
YDR043C	232	4.39655172414	1020
YDR044W	329	33.5258358663	11030
YDR045C	111	32.018018018	3554
YDR046C	605	13.5024793388	8169
YDR047W	363	14.3801652893	5220
YDR049W	633	5.1579778831	3265
YDR050C	249	2665.76706827	663776
YDR051C	335	10.6417910448	3565
YDR052C	705	4.22269503546	2977
YDR054C	296	27.2466216216	8065
YDR055W	445	33.591011236	14948
YDR056C	206	26.3689320388	5432
YDR057W	543	3.86924493554	2101
YDR058C	327	1.83486238532	600
YDR060W	1026	21.1218323587	21671
YDR061W	540	4.30185185185	2323
YDR062W	562	20.8238434164	11703
YDR063W	150	28.1666666667	4225
YDR065W	366	1.22677595628	449
YDR066C	197	2.7461928934	541
YDR067C	225	4.10666666667	924
YDR068W	311	14.4501607717	4494
YDR070C	94	1.05319148936	99
YDR071C	192	99.859375	19173
YDR072C	528	7.76893939394	4102
YDR074W	897	10.0969899666	9057
YDR075W	309	6.2071197411	1918
YDR078C	224	1.58928571429	356
YDR079C-A	73	16.0821917808	1174
YDR079W	112	13.2232142857	1481
YDR081C	926	2.63822894168	2443
YDR083W	393	17.3994910941	6838
YDR084C	200	17.035	3407
YDR086C	81	253.691358025	20549
YDR087C	279	33.4050179211	9320
YDR088C	383	4.51958224543	1731
YDR089W	870	4.4275862069	3852
YDR090C	311	4.32475884244	1345
YDR091C	609	39.4154351396	24004
YDR096W	895	2.44022346369	2184
YDR097C	1243	6.20434432824	7712
YDR098C	251	73.3266932271	18405
YDR100W	144	32.0208333333	4611
YDR101C	594	27.7104377104	16460
YDR103W	918	3.82679738562	3513
YDR105C	474	5.68143459916	2693
YDR107C	673	2.8543833581	1921
YDR108W	699	1.98569384835	1388
YDR109C	716	1.8030726257	1291
YDR110W	567	5.10229276896	2893
YDR111C	508	3.36417322835	1709
YDR113C	374	9.04545454545	3383
YDR115W	106	30.6603773585	3250
YDR116C	286	11.1188811189	3180
YDR117C	566	10.2438162544	5798
YDR119W	769	14.0923276983	10837
YDR119W-A	67	0.970149253731	65
YDR120C	571	20.6059544658	11766
YDR121W	197	20.8781725888	4113
YDR122W	1065	4.51267605634	4806
YDR123C	305	3.61639344262	1103
YDR127W	1589	23.9616110761	38075
YDR128W	1149	1.66753698869	1916
YDR131C	557	1.2118491921	675
YDR132C	496	1.50201612903	745
YDR135C	1516	6.21042216359	9415
YDR137W	664	2.43222891566	1615
YDR138W	753	3.48207171315	2622
YDR140W	222	9.86036036036	2189
YDR141C	1699	3.9270158917	6672
YDR142C	376	1.94414893617	731
YDR143C	611	7.83633387889	4788
YDR144C	597	12.4606365159	7439
YDR146C	710	9.02112676056	6405
YDR147W	535	4.47663551402	2395
YDR148C	464	32.0775862069	14884
YDR151C	326	13.8926380368	4529
YDR152W	266	30.1616541353	8023
YDR153C	412	18.395631068	7579
YDR158W	366	183.420765027	67132
YDR159W	1302	1.4400921659	1875
YDR161W	388	25.4097938144	9859
YDR162C	237	10.2827004219	2437
YDR163W	176	10.1136363636	1780
YDR164C	725	3.83586206897	2781
YDR165W	445	23.3662921348	10398
YDR166C	972	4.23148148148	4113
YDR167W	207	21.6280193237	4477
YDR168W	507	40.3964497041	20481
YDR169C	514	6.34046692607	3259
YDR171W	376	9.35106382979	3516
YDR172W	686	94.0233236152	64500
YDR175C	320	11.3875	3644
YDR176W	703	5.28022759602	3712
YDR177W	216	61.6944444444	13326
YDR178W	182	19.7802197802	3600
YDR179C	163	4.9754601227	811
YDR179W-A	464	1.65301724138	767
YDR180W	1494	1.99665327979	2983
YDR181C	482	2.29045643154	1104
YDR182W	492	9.36382113821	4607
YDR183W	231	6.84848484848	1582
YDR185C	180	1.67222222222	301
YDR188W	547	66.6215722121	36442
YDR189W	667	14.7346326837	9828
YDR190C	464	46.6853448276	21662
YDR191W	371	2.57412398922	955
YDR192C	431	9.03248259861	3893
YDR194C	665	11.3353383459	7538
YDR195W	534	5.97752808989	3192
YDR196C	242	8.89256198347	2152
YDR197W	390	2.18461538462	852
YDR198C	480	2.76041666667	1325
YDR200C	605	2.84628099174	1722
YDR201W	166	11.4156626506	1895
YDR202C	352	4.80397727273	1691
YDR204W	336	7.2619047619	2440
YDR205W	725	2.37517241379	1722
YDR206W	885	3.30395480226	2924
YDR207C	837	4.42532855436	3704
YDR208W	780	7.22692307692	5637
YDR211W	713	19.9424964937	14219
YDR212W	560	61.8392857143	34630
YDR213W	914	3.46061269147	3163
YDR214W	351	71.3190883191	25033
YDR216W	1324	1.25453172205	1661
YDR217C	1310	2.74580152672	3597
YDR219C	466	3.85193133047	1795
YDR221W	703	5.21052631579	3663
YDR222W	416	4.77644230769	1987
YDR226W	223	512.825112108	114360
YDR227W	1359	2.27373068433	3090
YDR229W	454	5.93612334802	2695
YDR231C	206	8.32038834951	1714
YDR232W	549	30.8415300546	16932
YDR233C	296	144.385135135	42738
YDR234W	694	11.1195965418	7717
YDR235W	545	3.0880733945	1683
YDR236C	219	7.02283105023	1538
YDR237W	293	11.1672354949	3272
YDR238C	974	33.2802874743	32415
YDR239C	788	3.90228426396	3075
YDR240C	493	3.19472616633	1575
YDR243C	589	3.53989813243	2085
YDR244W	613	5.8189233279	3567
YDR245W	394	13.8121827411	5442
YDR246W	220	8.85454545455	1948
YDR248C	194	10.2216494845	1983
YDR249C	374	1.20053475936	449
YDR251W	831	4.41636582431	3670
YDR252W	150	6.27333333333	941
YDR254W	459	1.67320261438	768
YDR255C	422	1.78199052133	752
YDR257C	495	6.91919191919	3425
YDR258C	812	14.1945812808	11526
YDR259C	384	1.01302083333	389
YDR260C	171	8.46198830409	1447
